structure_id,relative_cif_path,atom_count,cell_a,cell_b,cell_c,cell_alpha,cell_beta,cell_gamma,pbc_x,pbc_y,pbc_z,count_C,count_H,count_O,unique_elements
L0_D0_U0,r0/t0/t0_0.cif,156,18.69918068417069,17.907993027120504,28.18009290793195,90.02849606121295,94.22095021515688,85.65361407988485,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U20,r0/t0/t0_20.cif,156,18.71102607865692,18.196940251774286,27.76106254311865,88.62431640922203,94.01904549688591,84.67021016424276,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U40,r0/t0/t0_40.cif,156,18.74194756477186,17.944287019242623,28.144615366773433,89.98189343643938,94.66272239547894,84.1033042189821,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U60,r0/t0/t0_60.cif,156,18.703982604496737,17.909626451480566,28.203958574425528,89.95289062340665,94.0580160212641,84.71137348465301,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U80,r0/t0/t0_80.cif,156,18.734435557800552,18.234442068171195,27.898070928712066,88.43491073408613,97.22417171748296,83.40877456691145,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U100,r0/t0/t0_100.cif,156,18.714151526142835,18.155433742305544,27.934679719096994,91.19383581223497,96.89615575967491,84.83223667018879,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U120,r0/t0/t0_120.cif,156,18.682310643388888,18.036527983314382,28.00095389750961,90.14510490331469,93.95279336169044,85.4942262960845,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U140,r0/t0/t0_140.cif,156,18.694946777079387,18.007393903853515,28.016274018798825,89.45208157054229,93.10807296404752,85.19865552710873,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U160,r0/t0/t0_160.cif,156,18.705310773066685,17.814865538427718,28.30461777809647,89.5287336316808,93.21958056710139,85.23061969658856,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U180,r0/t0/t0_180.cif,156,18.70473296889548,17.672424345658992,28.503664795421017,89.39520823720282,92.39121358225992,85.4810628389659,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U200,r0/t0/t0_200.cif,156,18.705839817811064,17.73693080412031,28.398228528905978,89.91982314304103,92.34462046484133,85.39780476547952,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U220,r0/t0/t0_220.cif,156,18.728590092740664,18.516463695707312,27.22623919142081,90.07612101228467,84.48645338204095,86.86258621695876,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U240,r0/t0/t0_240.cif,156,18.822759881438664,19.192365275011817,26.465475388197728,87.18393293805896,79.37658029985204,88.38441753500814,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U260,r0/t0/t0_260.cif,156,18.70974749354584,17.903756657563775,28.131996871972962,91.35177973170552,92.26539769474994,85.39217495439154,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U280,r0/t0/t0_280.cif,156,18.687915181153574,18.038183135943456,27.983197686469854,90.04664584710923,93.86237831458519,85.59736197246103,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U300,r0/t0/t0_300.cif,156,18.677077241624655,18.027522520705073,28.02467862782114,90.3944711812584,93.80480131521466,85.31908877028727,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U320,r0/t0/t0_320.cif,156,18.73486099909626,17.636564699553738,28.513752104843928,90.8197731122198,92.99777178650355,85.87980929673088,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D0_U340,r0/t0/t0_340.cif,156,18.727541261533382,17.423469803864908,28.920781002719583,89.98466910709774,92.85651650769074,84.63845994739484,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U0,r0/t1.2/t1.2_0.cif,156,18.686184144034158,18.152164449140926,27.8706079800213,90.26083608112053,94.91455192555577,85.05694037840938,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U20,r0/t1.2/t1.2_20.cif,156,18.681408829842756,17.958709577263846,28.114060149949623,89.50580850582871,93.70708189036202,85.59928715628752,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U40,r0/t1.2/t1.2_40.cif,156,18.712292991941194,17.72984165356934,28.44781471098,90.2781038746234,93.43136018423219,84.89588776805466,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U60,r0/t1.2/t1.2_60.cif,156,18.722119665722772,17.633269660443357,28.602401393854688,91.01721603635659,93.51153151827428,84.69222752161328,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U80,r0/t1.2/t1.2_80.cif,156,18.693885852782287,17.50580220762823,28.897608734351525,89.45502245241171,93.23212189297139,83.71041690578618,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U100,r0/t1.2/t1.2_100.cif,156,18.715274377550944,17.799161341523597,28.313653306156493,93.48596847041568,92.24942871191183,85.8407087192196,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U120,r0/t1.2/t1.2_120.cif,156,18.682016175085675,17.960629357033344,28.110193740074596,90.86881988107822,93.8855581687649,85.7225303299872,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U140,r0/t1.2/t1.2_140.cif,156,18.72397370174475,18.39547118813225,27.386040351408486,88.9470495603812,92.94377201366446,85.12277701141299,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U160,r0/t1.2/t1.2_160.cif,156,18.700233671528125,18.05161084670733,27.943259845184137,89.44938035680254,93.20669995426556,85.17978752692954,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U180,r0/t1.2/t1.2_180.cif,156,18.704296958079766,18.09068404684359,27.867778347917184,89.87014378834301,92.9708561916496,85.19470235907575,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U200,r0/t1.2/t1.2_200.cif,156,18.706886719409436,17.966914240094873,28.031193122444225,89.2829662525498,92.29877388151063,85.50577982038308,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U220,r0/t1.2/t1.2_220.cif,156,18.712868458573894,18.25095563689648,27.566898053380452,90.63637106632753,89.80558702583235,85.39016636781683,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U240,r0/t1.2/t1.2_240.cif,156,18.771360084159607,18.84807889394878,26.638538112870012,87.65094022688163,86.56292585941885,86.50082993959101,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U260,r0/t1.2/t1.2_260.cif,156,18.765565508410795,18.829982574866055,26.673351935615646,86.95493635877149,87.51921624049962,86.20476762647355,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U280,r0/t1.2/t1.2_280.cif,156,18.70495787119523,18.105245400498042,27.826608942264436,89.26305351873981,92.66441486097574,85.54126685947561,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U300,r0/t1.2/t1.2_300.cif,156,18.684458342657408,18.06671498755877,27.943896966254545,90.1604932799715,93.41710320032095,85.24555725007475,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U320,r0/t1.2/t1.2_320.cif,156,18.62607871001804,18.085394569312534,28.05771822354397,90.17104912589517,94.91155524882315,85.20222555917705,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D1.2_U340,r0/t1.2/t1.2_340.cif,156,18.647572542684053,18.00197684960015,28.23183031544664,90.05209754210354,96.31398016865269,85.01372204414308,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U0,r0/t2.4/t2.4_0.cif,156,18.656955549294793,17.736498115448942,28.536609835920192,90.44357774354482,94.65294017584375,85.56728695129289,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U20,r0/t2.4/t2.4_20.cif,156,18.684883621061847,17.741937418322703,28.46151869083973,89.52479587271594,93.51528700836036,85.21505078807981,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U40,r0/t2.4/t2.4_40.cif,156,18.70720937449745,17.534187853040688,28.796260340050736,90.9109991184409,93.38164083420686,84.40313361935104,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U60,r0/t2.4/t2.4_60.cif,156,18.696688980050375,17.51857944705138,28.84334531511681,91.68414819204193,93.65563904289915,84.60471160267173,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U80,r0/t2.4/t2.4_80.cif,156,18.747143641826558,17.347507973435775,29.001662130718277,91.29506041742486,91.79425051085408,84.61437743819027,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U100,r0/t2.4/t2.4_100.cif,156,18.695542401120075,17.655859964997894,28.556824569038803,92.82582100871443,91.15906324000157,85.44435735196113,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U120,r0/t2.4/t2.4_120.cif,156,18.697986588489957,17.919896168766044,28.119539516971454,90.14374705296335,92.48131993449083,85.47622542510247,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U140,r0/t2.4/t2.4_140.cif,156,18.727171198330748,18.555922008906084,27.152954349689498,88.92945891930037,94.05512244771593,85.77474698379629,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U160,r0/t2.4/t2.4_160.cif,156,18.69628488845851,18.24843676122433,27.65231426671198,89.75373236375141,93.88091160001052,85.53601146807097,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U180,r0/t2.4/t2.4_180.cif,156,18.699900282671013,18.18078871587823,27.747026989404592,90.11369819627599,93.51434312495681,85.28361015685441,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U200,r0/t2.4/t2.4_200.cif,156,18.701397285521498,18.187235924219273,27.71476074592143,89.44300671928175,92.96318149329024,85.47928869618289,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U220,r0/t2.4/t2.4_220.cif,156,18.76279247363823,19.19348884581053,26.13478347496563,87.60852019711284,88.26436168696043,86.64109141012845,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U240,r0/t2.4/t2.4_240.cif,156,18.702141937662443,18.046539814681985,27.96123861581332,89.51754073638199,94.06693489379768,85.52299903915066,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U260,r0/t2.4/t2.4_260.cif,156,18.772901851150902,18.688873531353167,26.875223406371948,87.28285628762767,91.67471584756487,85.46153121569188,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U280,r0/t2.4/t2.4_280.cif,156,18.714323017423432,18.448881453255204,27.286617135464247,88.00675012305067,91.77012027708807,85.72521187724092,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U300,r0/t2.4/t2.4_300.cif,156,18.690829408063113,18.124883979157005,27.83182895133032,89.4202974714009,92.88427511384043,85.28115355735585,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U320,r0/t2.4/t2.4_320.cif,156,18.647512335363686,18.072706580268697,27.95185744541869,88.2743666516829,91.83295846530437,85.69789748491993,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D2.4_U340,r0/t2.4/t2.4_340.cif,156,18.642652674074956,17.656680101477036,28.626070850895637,89.10052818999449,93.57533612110547,86.37039247986814,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U0,r0/t3.6/t3.6_0.cif,156,18.722178840035465,18.164758617282526,27.67482181639705,89.55379186492004,90.64031152032992,85.65228349073048,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U20,r0/t3.6/t3.6_20.cif,156,18.682246242416966,17.847632719774012,28.29041022421852,89.8213007794079,93.03166677248024,85.00609269500178,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U40,r0/t3.6/t3.6_40.cif,156,18.69999936468236,17.45792229149556,28.921745225334273,90.53392800529716,93.13372559451902,84.46554605343707,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U60,r0/t3.6/t3.6_60.cif,156,18.750571149863898,17.73040275465691,28.35362602258528,92.11673102757078,92.27837805038222,85.44732309308488,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U80,r0/t3.6/t3.6_80.cif,156,18.74431170101759,18.252409372728966,27.564380640516795,91.80881183466225,88.65231341607766,84.79721164741538,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U100,r0/t3.6/t3.6_100.cif,156,18.75504500486891,18.33214685400485,27.462876889612126,89.92633025593688,86.11567919865716,84.93680759722533,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U120,r0/t3.6/t3.6_120.cif,156,18.69301858531212,17.90578279377504,28.187439680476746,89.72456066468332,93.79025489422682,85.43604570402381,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U140,r0/t3.6/t3.6_140.cif,156,18.69620748450005,18.427962163008353,27.403290850816354,89.21873813131289,94.41694784840529,85.59986383871444,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U160,r0/t3.6/t3.6_160.cif,156,18.688392737558882,18.1530985218752,27.81425615191132,90.11269426563074,94.4349650258286,85.90684362656673,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U180,r0/t3.6/t3.6_180.cif,156,18.69754121569128,18.276825617147466,27.605784423764025,90.03625018754114,93.82373737958362,85.50648364977327,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U200,r0/t3.6/t3.6_200.cif,156,18.702920445582887,18.68830778258631,27.00805091144076,88.19494982312274,93.95412685985265,85.62892540158084,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U220,r0/t3.6/t3.6_220.cif,156,18.75260025126313,19.212499723416805,26.129220718783277,87.50649013908846,91.73049408442581,86.63325694657776,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U240,r0/t3.6/t3.6_240.cif,156,18.749557185155382,18.713476329382285,26.90953503217117,87.79106813504134,92.67728896516805,84.78795405449401,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U260,r0/t3.6/t3.6_260.cif,156,18.70161238724741,18.615040446577037,27.09085354435575,87.72425856712096,92.74944027561995,85.608032979188,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U280,r0/t3.6/t3.6_280.cif,156,18.71831531410245,18.518308321888824,27.173287326028838,87.65928561186254,90.14514996009657,85.6292404281026,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U300,r0/t3.6/t3.6_300.cif,156,18.74685780962231,18.7259180709498,26.881024548621372,86.90037477760379,89.37876835892864,84.7900064675592,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U320,r0/t3.6/t3.6_320.cif,156,18.69674685728838,18.110248833696524,27.824057853515413,88.78930173549267,89.7834142658197,85.02802337439422,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D3.6_U340,r0/t3.6/t3.6_340.cif,156,18.67141573563194,18.13475376754274,27.817737303082342,88.12715560314659,89.2952063457659,85.43123210925575,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U0,r0/t4.8/t4.8_0.cif,156,18.76329704371769,18.934892925247663,26.49555132968207,88.16868665211035,87.35763792743548,86.70287827467018,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U20,r0/t4.8/t4.8_20.cif,156,18.672904318826514,18.13098209056722,27.851360058058862,89.80781576183236,92.67746316031578,85.0581896546512,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U40,r0/t4.8/t4.8_40.cif,156,18.70167062758191,17.789193311425155,28.34263678942526,89.84535997911856,92.68418214297695,85.06288504729056,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U60,r0/t4.8/t4.8_60.cif,156,18.75933842541072,19.171995283606968,26.162199699031536,92.25602419218826,90.50175908125847,86.44237896057169,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U80,r0/t4.8/t4.8_80.cif,156,18.72855509319173,18.59228874131703,27.054897452050604,89.85735503864734,91.39027706503302,85.12375685816177,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U100,r0/t4.8/t4.8_100.cif,156,18.79036643635489,18.5563799021377,27.005290501638108,88.71066834608752,88.41224237489782,85.6660220604391,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U120,r0/t4.8/t4.8_120.cif,156,18.723921829207875,18.538292388721356,27.178196132643034,87.52196543895687,90.39897713057236,84.67473312507164,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U140,r0/t4.8/t4.8_140.cif,156,18.69205693829946,18.687848586245064,27.011845000117944,88.73648651720961,91.31231770147993,84.30225062839295,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U160,r0/t4.8/t4.8_160.cif,156,18.701195453631396,18.126676562217323,27.812089080358586,89.95507206342997,93.35963009332647,85.58251043772925,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U180,r0/t4.8/t4.8_180.cif,156,18.723687461527767,18.454986404048668,27.29613328903209,90.01024643855725,93.53183272141304,85.4023324923114,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U200,r0/t4.8/t4.8_200.cif,156,18.696483484957625,18.71194336372203,26.960598463936886,88.23419985929036,93.5112488597095,85.84322376701088,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U220,r0/t4.8/t4.8_220.cif,156,18.726695184929966,19.28198480580263,26.262041903484914,87.60959421811468,95.8807727756696,84.92910696887446,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U240,r0/t4.8/t4.8_240.cif,156,18.715297051008687,18.635313421638575,27.06520464334837,88.00559448549082,92.6533974004618,84.83138071038668,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U260,r0/t4.8/t4.8_260.cif,156,18.694267572206655,18.254372497539375,27.641227370963044,89.2141250902574,93.35210291756538,85.33953605751606,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U280,r0/t4.8/t4.8_280.cif,156,18.72563865767601,18.274868808388046,27.53542154988837,89.39608265814991,92.68701995026629,85.59428650777998,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U300,r0/t4.8/t4.8_300.cif,156,18.731063707493753,18.420726680528645,27.307712376385684,88.77826329203369,92.74137066782795,85.83803604530887,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U320,r0/t4.8/t4.8_320.cif,156,18.820767969424132,18.057134824395266,27.761263183378702,88.53139241900992,92.17431557120791,84.71440832248153,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D4.8_U340,r0/t4.8/t4.8_340.cif,156,18.701047678379272,18.065955293879167,28.006269638138985,88.79783724898229,95.1134707766141,84.94726759082354,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U0,r0/t6.0/t6.0_0.cif,156,18.705126114246173,18.087218494667578,27.874827687787917,89.85539203935089,92.89956480989585,85.08170927852434,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U20,r0/t6.0/t6.0_20.cif,156,18.675808291168384,18.416271748151214,27.450503577426005,89.18887891929957,92.59721583731792,84.32623385488225,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U40,r0/t6.0/t6.0_40.cif,156,18.679500382467708,18.018761157726587,28.030677832313394,89.83065165036896,93.22624457330338,85.0154934391153,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U60,r0/t6.0/t6.0_60.cif,156,18.70423489454882,18.178627521226275,27.751299454967643,89.83970358799289,93.75965103627362,85.30745094477714,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U80,r0/t6.0/t6.0_80.cif,156,18.81236389095953,19.01493465091354,26.411587194048444,89.76376862689861,94.50371773603902,85.10335372046494,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U100,r0/t6.0/t6.0_100.cif,156,18.736199250980526,18.563288518238636,27.200538083500287,89.0118968069864,94.8109742472809,84.69072462175012,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U120,r0/t6.0/t6.0_120.cif,156,18.635167676483274,18.092176920591612,28.002009090432207,88.95164576247151,94.2197724352965,85.51581895965704,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U140,r0/t6.0/t6.0_140.cif,156,18.68590147259765,18.53862062595274,27.520091812658706,93.1086115399579,98.84032447978316,85.61843178192544,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U160,r0/t6.0/t6.0_160.cif,156,18.70632207272793,18.255028696292637,27.609307076497306,89.65361895904705,93.00095647907067,85.3507641195985,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U180,r0/t6.0/t6.0_180.cif,156,18.70283610873967,18.2320332154103,27.64587149721844,89.92459188275046,93.61267557098506,85.87667646750755,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U200,r0/t6.0/t6.0_200.cif,156,18.702421352885096,18.587971053458926,27.144355028444917,88.91885343624793,93.76489320782375,85.45475527584783,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U220,r0/t6.0/t6.0_220.cif,156,18.725380767300834,18.609339808488627,27.17837557175277,89.09340773755028,95.76801866905251,84.97747474190125,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U240,r0/t6.0/t6.0_240.cif,156,18.720438914435938,18.566563463140888,27.235780579421835,88.55762793301247,95.33175129045286,84.95922824774637,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U260,r0/t6.0/t6.0_260.cif,156,18.701254869622545,18.04083473703883,27.993951972268498,89.55037175268609,94.3930872738602,85.25091257777026,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U280,r0/t6.0/t6.0_280.cif,156,18.708335372993393,18.07730040011623,27.903814494313497,89.84463211897665,94.31728130164556,85.73004807196901,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U300,r0/t6.0/t6.0_300.cif,156,18.732537052025503,18.155494739083064,27.766977114185977,89.38099342711679,94.18730757133282,85.18784416292358,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U320,r0/t6.0/t6.0_320.cif,156,18.761655683697782,18.610878065501947,27.214446641292888,85.22391881626291,95.73572512217675,85.35121772533795,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D6_U340,r0/t6.0/t6.0_340.cif,156,18.732611246271162,17.645679032823505,28.56137406327972,89.9330247516532,94.42194561085468,85.51183547554352,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U0,r0/t7.2/t7.2_0.cif,156,18.663639636512297,18.912968280500287,26.740652473136926,87.5098688676803,85.67216400536181,86.13484847970861,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U20,r0/t7.2/t7.2_20.cif,156,18.685790918336636,18.466969815341482,27.34698849149522,88.90052689933144,92.23851918772408,84.51397318016336,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U40,r0/t7.2/t7.2_40.cif,156,18.67500008746486,18.119561002794185,27.85813843599273,89.49540922369391,92.68221832014422,85.28316291508854,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U60,r0/t7.2/t7.2_60.cif,156,18.690487415370978,18.233962842177622,27.673459682898944,89.25128974620056,92.88440648170405,85.1268316561365,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U80,r0/t7.2/t7.2_80.cif,156,18.72024594881271,18.635890264343132,27.150741709104267,89.64577730296338,95.53903798133364,84.5295355705167,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U100,r0/t7.2/t7.2_100.cif,156,18.662899294697308,18.44194803163812,27.67734055520063,89.37879592829361,98.40331832519091,84.90470661152409,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U120,r0/t7.2/t7.2_120.cif,156,18.63541195639827,17.958680651990598,28.304890702013225,88.7641602384328,96.17476618535979,85.44866464232024,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U140,r0/t7.2/t7.2_140.cif,156,18.64797351871519,18.029137246009824,28.062445740961383,90.04102257532732,93.80633095389958,85.41418893646986,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U160,r0/t7.2/t7.2_160.cif,156,18.708412242377676,18.15112174421613,27.763416727060182,89.7536509202282,93.51020528072982,85.73436874598609,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U180,r0/t7.2/t7.2_180.cif,156,18.709424951697358,18.022962471585185,27.961072724047224,90.05587817153321,93.85681397392581,85.9669857241128,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U200,r0/t7.2/t7.2_200.cif,156,18.70816831885102,18.243944331560886,27.766878371322505,89.48837995103945,95.80954597150465,84.52162787687274,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U220,r0/t7.2/t7.2_220.cif,156,18.73217741409874,18.228755354020453,27.730928216867763,90.28454937315743,96.18483551453318,85.4090767189879,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U240,r0/t7.2/t7.2_240.cif,156,18.694147074972847,18.043911115536986,28.018298570253307,90.25541863123546,94.48786858223308,84.83486825771367,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U260,r0/t7.2/t7.2_260.cif,156,18.701909502471974,17.778154437656447,28.39896775889738,89.5459129429053,94.29498778071587,85.34514260083563,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U280,r0/t7.2/t7.2_280.cif,156,18.68652826525276,17.921566165711297,28.157859801226998,90.44163633898849,93.80123328767266,85.79606376140121,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U300,r0/t7.2/t7.2_300.cif,156,18.688950069180088,17.90084030014961,28.192699895067452,89.651031092525,93.33033349523622,85.30575654100349,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U320,r0/t7.2/t7.2_320.cif,156,18.743366422464234,17.665920159510012,28.45738409418399,88.70506384223879,92.94290482063867,85.96209197166405,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D7.2_U340,r0/t7.2/t7.2_340.cif,156,18.71201168243369,17.437696102497757,28.901107241175065,90.6412216342443,91.11762743784229,84.44201524320786,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D8.4_U0,r0/t8.4/t8.4_0.cif,156,18.760133899644256,18.646323622738684,26.93058488254999,89.33450906483532,89.68400681267214,84.98563328978699,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
L0_D8.4_U20,r0/t8.4/t8.4_20.cif,156,18.704667219230142,18.526215870123426,27.237901347299015,87.90088602302934,91.88045359449876,84.56906637129173,True,True,True,48,72,36,"[""C"", ""H"", ""O""]"
