atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path
0,C1,C,6,0.1526756946104455,0.24201229774826244,0.1929789262695375,2.921834994467652,4.387523433476891,5.39855499979248,L160_D6_U300,r160/t6.0/t6.0_300.cif
1,C2,C,6,0.1745994721018753,0.3137984832660284,0.2166176967353713,3.4025932107939454,5.681228552350799,6.059845872087163,L160_D6_U300,r160/t6.0/t6.0_300.cif
2,C3,C,6,0.12604158702092078,0.3136156412528818,0.2590041409862706,2.4306626440269223,5.687699210318951,7.245599959113808,L160_D6_U300,r160/t6.0/t6.0_300.cif
3,C4,C,6,0.08103791304688919,0.2616891286155289,0.16515333793607934,1.6541036773187618,4.734239664752923,4.620138558559174,L160_D6_U300,r160/t6.0/t6.0_300.cif
4,C5,C,6,0.0249804626737129,0.2995918179263471,0.1985801287859334,0.6121334206609416,5.422127460970743,5.55524775601346,L160_D6_U300,r160/t6.0/t6.0_300.cif
5,C6,C,6,0.13585449115158374,0.2324717688129413,0.2748511423148342,2.4695444353059894,4.235146690870535,7.688917319759418,L160_D6_U300,r160/t6.0/t6.0_300.cif
6,C7,C,6,0.28811136767963297,0.34364720114509195,0.19629169572757257,5.599367274169047,6.212213723347809,5.491229202445343,L160_D6_U300,r160/t6.0/t6.0_300.cif
7,C8,C,6,0.36912198980811584,0.3363976325091698,0.20986885596832827,7.082287278470161,6.0852375303688735,5.871048116964226,L160_D6_U300,r160/t6.0/t6.0_300.cif
8,C9,C,6,0.4084761636117031,0.3612979540874713,0.16629964493049068,7.920708161350762,6.52207175502256,4.652206315778079,L160_D6_U300,r160/t6.0/t6.0_300.cif
9,C10,C,6,0.38692673854487714,0.321136856759869,0.12013081599128402,7.527987276959281,5.790723250295541,3.360640614162595,L160_D6_U300,r160/t6.0/t6.0_300.cif
10,C11,C,6,0.3055616554597795,0.33724513431851,0.11218054052445464,6.043105824957957,6.077971386481088,3.1382329129650457,L160_D6_U300,r160/t6.0/t6.0_300.cif
11,C12,C,6,0.271105484333679,0.30520941985868844,0.0671444729630633,5.419503081905495,5.492700670748628,1.8783560320824306,L160_D6_U300,r160/t6.0/t6.0_300.cif
12,C13,C,6,0.007448827139031301,0.2932595873542053,0.4693459202174172,-0.13406296045425675,5.370785523976965,13.129878029702297,L160_D6_U300,r160/t6.0/t6.0_300.cif
13,C14,C,6,0.030275718813388714,0.30460536503300867,0.4184109610449047,0.3864232467074507,5.562676835764908,11.704980587165334,L160_D6_U300,r160/t6.0/t6.0_300.cif
14,C15,C,6,0.9724869281131902,0.36672581529812537,0.4030317107372289,18.113291077233942,6.673944857158155,11.274748487492442,L160_D6_U300,r160/t6.0/t6.0_300.cif
15,C16,C,6,0.9433724063989102,0.24579388437239477,0.46563642507037284,17.29478551167709,4.518118107846261,13.026105488524346,L160_D6_U300,r160/t6.0/t6.0_300.cif
16,C17,C,6,0.8833219919148088,0.2831409351356198,0.43050430655868643,16.280939166898353,5.180261017758172,12.043290018923997,L160_D6_U300,r160/t6.0/t6.0_300.cif
17,C18,C,6,0.9718916912162919,0.4167836541496281,0.44654510031392153,18.110815922755968,7.582288188988472,12.49202869211473,L160_D6_U300,r160/t6.0/t6.0_300.cif
18,C19,C,6,0.14998072252237743,0.26415254679330175,0.4083961710264991,2.578897162679261,4.8344111611796965,11.424818417280415,L160_D6_U300,r160/t6.0/t6.0_300.cif
19,C20,C,6,0.22745186684796634,0.2861136287084867,0.40658604836325557,4.062319169995242,5.228105716443072,11.37418052151224,L160_D6_U300,r160/t6.0/t6.0_300.cif
20,C21,C,6,0.278106957597639,0.21405559362863757,0.4063414350158829,4.9024168510630135,3.9349043495095835,11.367337501732814,L160_D6_U300,r160/t6.0/t6.0_300.cif
21,C22,C,6,0.26522334732935005,0.1593019230698189,0.4465703957064095,4.519449454619532,2.9615569110245907,12.492736326726588,L160_D6_U300,r160/t6.0/t6.0_300.cif
22,C23,C,6,0.18632194508486996,0.1427766184714374,0.440173951133072,3.029771381480854,2.6635240826208957,12.313796799495227,L160_D6_U300,r160/t6.0/t6.0_300.cif
23,C24,C,6,0.15991184497686753,0.0862627159504341,0.474308555877839,2.400565862686733,1.6571855882009814,13.268706978928073,L160_D6_U300,r160/t6.0/t6.0_300.cif
24,C25,C,6,0.651889629485832,0.24005903865915512,0.191566577339602,12.252107292843128,4.3521455323536316,5.3590447614232115,L160_D6_U300,r160/t6.0/t6.0_300.cif
25,C26,C,6,0.6754526072918846,0.31078702316332535,0.21553533778233597,12.761433337239998,5.626936220670391,6.029567051231264,L160_D6_U300,r160/t6.0/t6.0_300.cif
26,C27,C,6,0.6280047199848152,0.31058577876482774,0.2585083233900975,11.809336717862044,5.6332115781195755,7.231729540127919,L160_D6_U300,r160/t6.0/t6.0_300.cif
27,C28,C,6,0.5795722628325649,0.26140215503913533,0.164911341658576,10.972381644527047,4.729033993956734,4.6133687508962264,L160_D6_U300,r160/t6.0/t6.0_300.cif
28,C29,C,6,0.5251658767700055,0.2998687996146984,0.19936273715215544,9.960562281341243,5.427278198028403,5.577141101520246,L160_D6_U300,r160/t6.0/t6.0_300.cif
29,C30,C,6,0.636417970482618,0.2290865629807921,0.2735311218335184,11.822774099088258,4.1740924827645385,7.651989955165822,L160_D6_U300,r160/t6.0/t6.0_300.cif
30,C31,C,6,0.7884775615899203,0.34047314638915355,0.1943446704910798,14.950170515229184,6.154804551792048,5.436761478801213,L160_D6_U300,r160/t6.0/t6.0_300.cif
31,C32,C,6,0.8693034501309143,0.3340679382173087,0.20805701442878888,16.430688188076726,6.043012255101122,5.820362135903007,L160_D6_U300,r160/t6.0/t6.0_300.cif
32,C33,C,6,0.908337546065372,0.3598402014357375,0.16467988798269315,17.26413197606973,6.495538435892539,4.606893870849415,L160_D6_U300,r160/t6.0/t6.0_300.cif
33,C34,C,6,0.8874301872223408,0.32006602568905373,0.1182171758878035,16.884431301180285,5.771065966518605,3.3071068343444883,L160_D6_U300,r160/t6.0/t6.0_300.cif
34,C35,C,6,0.8059250598885637,0.3348120718469344,0.11018226592490532,15.395035592463719,6.033848184960546,3.0823314964793527,L160_D6_U300,r160/t6.0/t6.0_300.cif
35,C36,C,6,0.7717072317879853,0.3024473105411897,0.0651694449518024,14.775363690832839,5.442677781312127,1.8231049352345263,L160_D6_U300,r160/t6.0/t6.0_300.cif
36,C37,C,6,0.5086573589889265,0.2922654880272604,0.46991900273909254,9.231917008444173,5.3530773835119625,13.145909922782492,L160_D6_U300,r160/t6.0/t6.0_300.cif
37,C38,C,6,0.5303854834933017,0.3044022565871817,0.4188304729834169,9.733273210924466,5.559128393105133,11.716716367423352,L160_D6_U300,r160/t6.0/t6.0_300.cif
38,C39,C,6,0.47289074474180964,0.36729980239593674,0.4045126460071086,8.773720546384054,6.684586283860094,11.316177417894986,L160_D6_U300,r160/t6.0/t6.0_300.cif
39,C40,C,6,0.44410795737379644,0.24539097045760833,0.46651264596193043,7.9608773983909105,4.511089055342829,13.050617629650231,L160_D6_U300,r160/t6.0/t6.0_300.cif
40,C41,C,6,0.38367621807660446,0.2832351269038437,0.4318292074925097,6.9399644124957645,5.182256194389673,12.080353913406087,L160_D6_U300,r160/t6.0/t6.0_300.cif
