atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path
0,C1,C,6,0.1526521045832587,0.236561417364122,0.1778496955894897,3.0077467578859833,4.451804712939689,4.845198598541692,L180_D6_U20,r180/t6.0/t6.0_20.cif
1,C2,C,6,0.17862184791443525,0.28774768148939306,0.21709730623501347,3.525376917443398,5.415474245732493,5.914429937203818,L180_D6_U20,r180/t6.0/t6.0_20.cif
2,C3,C,6,0.1332964039168703,0.26442923616320785,0.2585398660948032,2.573806150543105,5.007854011355136,7.043458762848317,L180_D6_U20,r180/t6.0/t6.0_20.cif
3,C4,C,6,0.07962197513089589,0.27097614520272995,0.15680221911552775,1.7352774739954737,5.074621371275846,4.271797541112464,L180_D6_U20,r180/t6.0/t6.0_20.cif
4,C5,C,6,0.0274835443547369,0.2866819118248918,0.1989196458710994,0.7248476499569747,5.386223214171161,5.4192119148840305,L180_D6_U20,r180/t6.0/t6.0_20.cif
5,C6,C,6,0.1412578140227257,0.1823308310644056,0.2547469093842927,2.5820725705697862,3.4935123541754214,6.940126404155313,L180_D6_U20,r180/t6.0/t6.0_20.cif
6,C7,C,6,0.29040501385255013,0.3270793807431966,0.20344838741358146,5.706224624516837,6.1327812882837165,5.5425894225151895,L180_D6_U20,r180/t6.0/t6.0_20.cif
7,C8,C,6,0.3719349577939774,0.3151729394009762,0.21529333237778564,7.191620149309636,5.919720350587291,5.865283878359719,L180_D6_U20,r180/t6.0/t6.0_20.cif
8,C9,C,6,0.40926561109228893,0.3605233782365458,0.17836718370425245,8.02615641897298,6.735581725613344,4.859296641724165,L180_D6_U20,r180/t6.0/t6.0_20.cif
9,C10,C,6,0.3850529896753188,0.3480360473462263,0.12467367479878573,7.632138068500993,6.477141340963112,3.3965125012326283,L180_D6_U20,r180/t6.0/t6.0_20.cif
10,C11,C,6,0.3033879176943365,0.3667530692487036,0.1206745458416043,6.144521841779363,6.819811496897944,3.287563346416824,L180_D6_U20,r180/t6.0/t6.0_20.cif
11,C12,C,6,0.2654665245014095,0.36159061786053603,0.0701612835430065,5.502430145348829,6.697985501238964,1.9114193677290217,L180_D6_U20,r180/t6.0/t6.0_20.cif
12,C13,C,6,0.006614626653639201,0.2845021339427716,0.4671893551111271,-0.07382496060641049,5.488021202758983,12.72774294684709,L180_D6_U20,r180/t6.0/t6.0_20.cif
13,C14,C,6,0.039750573630799306,0.21059429771848823,0.4508300866131818,0.43871340581593277,4.117908696741389,12.282063776372896,L180_D6_U20,r180/t6.0/t6.0_20.cif
14,C15,C,6,0.9860747063352895,0.20061366866612185,0.4075542897569777,18.180928211292944,3.9111566712669013,11.103091669710228,L180_D6_U20,r180/t6.0/t6.0_20.cif
15,C16,C,6,0.9423074156685483,0.26998563972288747,0.49687493308043945,17.351485124578165,5.2363206383223755,13.536473714122648,L180_D6_U20,r180/t6.0/t6.0_20.cif
16,C17,C,6,0.8899470085623978,0.22502946840739657,0.4662706033868807,16.33846076066373,4.391989128283711,12.702713190389135,L180_D6_U20,r180/t6.0/t6.0_20.cif
17,C18,C,6,0.9773460176388185,0.27539471276837674,0.38307113417394484,18.187916282172953,5.275743263727149,10.436091646316319,L180_D6_U20,r180/t6.0/t6.0_20.cif
18,C19,C,6,0.16089792739485112,0.1867096867080001,0.4756588438206993,2.623962134743887,3.6910681317678584,12.958479101272136,L180_D6_U20,r180/t6.0/t6.0_20.cif
19,C20,C,6,0.23873494798415673,0.18800939070431977,0.4610983126085862,4.103664083907615,3.707305448961077,12.561803328569143,L180_D6_U20,r180/t6.0/t6.0_20.cif
20,C21,C,6,0.28887109136964767,0.17515547620374514,0.5077296955557228,4.947896627938622,3.495197932272623,13.832192409386211,L180_D6_U20,r180/t6.0/t6.0_20.cif
21,C22,C,6,0.26753422206372934,0.22645724714302284,0.5494028008329818,4.577517233723136,4.462278637180352,14.967502034837086,L180_D6_U20,r180/t6.0/t6.0_20.cif
22,C23,C,6,0.1899438496282949,0.21391167633121863,0.5596646850110012,3.0888670604516313,4.236606638506505,15.24706881549946,L180_D6_U20,r180/t6.0/t6.0_20.cif
23,C24,C,6,0.1560330572469618,0.2563092993442836,0.6013536246856618,2.467482301110484,5.039672419592152,16.382809820941425,L180_D6_U20,r180/t6.0/t6.0_20.cif
24,C25,C,6,0.6527239248888049,0.23645165384522682,0.17782589417968053,12.358125788512208,4.449770165010395,4.844550171469222,L180_D6_U20,r180/t6.0/t6.0_20.cif
25,C26,C,6,0.6778583431916847,0.2880162699241633,0.2171114448168803,12.86075381169336,5.42042939435169,5.914815117717169,L180_D6_U20,r180/t6.0/t6.0_20.cif
26,C27,C,6,0.6313917104618335,0.2651722369561281,0.2581383620668893,11.889316991396827,5.0213283774099295,7.032520499800358,L180_D6_U20,r180/t6.0/t6.0_20.cif
27,C28,C,6,0.5801167913833309,0.2707914533576542,0.15593541415283085,11.094703625960276,5.070760503560411,4.2481829817703884,L180_D6_U20,r180/t6.0/t6.0_20.cif
28,C29,C,6,0.5268459986598809,0.286941650037246,0.1973011281952575,10.065026180516618,5.3901514325170785,5.375118279813633,L180_D6_U20,r180/t6.0/t6.0_20.cif
29,C30,C,6,0.6394225513780795,0.1829499457125965,0.2546925029137885,11.898137409489069,3.5048882761280367,6.938644196644275,L180_D6_U20,r180/t6.0/t6.0_20.cif
30,C31,C,6,0.79035717266471,0.32646932430212044,0.20413198412341585,15.052407720729551,6.121905155970831,5.561212798897584,L180_D6_U20,r180/t6.0/t6.0_20.cif
31,C32,C,6,0.8717535201324501,0.31385562534831524,0.21644831118377292,16.533333819555583,5.896065252472239,5.896749221460625,L180_D6_U20,r180/t6.0/t6.0_20.cif
32,C33,C,6,0.9095907654946173,0.35961525725020127,0.18006401526758606,17.377254669154812,6.719751087511824,4.905523799355079,L180_D6_U20,r180/t6.0/t6.0_20.cif
33,C34,C,6,0.8866237773600991,0.3471344813162549,0.1261977093814466,17.00679993208832,6.461340018273568,3.438032112495173,L180_D6_U20,r180/t6.0/t6.0_20.cif
34,C35,C,6,0.8048822472436697,0.3650845501811233,0.121276765353787,15.51777733726996,6.78939436555952,3.303969745802388,L180_D6_U20,r180/t6.0/t6.0_20.cif
35,C36,C,6,0.7691676463796223,0.35803762117198695,0.07028569167480442,14.914311091244217,6.632601580911293,1.9148086459835416,L180_D6_U20,r180/t6.0/t6.0_20.cif
