atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path
0,C1,C,6,0.1525304875976743,0.255273432099438,0.20599277137406508,2.9274081957545026,4.804448341858606,5.654376384827027,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
1,C2,C,6,0.17300015555402423,0.333743095685678,0.21318665690254474,3.412253297829859,6.240530179654891,5.851844170594705,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
2,C3,C,6,0.1228745508213524,0.35378773288650395,0.2539881409174186,2.4426275295341617,6.635678608773155,6.971820110238998,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
3,C4,C,6,0.081861558215373,0.26081104230856295,0.17532062580763366,1.654234134534121,4.883138919611508,4.812444629620581,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
4,C5,C,6,0.02450520585230591,0.3118584388933119,0.19978686013615174,0.6164030010078247,5.8317387241059375,5.484027892907044,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
5,C6,C,6,0.1324603247267393,0.2854228551904575,0.28678595607632756,2.4784217713332466,5.412908628704823,7.872100203911281,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
6,C7,C,6,0.286778140097066,0.35187889125227795,0.1869910713949497,5.608525313049476,6.552194833337095,5.1327912684329595,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
7,C8,C,6,0.3664866773577108,0.35424979697534964,0.20195269879228087,7.084856595580597,6.606297547291993,5.543478847757899,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
8,C9,C,6,0.4087343780120846,0.3553210248132146,0.1553271190919129,7.945084835554874,6.591954840545695,4.2636350210641645,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
9,C10,C,6,0.3915884435152511,0.2936828148609121,0.12056265504514899,7.5858569176563195,5.442754626354182,3.309371610625196,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
10,C11,C,6,0.3106407641509459,0.3028549918990653,0.10860814633587079,6.098378102442157,5.60131909110776,2.981227611750573,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
11,C12,C,6,0.2801095147708135,0.24803959639974651,0.07382515387592249,5.497915456128209,4.576516025977301,2.0264556076300915,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
12,C13,C,6,0.878930963749982,0.2977808469291914,0.4666304721456333,16.233495878331777,5.7689172195195075,12.808722871880095,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
13,C14,C,6,0.9089518012795798,0.23533040259451246,0.43575647132038825,16.751824325677372,4.607732949789548,11.961250312494087,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
14,C15,C,6,0.8533561200165137,0.24538396634446633,0.39274527331706727,15.78528972876855,4.759804692516739,10.780619066791466,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
15,C16,C,6,0.8153872485534317,0.27002661261587885,0.49215630710076935,14.966310066738192,5.281378533283368,13.50939152840891,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
16,C17,C,6,0.760267898522075,0.24191623524092454,0.45396135999061343,13.947655187873174,4.741049154339539,12.460963442710687,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
17,C18,C,6,0.8462492843224355,0.3281310361633942,0.3847659324062449,15.780900459310633,6.2628587233359525,10.561591008128634,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
18,C19,C,6,0.030063750854632,0.20217852333836783,0.45363312606744927,0.20203658092497556,4.016213362171658,12.451953620999669,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
19,C20,C,6,0.1072293239552796,0.2133985486329139,0.4408755581379055,1.682881027671927,4.211535850149443,12.101766134577412,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
20,C21,C,6,0.1574837590612952,0.1757714184980766,0.48165332933032534,2.5133379772324793,3.5550512022491843,13.221091171656495,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
21,C22,C,6,0.1387534577612551,0.20107477480614602,0.5327100731727072,2.125105801151172,4.053540747683592,14.622567761066923,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
22,C23,C,6,0.0612267957339508,0.1836107466424743,0.5389006285034915,0.6380183655729321,3.739590698040562,14.792494742668564,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
23,C24,C,6,0.029769965904848098,0.20171668992645672,0.587499137922923,0.004491691044298185,4.105052974276771,16.126494291128566,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
24,C25,C,6,0.6503517759592764,0.2533931024181739,0.20581588279849722,12.258024578147715,4.770032950923114,5.649520900929389,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
25,C26,C,6,0.6730427551724774,0.33098269827774734,0.21344197627782627,12.782647323821022,6.190381216155545,5.858852532279199,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
26,C27,C,6,0.6246242403353134,0.3514291755695472,0.25506671095383415,11.844419018949619,6.593455134688358,7.001426202251884,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
27,C28,C,6,0.5791759506648414,0.2614560449235786,0.17583425603754882,10.97794427915445,4.8952734000741875,4.826543467279751,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
28,C29,C,6,0.5238055256136319,0.3141002184153791,0.2011898082070665,9.978339667824041,5.873635770885789,5.52253796483046,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
29,C30,C,6,0.6335863192804998,0.28239137912381285,0.28721265975326293,11.86849726854795,5.357941201355434,7.883812960519623,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
30,C31,C,6,0.7871769486629528,0.3456734682434474,0.18647650347132239,14.981808712070585,6.43866818525422,5.118666691651262,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
31,C32,C,6,0.8670754691255202,0.3476070319422618,0.20127963179847588,16.461307646021012,6.484681027850023,5.525003567825544,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
32,C33,C,6,0.908280377185888,0.34884127502185225,0.15420499624216819,17.30285921988608,6.472984559129061,4.23283343079404,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
33,C34,C,6,0.8908183788453532,0.28680317967930496,0.11976975214913628,16.93666759997386,5.316731830882376,3.2876069080059285,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
34,C35,C,6,0.8097683802744996,0.2962800748107132,0.108430354983002,15.44682361136483,5.481299589620583,2.9763473471646753,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
35,C36,C,6,0.7774965053070088,0.24335933256408962,0.0731006993948694,14.81719869911389,4.490647399059368,2.006569772402844,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
36,C37,C,6,0.3793459445925441,0.2976895657085216,0.46680296710543956,6.867021537507357,5.767378079028296,12.81345775369524,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
37,C38,C,6,0.4091426877513372,0.2352743215909231,0.4358476326829863,7.381314955374942,4.606776574394019,11.963752636495288,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
38,C39,C,6,0.3536048944262964,0.24566017049034866,0.3928473606268033,6.416321608880429,4.764915309011736,10.783421301401505,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
39,C40,C,6,0.3154573905984526,0.27014183258486985,0.492126093578757,5.593953655043447,5.283457560060294,13.50856218559154,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
40,C41,C,6,0.2603696354495166,0.2420501459004847,0.45388147663464307,4.575988646941389,4.743432908689272,12.458770693137357,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
41,C42,C,6,0.3466851958459626,0.32847758927165593,0.3850141618437908,6.4153316522959605,6.269358298171006,10.5684047553311,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
42,C43,C,6,0.5301618545216037,0.20216424079518605,0.45379798981587705,9.577497976733829,4.016072709585594,12.456479030700242,L140_D3.6_U0,r140/t3.6/t3.6_0.cif
