atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path
0,C1,C,6,0.15121593311825998,0.24187199418184918,0.20403216384952813,2.9524349906295324,4.235922957051788,5.779234990378631,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
1,C2,C,6,0.17567731232084133,0.3119070593437668,0.23030401850005086,3.4755703072443107,5.467997488955945,6.523388357150826,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
2,C3,C,6,0.1258355740866157,0.31010349503884566,0.271948659184478,2.4989231556752847,5.429115529980156,7.7029776927944065,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
3,C4,C,6,0.08133495399643383,0.26657086041965666,0.17749341342341451,1.6974767593776259,4.676483276643194,5.027521769434538,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
4,C5,C,6,0.026218950464730308,0.30218548922390914,0.21270132235185465,0.6753788759725431,5.299332024812855,6.024789922544782,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
5,C6,C,6,0.1313130081387827,0.22666765839468933,0.2843379837262392,2.4842183406749396,3.9539070038987947,8.05390676470146,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
6,C7,C,6,0.2902821797540737,0.3401191703602455,0.21109727375773543,5.6798292279450715,5.969347183181752,5.979355057832774,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
7,C8,C,6,0.3702406286135348,0.33348217248909756,0.22485039460776038,7.158806929228425,5.849842053710753,6.368913820254114,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
8,C9,C,6,0.41061771444731043,0.3609711491413668,0.18243820423072657,7.99116465419013,6.342346559612939,5.167583549472297,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
9,C10,C,6,0.3917786020695731,0.32002364978936737,0.1361302614452614,7.629252802852747,5.627218627961644,3.855905634437378,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
10,C11,C,6,0.3109673655006767,0.33445732130617034,0.127923837465634,6.138950529667947,5.883441636175039,3.62345771194256,L160_D7.2_U240,r160/t7.2/t7.2_240.cif
