atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path
0,C1,C,6,0.1520990730122675,0.2979782314285261,0.2480420125769862,2.9008207448733945,5.275138749770319,6.893877958837677,L100_D0_U100,r100/t0/t0_100.cif
1,C2,C,6,0.1718125897332505,0.3632814083050291,0.21925319986210165,3.4251465712364313,6.464783119778596,6.093745112896309,L100_D0_U100,r100/t0/t0_100.cif
2,C3,C,6,0.11720959803593387,0.4228071843144228,0.23882548421552763,2.465727397184792,7.530679178877621,6.637721265590637,L100_D0_U100,r100/t0/t0_100.cif
3,C4,C,6,0.08405523513861471,0.27082614682307143,0.22310325118604418,1.6263978592923334,4.795406308690611,6.2007503080516395,L100_D0_U100,r100/t0/t0_100.cif
4,C5,C,6,0.024000414480439096,0.3361477288329524,0.2171978627241604,0.6182921734026614,5.976142266751288,6.036620744141093,L100_D0_U100,r100/t0/t0_100.cif
5,C6,C,6,0.12283033600029816,0.40715143785948277,0.2923405283114636,2.453229323209447,7.226651889059693,8.125074876079077,L100_D0_U100,r100/t0/t0_100.cif
6,C7,C,6,0.2876898491167648,0.3488464417478208,0.19259581172327145,5.6165870540131,6.215151742438366,5.352851348081271,L100_D0_U100,r100/t0/t0_100.cif
7,C8,C,6,0.3665643932727516,0.3644277454545788,0.20267250388774882,7.100647172292049,6.492157521758721,5.632914734476839,L100_D0_U100,r100/t0/t0_100.cif
8,C9,C,6,0.41162710068724107,0.3177043814912933,0.1666627674702507,7.930594665758425,5.663844690652622,4.632089408101554,L100_D0_U100,r100/t0/t0_100.cif
9,C10,C,6,0.3979657323425526,0.23531676584977282,0.1659001231468787,7.542899725569389,4.177943130456189,4.610893092055315,L100_D0_U100,r100/t0/t0_100.cif
10,C11,C,6,0.317466951638615,0.2319251888843662,0.15377819812278062,6.0516955207770105,4.121656564383192,4.273986166998112,L100_D0_U100,r100/t0/t0_100.cif
11,C12,C,6,0.2901738464409607,0.1551725455935765,0.14961005323983917,5.423861488244348,2.738780747851346,4.158140138177355,L100_D0_U100,r100/t0/t0_100.cif
12,C13,C,6,0.6851707832129472,0.2255432222218704,0.38314533252824334,12.527544236872057,3.913911322411537,10.648829750678532,L100_D0_U100,r100/t0/t0_100.cif
13,C14,C,6,0.7200416138933736,0.1880168598347549,0.42839577280409935,13.041371597134729,3.218692145958129,11.906483684399145,L100_D0_U100,r100/t0/t0_100.cif
14,C15,C,6,0.6741297223122831,0.12203793344560518,0.42824500382960085,12.075563769795297,2.0285437012581076,11.902293334146083,L100_D0_U100,r100/t0/t0_100.cif
15,C16,C,6,0.6150775126675435,0.267420658321729,0.3974699217009396,11.25870295905406,4.663563881354931,11.046955731600434,L100_D0_U100,r100/t0/t0_100.cif
16,C17,C,6,0.5676826504923713,0.21451256470432645,0.4218078349691213,10.244025309248523,3.6993146176303338,11.723383898347167,L100_D0_U100,r100/t0/t0_100.cif
