atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path
0,C1,C,6,0.1441949448353872,0.2911922096406598,0.16799812954405666,2.838601427853146,5.452484170003445,4.539650049029941,L260_D6_U260,r260/t6.0/t6.0_260.cif
1,C2,C,6,0.17818906801168188,0.24372506801601154,0.21051695044062477,3.3549574333111165,4.585050599006797,5.688594789615174,L260_D6_U260,r260/t6.0/t6.0_260.cif
2,C3,C,6,0.1304823554386985,0.18029909309685105,0.20385420366018256,2.3898028451954505,3.4065701716909764,5.508553863977508,L260_D6_U260,r260/t6.0/t6.0_260.cif
3,C4,C,6,0.07527752912477889,0.32786959368036517,0.18660775226154797,1.5693833979272367,6.1384769385977656,5.042519782825003,L260_D6_U260,r260/t6.0/t6.0_260.cif
4,C5,C,6,0.026298949749759604,0.2705656880859566,0.2063605858114138,0.5514439204285599,5.081627279832786,5.5762813909839375,L260_D6_U260,r260/t6.0/t6.0_260.cif
5,C6,C,6,0.1269702502986438,0.17109222928749296,0.1480317953519298,2.3900557215632725,3.218730273167049,4.000119220679457,L260_D6_U260,r260/t6.0/t6.0_260.cif
6,C7,C,6,0.2953916345004731,0.2698268328565476,0.23295828291463544,5.55140118765525,5.076055331717513,6.295005089196655,L260_D6_U260,r260/t6.0/t6.0_260.cif
7,C8,C,6,0.3754880044650588,0.24895675073655535,0.22785731505658657,7.031339387345688,4.687391369524106,6.15716659629356,L260_D6_U260,r260/t6.0/t6.0_260.cif
8,C9,C,6,0.41884197443430093,0.310027124677036,0.2494648381269785,7.8911534439383155,5.826748969548594,6.741045675376976,L260_D6_U260,r260/t6.0/t6.0_260.cif
9,C10,C,6,0.39232516751552166,0.38538770621662316,0.22960134363687026,7.518953574014885,7.218485208693944,6.204293784265722,L260_D6_U260,r260/t6.0/t6.0_260.cif
10,C11,C,6,0.31308220248307705,0.3958109300162074,0.24094271059339428,6.032908878407076,7.415285913202688,6.510760512198838,L260_D6_U260,r260/t6.0/t6.0_260.cif
11,C12,C,6,0.2744687475059258,0.46811164126561966,0.22616132402096084,5.423230407995414,8.75182071138639,6.111337480166326,L260_D6_U260,r260/t6.0/t6.0_260.cif
12,C13,C,6,0.012791492420709902,0.24815226989000383,0.480384278122825,-0.11209247625847807,4.749682644055477,12.980957095487172,L260_D6_U260,r260/t6.0/t6.0_260.cif
13,C14,C,6,0.0332310541492282,0.3067269350864347,0.44483286558925517,0.3951852266862758,5.825272120424821,12.020285854151831,L260_D6_U260,r260/t6.0/t6.0_260.cif
