structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy,tsne_1,tsne_2
L180_D0_U240,r180/t0/t0_240.cif,180.0,0.0,240.0,-936.45849609375,0.18132999539375305,30.970808,27.778004
L180_D0_U260,r180/t0/t0_260.cif,180.0,0.0,260.0,-936.4896850585938,0.15008999407291412,45.83828,7.0423784
L180_D0_U280,r180/t0/t0_280.cif,180.0,0.0,280.0,-936.2924194335938,0.3474000096321106,55.415848,6.5608177
L180_D0_U300,r180/t0/t0_300.cif,180.0,0.0,300.0,-936.8694458007812,-0.2296600043773651,44.840446,-30.886177
L180_D0_U320,r180/t0/t0_320.cif,180.0,0.0,320.0,-936.8843994140625,-0.244609996676445,43.30086,-32.36782
L180_D0_U340,r180/t0/t0_340.cif,180.0,0.0,340.0,-936.8853759765625,-0.24557000398635864,41.748295,-34.67664
L180_D0_U40,r180/t0/t0_40.cif,180.0,0.0,40.0,-936.1008911132812,0.5389000177383423,-2.2606678,62.61933
L180_D0_U60,r180/t0/t0_60.cif,180.0,0.0,60.0,-936.1923828125,0.4474300146102905,13.869303,51.308483
L180_D0_U80,r180/t0/t0_80.cif,180.0,0.0,80.0,-936.2715454101562,0.36827999353408813,16.110079,52.785473
L180_D1.2_U0,r180/t1.2/t1.2_0.cif,180.0,1.2000000476837158,0.0,-936.2460327148438,0.39375999569892883,9.99785,20.536312
L180_D1.2_U100,r180/t1.2/t1.2_100.cif,180.0,1.2000000476837158,100.0,-936.3775634765625,0.2622399926185608,48.235718,0.8929649
L180_D1.2_U120,r180/t1.2/t1.2_120.cif,180.0,1.2000000476837158,120.0,-936.5043334960938,0.13547000288963318,40.099415,2.191483
L180_D1.2_U140,r180/t1.2/t1.2_140.cif,180.0,1.2000000476837158,140.0,-936.3448486328125,0.294950008392334,22.648096,17.82849
L180_D1.2_U160,r180/t1.2/t1.2_160.cif,180.0,1.2000000476837158,160.0,-936.203125,0.43669000267982483,11.575281,25.896322
L180_D1.2_U180,r180/t1.2/t1.2_180.cif,180.0,1.2000000476837158,180.0,-936.15234375,0.48743999004364014,7.9334145,27.42502
L180_D1.2_U20,r180/t1.2/t1.2_20.cif,180.0,1.2000000476837158,20.0,-936.113525390625,0.5262600183486938,-1.7747346,36.378616
L180_D1.2_U200,r180/t1.2/t1.2_200.cif,180.0,1.2000000476837158,200.0,-936.1195068359375,0.5203099846839905,14.266817,37.049526
L180_D1.2_U220,r180/t1.2/t1.2_220.cif,180.0,1.2000000476837158,220.0,-936.3292846679688,0.3105199933052063,18.68268,32.248962
L180_D1.2_U240,r180/t1.2/t1.2_240.cif,180.0,1.2000000476837158,240.0,-936.3832397460938,0.2565400004386902,31.123549,27.549107
L180_D1.2_U260,r180/t1.2/t1.2_260.cif,180.0,1.2000000476837158,260.0,-936.619873046875,0.019899999722838402,45.349148,-18.597124
L180_D1.2_U280,r180/t1.2/t1.2_280.cif,180.0,1.2000000476837158,280.0,-936.80029296875,-0.16052000224590302,39.374504,-22.890314
L180_D1.2_U300,r180/t1.2/t1.2_300.cif,180.0,1.2000000476837158,300.0,-937.0496215820312,-0.40981999039649963,45.190517,-31.39603
L180_D1.2_U320,r180/t1.2/t1.2_320.cif,180.0,1.2000000476837158,320.0,-936.9707641601562,-0.3309600055217743,43.30649,-32.280632
L180_D1.2_U340,r180/t1.2/t1.2_340.cif,180.0,1.2000000476837158,340.0,-936.93212890625,-0.2923099994659424,42.596416,-34.36824
L180_D1.2_U40,r180/t1.2/t1.2_40.cif,180.0,1.2000000476837158,40.0,-936.10107421875,0.5387300252914429,-3.4094994,62.666225
L180_D1.2_U60,r180/t1.2/t1.2_60.cif,180.0,1.2000000476837158,60.0,-936.1634521484375,0.4763599932193756,13.534906,51.943233
L180_D1.2_U80,r180/t1.2/t1.2_80.cif,180.0,1.2000000476837158,80.0,-936.2705078125,0.36928999423980713,16.047026,52.627743
L180_D2.4_U0,r180/t2.4/t2.4_0.cif,180.0,2.4000000953674316,0.0,-936.3716430664062,0.26815998554229736,11.2298765,19.388245
L180_D2.4_U100,r180/t2.4/t2.4_100.cif,180.0,2.4000000953674316,100.0,-936.4486694335938,0.19113999605178833,49.924774,-1.2104228
L180_D2.4_U120,r180/t2.4/t2.4_120.cif,180.0,2.4000000953674316,120.0,-936.4388427734375,0.20095999538898468,40.287994,2.082978
L180_D2.4_U140,r180/t2.4/t2.4_140.cif,180.0,2.4000000953674316,140.0,-936.265380859375,0.3744400143623352,22.04419,18.174795
L180_D2.4_U160,r180/t2.4/t2.4_160.cif,180.0,2.4000000953674316,160.0,-936.121826171875,0.5180000066757202,11.599619,25.890957
L180_D2.4_U180,r180/t2.4/t2.4_180.cif,180.0,2.4000000953674316,180.0,-936.0197143554688,0.6201000213623047,7.9379873,27.77252
L180_D2.4_U20,r180/t2.4/t2.4_20.cif,180.0,2.4000000953674316,20.0,-936.2080078125,0.4318099915981293,-1.3498286,35.348614
L180_D2.4_U200,r180/t2.4/t2.4_200.cif,180.0,2.4000000953674316,200.0,-935.9905395507812,0.6492300033569336,13.953943,37.831806
L180_D2.4_U220,r180/t2.4/t2.4_220.cif,180.0,2.4000000953674316,220.0,-936.0698852539062,0.569890022277832,15.636816,36.943
L180_D2.4_U240,r180/t2.4/t2.4_240.cif,180.0,2.4000000953674316,240.0,-936.2911376953125,0.34863999485969543,24.668545,14.326414
L180_D2.4_U260,r180/t2.4/t2.4_260.cif,180.0,2.4000000953674316,260.0,-936.3720092773438,0.267769992351532,44.72559,8.085156
L180_D2.4_U280,r180/t2.4/t2.4_280.cif,180.0,2.4000000953674316,280.0,-936.7471313476562,-0.10732000321149826,39.30868,-22.538664
L180_D2.4_U300,r180/t2.4/t2.4_300.cif,180.0,2.4000000953674316,300.0,-936.9486694335938,-0.30886000394821167,45.189358,-31.515675
L180_D2.4_U320,r180/t2.4/t2.4_320.cif,180.0,2.4000000953674316,320.0,-937.036376953125,-0.3965499997138977,43.180183,-33.29753
L180_D2.4_U340,r180/t2.4/t2.4_340.cif,180.0,2.4000000953674316,340.0,-936.501953125,0.13785000145435333,23.672348,8.181764
L180_D2.4_U40,r180/t2.4/t2.4_40.cif,180.0,2.4000000953674316,40.0,-936.1030883789062,0.5367000102996826,-4.464362,62.58639
L180_D2.4_U60,r180/t2.4/t2.4_60.cif,180.0,2.4000000953674316,60.0,-936.10107421875,0.5387499928474426,12.885706,51.835545
L180_D2.4_U80,r180/t2.4/t2.4_80.cif,180.0,2.4000000953674316,80.0,-936.2072143554688,0.43257999420166016,15.908181,52.43314
L180_D3.6_U0,r180/t3.6/t3.6_0.cif,180.0,3.5999999046325684,0.0,-936.3422241210938,0.29760000109672546,9.352568,20.880415
L180_D3.6_U100,r180/t3.6/t3.6_100.cif,180.0,3.5999999046325684,100.0,-936.4277954101562,0.21199999749660492,49.766903,-1.2330753
L180_D3.6_U120,r180/t3.6/t3.6_120.cif,180.0,3.5999999046325684,120.0,-936.3773803710938,0.2624399960041046,39.571526,2.9758475
L180_D3.6_U140,r180/t3.6/t3.6_140.cif,180.0,3.5999999046325684,140.0,-936.293701171875,0.3461099863052368,21.616306,17.91679
L180_D3.6_U160,r180/t3.6/t3.6_160.cif,180.0,3.5999999046325684,160.0,-936.1776123046875,0.46215999126434326,12.690866,25.03633
L180_D3.6_U180,r180/t3.6/t3.6_180.cif,180.0,3.5999999046325684,180.0,-936.0895385742188,0.5502399802207947,7.7109795,27.2024
L180_D3.6_U20,r180/t3.6/t3.6_20.cif,180.0,3.5999999046325684,20.0,-936.2081298828125,0.4316500127315521,-2.2532523,35.65308
L180_D3.6_U200,r180/t3.6/t3.6_200.cif,180.0,3.5999999046325684,200.0,-936.0374755859375,0.6023499965667725,14.031265,37.604748
L180_D3.6_U220,r180/t3.6/t3.6_220.cif,180.0,3.5999999046325684,220.0,-936.1162719726562,0.5235000252723694,16.03704,36.496292
L180_D3.6_U240,r180/t3.6/t3.6_240.cif,180.0,3.5999999046325684,240.0,-936.222412109375,0.4174000024795532,28.146645,30.39374
L180_D3.6_U260,r180/t3.6/t3.6_260.cif,180.0,3.5999999046325684,260.0,-936.232666015625,0.407150000333786,43.525402,9.667208
L180_D3.6_U280,r180/t3.6/t3.6_280.cif,180.0,3.5999999046325684,280.0,-936.2950439453125,0.34477999806404114,54.364918,7.955687
L180_D3.6_U300,r180/t3.6/t3.6_300.cif,180.0,3.5999999046325684,300.0,-936.3172607421875,0.322519987821579,46.99803,-1.915118
L180_D3.6_U320,r180/t3.6/t3.6_320.cif,180.0,3.5999999046325684,320.0,-936.2733764648438,0.3664500117301941,25.75441,12.616992
L180_D3.6_U340,r180/t3.6/t3.6_340.cif,180.0,3.5999999046325684,340.0,-936.4124755859375,0.22732999920845032,15.365647,16.242992
L180_D3.6_U40,r180/t3.6/t3.6_40.cif,180.0,3.5999999046325684,40.0,-936.099853515625,0.5399600267410278,-5.0496316,62.702026
L180_D3.6_U60,r180/t3.6/t3.6_60.cif,180.0,3.5999999046325684,60.0,-936.069091796875,0.5707299709320068,12.381986,51.13185
L180_D3.6_U80,r180/t3.6/t3.6_80.cif,180.0,3.5999999046325684,80.0,-936.1243896484375,0.5153800249099731,15.317478,52.024525
L180_D4.8_U0,r180/t4.8/t4.8_0.cif,180.0,4.800000190734863,0.0,-936.3577270507812,0.28207001090049744,9.3329525,20.921373
L180_D4.8_U100,r180/t4.8/t4.8_100.cif,180.0,4.800000190734863,100.0,-936.3203735351562,0.3194099962711334,51.58402,1.8772999
L180_D4.8_U120,r180/t4.8/t4.8_120.cif,180.0,4.800000190734863,120.0,-936.27197265625,0.3677999973297119,39.317368,3.1768713
L180_D4.8_U140,r180/t4.8/t4.8_140.cif,180.0,4.800000190734863,140.0,-936.2964477539062,0.3433600068092346,21.794462,17.696222
L180_D4.8_U160,r180/t4.8/t4.8_160.cif,180.0,4.800000190734863,160.0,-936.462158203125,0.1776600033044815,16.906927,19.490995
L180_D4.8_U180,r180/t4.8/t4.8_180.cif,180.0,4.800000190734863,180.0,-936.124267578125,0.51555997133255,7.631823,27.041246
L180_D4.8_U20,r180/t4.8/t4.8_20.cif,180.0,4.800000190734863,20.0,-936.2076416015625,0.43213000893592834,-2.6206717,35.977127
L180_D4.8_U200,r180/t4.8/t4.8_200.cif,180.0,4.800000190734863,200.0,-936.0953979492188,0.5443800091743469,14.055283,37.274574
L180_D4.8_U220,r180/t4.8/t4.8_220.cif,180.0,4.800000190734863,220.0,-936.2166137695312,0.42318999767303467,16.560034,35.99678
L180_D4.8_U240,r180/t4.8/t4.8_240.cif,180.0,4.800000190734863,240.0,-936.283203125,0.35657998919487,28.23346,30.289484
L180_D4.8_U260,r180/t4.8/t4.8_260.cif,180.0,4.800000190734863,260.0,-936.2115478515625,0.4282299876213074,43.49088,9.64793
L180_D4.8_U280,r180/t4.8/t4.8_280.cif,180.0,4.800000190734863,280.0,-936.2783203125,0.36149001121520996,54.34629,8.091043
L180_D4.8_U300,r180/t4.8/t4.8_300.cif,180.0,4.800000190734863,300.0,-936.3367919921875,0.3030099868774414,47.034668,-2.0722826
L180_D4.8_U320,r180/t4.8/t4.8_320.cif,180.0,4.800000190734863,320.0,-936.2782592773438,0.3615399897098541,24.808855,11.27686
L180_D4.8_U340,r180/t4.8/t4.8_340.cif,180.0,4.800000190734863,340.0,-936.1007690429688,0.5390599966049194,15.356693,16.293116
L180_D4.8_U40,r180/t4.8/t4.8_40.cif,180.0,4.800000190734863,40.0,-936.1088256835938,0.5309600234031677,-5.033893,62.731415
L180_D4.8_U60,r180/t4.8/t4.8_60.cif,180.0,4.800000190734863,60.0,-936.1599731445312,0.4798400104045868,12.613196,51.472893
L180_D4.8_U80,r180/t4.8/t4.8_80.cif,180.0,4.800000190734863,80.0,-936.1371459960938,0.5026699900627136,12.759193,50.295765
L180_D6_U0,r180/t6.0/t6.0_0.cif,180.0,6.0,0.0,-936.3521728515625,0.28762000799179077,8.837148,21.435232
L180_D6_U100,r180/t6.0/t6.0_100.cif,180.0,6.0,100.0,-936.4277954101562,0.21202999353408813,51.858788,1.4602702
L180_D6_U120,r180/t6.0/t6.0_120.cif,180.0,6.0,120.0,-936.361083984375,0.27873000502586365,41.669033,2.6422982
L180_D6_U140,r180/t6.0/t6.0_140.cif,180.0,6.0,140.0,-936.1339111328125,0.50586998462677,21.54629,17.282948
L180_D6_U160,r180/t6.0/t6.0_160.cif,180.0,6.0,160.0,-936.1085815429688,0.531220018863678,13.570038,24.635225
L180_D6_U180,r180/t6.0/t6.0_180.cif,180.0,6.0,180.0,-936.1885986328125,0.451200008392334,8.369078,25.869553
L180_D6_U20,r180/t6.0/t6.0_20.cif,180.0,6.0,20.0,-936.2349243164062,0.4048599898815155,-2.35523,36.591125
L180_D6_U200,r180/t6.0/t6.0_200.cif,180.0,6.0,200.0,-936.2015991210938,0.4381900131702423,14.081761,35.16574
L180_D6_U220,r180/t6.0/t6.0_220.cif,180.0,6.0,220.0,-936.289794921875,0.35003000497817993,16.29707,35.679516
L180_D6_U240,r180/t6.0/t6.0_240.cif,180.0,6.0,240.0,-936.3121337890625,0.3276599943637848,28.617558,29.777203
L180_D6_U260,r180/t6.0/t6.0_260.cif,180.0,6.0,260.0,-936.305419921875,0.3343900144100189,44.138824,9.226278
L180_D6_U280,r180/t6.0/t6.0_280.cif,180.0,6.0,280.0,-936.272705078125,0.3670699894428253,54.997166,8.037367
L180_D6_U300,r180/t6.0/t6.0_300.cif,180.0,6.0,300.0,-936.3993530273438,0.24044999480247498,48.303978,-3.4404383
L180_D6_U320,r180/t6.0/t6.0_320.cif,180.0,6.0,320.0,-936.4754028320312,0.16440999507904053,24.409164,11.1838875
L180_D6_U340,r180/t6.0/t6.0_340.cif,180.0,6.0,340.0,-936.4823608398438,0.15746000409126282,19.634253,12.407276
L180_D6_U40,r180/t6.0/t6.0_40.cif,180.0,6.0,40.0,-936.1590576171875,0.4807400107383728,-4.131417,62.896774
L180_D6_U60,r180/t6.0/t6.0_60.cif,180.0,6.0,60.0,-936.2457275390625,0.3940800130367279,14.399732,51.17808
L180_D6_U80,r180/t6.0/t6.0_80.cif,180.0,6.0,80.0,-936.2454833984375,0.394320011138916,16.034504,51.402504
L180_D7.2_U0,r180/t7.2/t7.2_0.cif,180.0,7.199999809265137,0.0,-936.2838745117188,0.35593000054359436,8.033818,22.262215
L180_D7.2_U100,r180/t7.2/t7.2_100.cif,180.0,7.199999809265137,100.0,-936.4113159179688,0.22851000726222992,52.126785,1.1897715
L180_D7.2_U120,r180/t7.2/t7.2_120.cif,180.0,7.199999809265137,120.0,-936.3760375976562,0.26374000310897827,41.8691,2.7964337
L180_D7.2_U140,r180/t7.2/t7.2_140.cif,180.0,7.199999809265137,140.0,-936.2203979492188,0.4193899929523468,21.951412,16.255873
L180_D7.2_U160,r180/t7.2/t7.2_160.cif,180.0,7.199999809265137,160.0,-936.3216552734375,0.3181599974632263,14.230705,24.108269
L180_D7.2_U180,r180/t7.2/t7.2_180.cif,180.0,7.199999809265137,180.0,-936.2691650390625,0.37060999870300293,8.540671,25.937033
L180_D7.2_U20,r180/t7.2/t7.2_20.cif,180.0,7.199999809265137,20.0,-936.15625,0.4835500121116638,-1.8974768,37.947876
L180_D7.2_U200,r180/t7.2/t7.2_200.cif,180.0,7.199999809265137,200.0,-936.31591796875,0.3238700032234192,14.606454,34.984478
L180_D7.2_U220,r180/t7.2/t7.2_220.cif,180.0,7.199999809265137,220.0,-936.3291015625,0.31068000197410583,16.055758,35.21186
L180_D7.2_U240,r180/t7.2/t7.2_240.cif,180.0,7.199999809265137,240.0,-936.3743286132812,0.265500009059906,29.614012,29.463934
L180_D7.2_U260,r180/t7.2/t7.2_260.cif,180.0,7.199999809265137,260.0,-936.3990478515625,0.24073000252246857,46.845146,7.4746785
L180_D7.2_U280,r180/t7.2/t7.2_280.cif,180.0,7.199999809265137,280.0,-936.272216796875,0.36761000752449036,55.97138,7.6408424
L180_D7.2_U300,r180/t7.2/t7.2_300.cif,180.0,7.199999809265137,300.0,-936.7754516601562,-0.13562999665737152,42.035965,-33.009037
L180_D7.2_U320,r180/t7.2/t7.2_320.cif,180.0,7.199999809265137,320.0,-936.7642822265625,-0.12447000294923782,41.382904,-33.416424
L180_D7.2_U340,r180/t7.2/t7.2_340.cif,180.0,7.199999809265137,340.0,-936.4802856445312,0.15949000418186188,20.164024,11.984197
L180_D7.2_U40,r180/t7.2/t7.2_40.cif,180.0,7.199999809265137,40.0,-936.133544921875,0.5062800049781799,-3.1142244,63.339245
L180_D7.2_U60,r180/t7.2/t7.2_60.cif,180.0,7.199999809265137,60.0,-936.2193603515625,0.4204399883747101,15.040092,50.151566
L180_D7.2_U80,r180/t7.2/t7.2_80.cif,180.0,7.199999809265137,80.0,-936.2943115234375,0.34547001123428345,16.751339,51.305126
L180_D8.4_U0,r180/t8.4/t8.4_0.cif,180.0,8.399999618530273,0.0,-936.1075439453125,0.5322800278663635,7.43228,22.859697
L180_D8.4_U100,r180/t8.4/t8.4_100.cif,180.0,8.399999618530273,100.0,-936.4297485351562,0.21004000306129456,23.068808,-7.541026
L180_D8.4_U120,r180/t8.4/t8.4_120.cif,180.0,8.399999618530273,120.0,-936.8580932617188,-0.21830999851226807,41.52531,-32.80134
L180_D8.4_U140,r180/t8.4/t8.4_140.cif,180.0,8.399999618530273,140.0,-936.4270629882812,0.21272000670433044,21.570457,12.543161
L180_D8.4_U160,r180/t8.4/t8.4_160.cif,180.0,8.399999618530273,160.0,-936.4315185546875,0.2082899957895279,14.50516,23.72063
L180_D8.4_U180,r180/t8.4/t8.4_180.cif,180.0,8.399999618530273,180.0,-936.3359985351562,0.30382999777793884,8.894869,25.741734
L180_D8.4_U20,r180/t8.4/t8.4_20.cif,180.0,8.399999618530273,20.0,-936.0782470703125,0.5615699887275696,-1.6842163,38.104805
L180_D8.4_U200,r180/t8.4/t8.4_200.cif,180.0,8.399999618530273,200.0,-936.324951171875,0.3148599863052368,14.721912,35.154026
L180_D8.4_U220,r180/t8.4/t8.4_220.cif,180.0,8.399999618530273,220.0,-936.3760986328125,0.263729989528656,16.256416,34.74817
L180_D8.4_U240,r180/t8.4/t8.4_240.cif,180.0,8.399999618530273,240.0,-936.4259643554688,0.2138500064611435,30.428156,29.380135
L180_D8.4_U260,r180/t8.4/t8.4_260.cif,180.0,8.399999618530273,260.0,-936.4976806640625,0.14208999276161194,47.20694,6.8609858
L180_D8.4_U280,r180/t8.4/t8.4_280.cif,180.0,8.399999618530273,280.0,-936.3106689453125,0.32914999127388,56.310524,7.8413916
L180_D8.4_U300,r180/t8.4/t8.4_300.cif,180.0,8.399999618530273,300.0,-936.6627197265625,-0.022940000519156456,46.021915,-28.532795
L180_D8.4_U320,r180/t8.4/t8.4_320.cif,180.0,8.399999618530273,320.0,-936.6774291992188,-0.03765000030398369,41.188522,-33.24277
L180_D8.4_U340,r180/t8.4/t8.4_340.cif,180.0,8.399999618530273,340.0,-936.7547607421875,-0.11496999859809875,41.03108,-35.55854
L180_D8.4_U40,r180/t8.4/t8.4_40.cif,180.0,8.399999618530273,40.0,-936.11328125,0.5265200138092041,-2.375126,63.47044
L180_D8.4_U60,r180/t8.4/t8.4_60.cif,180.0,8.399999618530273,60.0,-936.208740234375,0.4310300052165985,15.19186,49.91109
L180_D8.4_U80,r180/t8.4/t8.4_80.cif,180.0,8.399999618530273,80.0,-936.3053588867188,0.3344300091266632,16.900978,51.198334
L180_D9.6_U0,r180/t9.6/t9.6_0.cif,180.0,9.600000381469727,0.0,-936.1185302734375,0.5212500095367432,7.5018396,22.802809
L180_D9.6_U100,r180/t9.6/t9.6_100.cif,180.0,9.600000381469727,100.0,-936.459716796875,0.18010999262332916,23.093416,-7.5275054
L180_D9.6_U120,r180/t9.6/t9.6_120.cif,180.0,9.600000381469727,120.0,-936.5916137695312,0.04820999875664711,42.772972,3.002168
L180_D9.6_U140,r180/t9.6/t9.6_140.cif,180.0,9.600000381469727,140.0,-936.4017333984375,0.2380799949169159,22.14058,15.297203
L180_D9.6_U160,r180/t9.6/t9.6_160.cif,180.0,9.600000381469727,160.0,-936.3359375,0.30386999249458313,14.098375,24.373125
L180_D9.6_U180,r180/t9.6/t9.6_180.cif,180.0,9.600000381469727,180.0,-936.27197265625,0.36785000562667847,8.867856,26.096857
L180_D9.6_U20,r180/t9.6/t9.6_20.cif,180.0,9.600000381469727,20.0,-936.0746459960938,0.5651699900627136,-1.5399427,38.029305
L180_D9.6_U200,r180/t9.6/t9.6_200.cif,180.0,9.600000381469727,200.0,-936.2505493164062,0.38927000761032104,14.634625,35.360325
L180_D9.6_U220,r180/t9.6/t9.6_220.cif,180.0,9.600000381469727,220.0,-936.3050537109375,0.33474001288414,16.546703,34.43908
L180_D9.6_U240,r180/t9.6/t9.6_240.cif,180.0,9.600000381469727,240.0,-936.431640625,0.2081799954175949,30.944328,29.195662
L180_D9.6_U260,r180/t9.6/t9.6_260.cif,180.0,9.600000381469727,260.0,-936.5008544921875,0.13891999423503876,47.120903,6.886756
L180_D9.6_U280,r180/t9.6/t9.6_280.cif,180.0,9.600000381469727,280.0,-936.6000366210938,0.039739999920129776,38.5892,-20.515364
L180_D9.6_U300,r180/t9.6/t9.6_300.cif,180.0,9.600000381469727,300.0,-936.9032592773438,-0.26346999406814575,45.772564,-30.338455
L180_D9.6_U320,r180/t9.6/t9.6_320.cif,180.0,9.600000381469727,320.0,-936.927490234375,-0.28766000270843506,41.139442,-33.988815
L180_D9.6_U340,r180/t9.6/t9.6_340.cif,180.0,9.600000381469727,340.0,-936.8899536132812,-0.25016000866889954,40.818924,-34.969643
L180_D9.6_U40,r180/t9.6/t9.6_40.cif,180.0,9.600000381469727,40.0,-936.1004028320312,0.5394099950790405,-2.355598,63.36962
L180_D9.6_U60,r180/t9.6/t9.6_60.cif,180.0,9.600000381469727,60.0,-936.1790771484375,0.46070000529289246,15.159781,49.90684
L180_D9.6_U80,r180/t9.6/t9.6_80.cif,180.0,9.600000381469727,80.0,-936.2830200195312,0.3567900061607361,16.889938,51.56375
L200_D0_U0,r200/t0/t0_0.cif,200.0,0.0,0.0,-936.6082153320312,0.03156999871134758,38.324986,-37.389996
L200_D0_U100,r200/t0/t0_100.cif,200.0,0.0,100.0,-936.5084838867188,0.1313299983739853,49.45072,0.2500008
L200_D0_U120,r200/t0/t0_120.cif,200.0,0.0,120.0,-936.5651245117188,0.07466000318527222,40.707787,1.561936
L200_D0_U140,r200/t0/t0_140.cif,200.0,0.0,140.0,-936.4563598632812,0.18345999717712402,23.539318,15.122147
L200_D0_U160,r200/t0/t0_160.cif,200.0,0.0,160.0,-936.3334350585938,0.3063499927520752,16.557571,20.862324
L200_D0_U180,r200/t0/t0_180.cif,200.0,0.0,180.0,-936.4634399414062,0.17635999619960785,13.346511,21.107672
L200_D0_U20,r200/t0/t0_20.cif,200.0,0.0,20.0,-936.131103515625,0.508679986000061,-0.019095682,35.33221
L200_D0_U200,r200/t0/t0_200.cif,200.0,0.0,200.0,-936.4852905273438,0.15448999404907227,18.869217,27.768082
L200_D0_U220,r200/t0/t0_220.cif,200.0,0.0,220.0,-936.534423828125,0.10537999868392944,20.370459,28.036335
L200_D0_U240,r200/t0/t0_240.cif,200.0,0.0,240.0,-936.6256103515625,0.014209999702870846,33.166893,27.3163
L200_D0_U260,r200/t0/t0_260.cif,200.0,0.0,260.0,-936.4551391601562,0.18464000523090363,45.595688,8.283365
L200_D0_U280,r200/t0/t0_280.cif,200.0,0.0,280.0,-936.377197265625,0.26260000467300415,55.08867,6.8821588
L200_D0_U300,r200/t0/t0_300.cif,200.0,0.0,300.0,-936.7973022460938,-0.15751999616622925,46.72576,-31.320942
L200_D0_U320,r200/t0/t0_320.cif,200.0,0.0,320.0,-936.8980102539062,-0.2582100033760071,43.570312,-33.985157
L200_D0_U340,r200/t0/t0_340.cif,200.0,0.0,340.0,-936.7903442382812,-0.15053999423980713,39.445236,-36.223103
L200_D0_U40,r200/t0/t0_40.cif,200.0,0.0,40.0,-936.0573120117188,0.5824999809265137,-2.042092,61.515865
L200_D0_U60,r200/t0/t0_60.cif,200.0,0.0,60.0,-936.2222290039062,0.4175899922847748,12.851765,53.084328
L200_D0_U80,r200/t0/t0_80.cif,200.0,0.0,80.0,-936.2704467773438,0.3693400025367737,15.172949,53.352745
L200_D1.2_U0,r200/t1.2/t1.2_0.cif,200.0,1.2000000476837158,0.0,-936.5020751953125,0.1377200037240982,37.480766,-37.49539
L200_D1.2_U100,r200/t1.2/t1.2_100.cif,200.0,1.2000000476837158,100.0,-936.4293823242188,0.21042999625205994,49.88468,-0.19051813
L200_D1.2_U120,r200/t1.2/t1.2_120.cif,200.0,1.2000000476837158,120.0,-936.479736328125,0.16005000472068787,40.64996,1.5788713
L200_D1.2_U140,r200/t1.2/t1.2_140.cif,200.0,1.2000000476837158,140.0,-936.3737182617188,0.2660999894142151,23.27825,16.432375
L200_D1.2_U160,r200/t1.2/t1.2_160.cif,200.0,1.2000000476837158,160.0,-936.1937255859375,0.44609999656677246,17.035503,21.781515
L200_D1.2_U180,r200/t1.2/t1.2_180.cif,200.0,1.2000000476837158,180.0,-936.338623046875,0.3011600077152252,13.001264,21.423502
L200_D1.2_U20,r200/t1.2/t1.2_20.cif,200.0,1.2000000476837158,20.0,-936.1884155273438,0.45138999819755554,-0.48761618,35.294434
L200_D1.2_U200,r200/t1.2/t1.2_200.cif,200.0,1.2000000476837158,200.0,-936.2978515625,0.34196001291275024,18.492577,27.890697
L200_D1.2_U220,r200/t1.2/t1.2_220.cif,200.0,1.2000000476837158,220.0,-936.462158203125,0.17767000198364258,21.140385,27.877193
L200_D1.2_U240,r200/t1.2/t1.2_240.cif,200.0,1.2000000476837158,240.0,-936.4292602539062,0.21051999926567078,33.20048,27.271318
L200_D1.2_U260,r200/t1.2/t1.2_260.cif,200.0,1.2000000476837158,260.0,-936.4528198242188,0.18700000643730164,45.346134,8.5950165
L200_D1.2_U280,r200/t1.2/t1.2_280.cif,200.0,1.2000000476837158,280.0,-936.7371826171875,-0.09740000218153,39.30356,-22.295107
L200_D1.2_U300,r200/t1.2/t1.2_300.cif,200.0,1.2000000476837158,300.0,-936.9638671875,-0.32405999302864075,46.16942,-31.804081
L200_D1.2_U320,r200/t1.2/t1.2_320.cif,200.0,1.2000000476837158,320.0,-936.9921264648438,-0.3522999882698059,43.761642,-33.664505
L200_D1.2_U340,r200/t1.2/t1.2_340.cif,200.0,1.2000000476837158,340.0,-936.8928833007812,-0.25310999155044556,39.572098,-36.21882
L200_D1.2_U40,r200/t1.2/t1.2_40.cif,200.0,1.2000000476837158,40.0,-936.0645751953125,0.5752400159835815,-1.4235642,61.73066
L200_D1.2_U60,r200/t1.2/t1.2_60.cif,200.0,1.2000000476837158,60.0,-936.1534423828125,0.4863399863243103,13.071965,53.896774
L200_D1.2_U80,r200/t1.2/t1.2_80.cif,200.0,1.2000000476837158,80.0,-936.2827758789062,0.35701000690460205,54.675842,11.37552
L200_D2.4_U0,r200/t2.4/t2.4_0.cif,200.0,2.4000000953674316,0.0,-936.5244140625,0.1153699979186058,25.551329,6.4326725
L200_D2.4_U100,r200/t2.4/t2.4_100.cif,200.0,2.4000000953674316,100.0,-936.4641723632812,0.1756500005722046,50.475418,-1.006908
L200_D2.4_U120,r200/t2.4/t2.4_120.cif,200.0,2.4000000953674316,120.0,-936.4780883789062,0.16171999275684357,41.041344,1.2904842
L200_D2.4_U140,r200/t2.4/t2.4_140.cif,200.0,2.4000000953674316,140.0,-936.3257446289062,0.3140299916267395,23.27042,17.007858
L200_D2.4_U160,r200/t2.4/t2.4_160.cif,200.0,2.4000000953674316,160.0,-936.1539306640625,0.4858799874782562,17.16795,21.74908
