structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy,umap_1,umap_2
L0_D2.4_U240,r0/t2.4/t2.4_240.cif,0.0,2.4000000953674316,240.0,-936.7237548828125,-0.08395999670028687,3.4259179,1.1308893
L0_D2.4_U260,r0/t2.4/t2.4_260.cif,0.0,2.4000000953674316,260.0,-936.7849731445312,-0.14515000581741333,3.1763678,-3.7221339
L0_D2.4_U280,r0/t2.4/t2.4_280.cif,0.0,2.4000000953674316,280.0,-936.2855224609375,0.3542799949645996,-0.32216987,-3.4583075
L0_D2.4_U300,r0/t2.4/t2.4_300.cif,0.0,2.4000000953674316,300.0,-936.1840209960938,0.4557499885559082,2.7417436,-1.4779538
L0_D2.4_U320,r0/t2.4/t2.4_320.cif,0.0,2.4000000953674316,320.0,-936.2109985351562,0.42882001399993896,3.3893147,1.0337609
L0_D2.4_U340,r0/t2.4/t2.4_340.cif,0.0,2.4000000953674316,340.0,-936.1056518554688,0.5341299772262573,3.4327326,2.3061805
L0_D2.4_U40,r0/t2.4/t2.4_40.cif,0.0,2.4000000953674316,40.0,-936.1141967773438,0.5255799889564514,6.6590357,4.4140816
L0_D2.4_U60,r0/t2.4/t2.4_60.cif,0.0,2.4000000953674316,60.0,-936.1209716796875,0.5188400149345398,6.251015,6.3763537
L0_D2.4_U80,r0/t2.4/t2.4_80.cif,0.0,2.4000000953674316,80.0,-936.0940551757812,0.5457299947738647,6.2336144,6.293952
L0_D3.6_U0,r0/t3.6/t3.6_0.cif,0.0,3.5999999046325684,0.0,-936.173828125,0.46599000692367554,3.532667,2.3349152
L0_D3.6_U100,r0/t3.6/t3.6_100.cif,0.0,3.5999999046325684,100.0,-936.5261840820312,0.11362999677658081,2.4356208,-2.212319
L0_D3.6_U120,r0/t3.6/t3.6_120.cif,0.0,3.5999999046325684,120.0,-936.3416748046875,0.29813000559806824,3.7950678,-0.9983528
L0_D3.6_U140,r0/t3.6/t3.6_140.cif,0.0,3.5999999046325684,140.0,-936.2628784179688,0.37692999839782715,3.635781,1.3824031
L0_D3.6_U160,r0/t3.6/t3.6_160.cif,0.0,3.5999999046325684,160.0,-936.1182861328125,0.5215200185775757,3.4527526,2.985141
L0_D3.6_U180,r0/t3.6/t3.6_180.cif,0.0,3.5999999046325684,180.0,-936.164306640625,0.4755200147628784,3.7061527,3.249089
L0_D3.6_U20,r0/t3.6/t3.6_20.cif,0.0,3.5999999046325684,20.0,-936.0944213867188,0.5453600287437439,6.2326236,3.8406148
L0_D3.6_U200,r0/t3.6/t3.6_200.cif,0.0,3.5999999046325684,200.0,-936.279052734375,0.3607400059700012,6.746263,2.198646
L0_D3.6_U220,r0/t3.6/t3.6_220.cif,0.0,3.5999999046325684,220.0,-936.6455688476562,-0.005760000087320805,6.4114285,1.6181304
L0_D3.6_U240,r0/t3.6/t3.6_240.cif,0.0,3.5999999046325684,240.0,-936.7133178710938,-0.07350999861955643,3.8358364,-2.9694746
L0_D3.6_U260,r0/t3.6/t3.6_260.cif,0.0,3.5999999046325684,260.0,-936.5264892578125,0.11331000179052353,3.622351,-2.9987001
L0_D3.6_U280,r0/t3.6/t3.6_280.cif,0.0,3.5999999046325684,280.0,-936.432373046875,0.2074500024318695,-0.3619705,-3.4743145
L0_D3.6_U300,r0/t3.6/t3.6_300.cif,0.0,3.5999999046325684,300.0,-936.3841552734375,0.25562000274658203,2.5072258,-1.7942673
L0_D3.6_U320,r0/t3.6/t3.6_320.cif,0.0,3.5999999046325684,320.0,-936.5734252929688,0.06634999811649323,3.4575777,0.7442971
L0_D3.6_U340,r0/t3.6/t3.6_340.cif,0.0,3.5999999046325684,340.0,-936.5167236328125,0.12306000292301178,3.5313916,1.2653791
L0_D3.6_U40,r0/t3.6/t3.6_40.cif,0.0,3.5999999046325684,40.0,-936.033203125,0.6065700054168701,6.665495,4.3687296
L0_D3.6_U60,r0/t3.6/t3.6_60.cif,0.0,3.5999999046325684,60.0,-936.186767578125,0.4530099928379059,6.2650657,6.455078
L0_D3.6_U80,r0/t3.6/t3.6_80.cif,0.0,3.5999999046325684,80.0,-936.34375,0.29603999853134155,6.296828,6.057408
L0_D4.8_U0,r0/t4.8/t4.8_0.cif,0.0,4.800000190734863,0.0,-936.74560546875,-0.10578999668359756,3.5763128,1.0808754
L0_D4.8_U100,r0/t4.8/t4.8_100.cif,0.0,4.800000190734863,100.0,-936.76953125,-0.12972000241279602,2.3269973,-2.437039
L0_D4.8_U120,r0/t4.8/t4.8_120.cif,0.0,4.800000190734863,120.0,-936.642333984375,-0.0025400000158697367,2.3925705,-2.3147478
L0_D4.8_U140,r0/t4.8/t4.8_140.cif,0.0,4.800000190734863,140.0,-936.3843383789062,0.25547999143600464,3.6366978,1.3759351
L0_D4.8_U160,r0/t4.8/t4.8_160.cif,0.0,4.800000190734863,160.0,-936.0925903320312,0.5471900105476379,3.4442956,2.9306324
L0_D4.8_U180,r0/t4.8/t4.8_180.cif,0.0,4.800000190734863,180.0,-936.1724853515625,0.4672999978065491,3.6882198,3.238422
L0_D4.8_U20,r0/t4.8/t4.8_20.cif,0.0,4.800000190734863,20.0,-936.0970458984375,0.5427299737930298,6.1990447,3.878015
L0_D4.8_U200,r0/t4.8/t4.8_200.cif,0.0,4.800000190734863,200.0,-936.2677612304688,0.3720499873161316,6.7602468,2.189064
L0_D4.8_U220,r0/t4.8/t4.8_220.cif,0.0,4.800000190734863,220.0,-936.6276245117188,0.012179999612271786,6.4667077,1.5991025
L0_D4.8_U240,r0/t4.8/t4.8_240.cif,0.0,4.800000190734863,240.0,-936.5643920898438,0.07539000362157822,3.8636093,-2.8918993
L0_D4.8_U260,r0/t4.8/t4.8_260.cif,0.0,4.800000190734863,260.0,-936.5114135742188,0.128370001912117,3.6682124,-3.0416234
L0_D4.8_U280,r0/t4.8/t4.8_280.cif,0.0,4.800000190734863,280.0,-936.4553833007812,0.1844400018453598,-0.3321051,-3.4732127
L0_D4.8_U300,r0/t4.8/t4.8_300.cif,0.0,4.800000190734863,300.0,-936.4236450195312,0.21616999804973602,2.5682673,-1.7354306
L0_D4.8_U320,r0/t4.8/t4.8_320.cif,0.0,4.800000190734863,320.0,-936.7175903320312,-0.07777000218629837,3.4620845,0.7612547
L0_D4.8_U340,r0/t4.8/t4.8_340.cif,0.0,4.800000190734863,340.0,-936.5380249023438,0.10176999866962433,3.5484118,1.2156699
L0_D4.8_U40,r0/t4.8/t4.8_40.cif,0.0,4.800000190734863,40.0,-936.0169677734375,0.6228600144386292,6.6461124,4.398192
L0_D4.8_U60,r0/t4.8/t4.8_60.cif,0.0,4.800000190734863,60.0,-936.35986328125,0.2799600064754486,-0.35675487,-3.4550557
L0_D4.8_U80,r0/t4.8/t4.8_80.cif,0.0,4.800000190734863,80.0,-936.490234375,0.14956000447273254,-0.39231387,-3.473473
L0_D6_U0,r0/t6.0/t6.0_0.cif,0.0,6.0,0.0,-936.0494995117188,0.5903300046920776,3.4285917,2.3526857
L0_D6_U100,r0/t6.0/t6.0_100.cif,0.0,6.0,100.0,-936.7807006835938,-0.14088000357151031,2.4132128,-2.2776098
