structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy,umap_1,umap_2
L120_D3.6_U280,r120/t3.6/t3.6_280.cif,120.0,3.5999999046325684,280.0,-936.2799682617188,0.3598099946975708,-5.1426406,5.2528796
L120_D3.6_U300,r120/t3.6/t3.6_300.cif,120.0,3.5999999046325684,300.0,-936.12353515625,0.5162400007247925,1.1761357,1.0986028
L120_D3.6_U320,r120/t3.6/t3.6_320.cif,120.0,3.5999999046325684,320.0,-936.3925170898438,0.24730999767780304,0.041546382,2.9085772
L120_D3.6_U340,r120/t3.6/t3.6_340.cif,120.0,3.5999999046325684,340.0,-936.2900390625,0.3497599959373474,0.016045015,3.2009122
L120_D3.6_U40,r120/t3.6/t3.6_40.cif,120.0,3.5999999046325684,40.0,-936.0567626953125,0.583050012588501,-3.352489,5.6028357
L120_D3.6_U60,r120/t3.6/t3.6_60.cif,120.0,3.5999999046325684,60.0,-936.1254272460938,0.5143799781799316,-4.362935,5.973317
L120_D3.6_U80,r120/t3.6/t3.6_80.cif,120.0,3.5999999046325684,80.0,-936.1757202148438,0.4640899896621704,-4.4273424,5.9398017
L120_D4.8_U0,r120/t4.8/t4.8_0.cif,120.0,4.800000190734863,0.0,-936.069091796875,0.5706899762153625,-0.7904026,4.2092338
L120_D4.8_U100,r120/t4.8/t4.8_100.cif,120.0,4.800000190734863,100.0,-936.2638549804688,0.3759399950504303,1.2059375,1.041795
L120_D4.8_U120,r120/t4.8/t4.8_120.cif,120.0,4.800000190734863,120.0,-936.1754150390625,0.4643799960613251,1.3007358,1.503139
L120_D4.8_U140,r120/t4.8/t4.8_140.cif,120.0,4.800000190734863,140.0,-936.0628662109375,0.5769199728965759,1.2258239,1.7632794
L120_D4.8_U160,r120/t4.8/t4.8_160.cif,120.0,4.800000190734863,160.0,-936.04541015625,0.5943599939346313,-0.38893586,4.1599298
L120_D4.8_U180,r120/t4.8/t4.8_180.cif,120.0,4.800000190734863,180.0,-936.16015625,0.47964000701904297,-0.8573171,4.320951
L120_D4.8_U20,r120/t4.8/t4.8_20.cif,120.0,4.800000190734863,20.0,-936.036376953125,0.603410005569458,-3.3076088,5.422957
L120_D4.8_U200,r120/t4.8/t4.8_200.cif,120.0,4.800000190734863,200.0,-936.1282958984375,0.511489987373352,-0.18616849,9.965669
L120_D4.8_U220,r120/t4.8/t4.8_220.cif,120.0,4.800000190734863,220.0,-936.1683959960938,0.4714199900627136,-0.02769461,9.827901
L120_D4.8_U240,r120/t4.8/t4.8_240.cif,120.0,4.800000190734863,240.0,-936.2669067382812,0.3729200065135956,-1.0117998,9.065944
L120_D4.8_U260,r120/t4.8/t4.8_260.cif,120.0,4.800000190734863,260.0,-936.3694458007812,0.2703700065612793,0.45458722,1.63716
L120_D4.8_U280,r120/t4.8/t4.8_280.cif,120.0,4.800000190734863,280.0,-936.294189453125,0.3456299901008606,-5.176795,5.225822
L120_D4.8_U300,r120/t4.8/t4.8_300.cif,120.0,4.800000190734863,300.0,-936.189453125,0.45034998655319214,1.1764944,1.201801
L120_D4.8_U320,r120/t4.8/t4.8_320.cif,120.0,4.800000190734863,320.0,-936.0647583007812,0.5750700235366821,0.084574915,3.606188
L120_D4.8_U340,r120/t4.8/t4.8_340.cif,120.0,4.800000190734863,340.0,-936.1555786132812,0.4842100143432617,0.020635162,3.6015
L120_D4.8_U40,r120/t4.8/t4.8_40.cif,120.0,4.800000190734863,40.0,-936.046630859375,0.5931699872016907,-3.3440459,5.5157166
L120_D4.8_U60,r120/t4.8/t4.8_60.cif,120.0,4.800000190734863,60.0,-936.1022338867188,0.5375900268554688,-4.2044206,6.074375
L120_D4.8_U80,r120/t4.8/t4.8_80.cif,120.0,4.800000190734863,80.0,-936.1779174804688,0.4619100093841553,-4.437427,5.9304476
L120_D6_U0,r120/t6.0/t6.0_0.cif,120.0,6.0,0.0,-936.063232421875,0.5765500068664551,-0.90460217,4.236275
L120_D6_U100,r120/t6.0/t6.0_100.cif,120.0,6.0,100.0,-936.285400390625,0.3544299900531769,1.1587304,0.8900943
L120_D6_U120,r120/t6.0/t6.0_120.cif,120.0,6.0,120.0,-936.1693115234375,0.47049999237060547,1.4439074,0.8010559
L120_D6_U140,r120/t6.0/t6.0_140.cif,120.0,6.0,140.0,-936.0934448242188,0.5463399887084961,1.1791996,1.8492658
L120_D6_U160,r120/t6.0/t6.0_160.cif,120.0,6.0,160.0,-936.1043701171875,0.5354599952697754,-0.2404604,4.213583
L120_D6_U180,r120/t6.0/t6.0_180.cif,120.0,6.0,180.0,-936.1773681640625,0.4624300003051758,-0.8712746,4.360675
L120_D6_U20,r120/t6.0/t6.0_20.cif,120.0,6.0,20.0,-936.0635986328125,0.5761899948120117,-3.2156942,5.374355
L120_D6_U200,r120/t6.0/t6.0_200.cif,120.0,6.0,200.0,-936.1597900390625,0.47999000549316406,-0.15468894,9.935219
L120_D6_U220,r120/t6.0/t6.0_220.cif,120.0,6.0,220.0,-936.1263427734375,0.5134599804878235,-0.103180535,9.880578
L120_D6_U240,r120/t6.0/t6.0_240.cif,120.0,6.0,240.0,-936.2284545898438,0.4113300144672394,-1.0408816,9.21357
L120_D6_U260,r120/t6.0/t6.0_260.cif,120.0,6.0,260.0,-936.333984375,0.30581000447273254,0.44358397,1.6363356
L120_D6_U280,r120/t6.0/t6.0_280.cif,120.0,6.0,280.0,-936.34228515625,0.29752999544143677,-5.158117,5.2532964
L120_D6_U300,r120/t6.0/t6.0_300.cif,120.0,6.0,300.0,-936.33642578125,0.30336999893188477,1.2209623,1.0370942
L120_D6_U320,r120/t6.0/t6.0_320.cif,120.0,6.0,320.0,-936.2150268554688,0.42480000853538513,1.2633781,1.2282029
L120_D6_U340,r120/t6.0/t6.0_340.cif,120.0,6.0,340.0,-936.209228515625,0.4305500090122223,0.0154351685,3.1185815
L120_D6_U40,r120/t6.0/t6.0_40.cif,120.0,6.0,40.0,-936.0908203125,0.54899001121521,-3.3432398,5.5677767
L120_D6_U60,r120/t6.0/t6.0_60.cif,120.0,6.0,60.0,-936.172119140625,0.4677099883556366,-4.240431,6.0962834
L120_D6_U80,r120/t6.0/t6.0_80.cif,120.0,6.0,80.0,-936.1723022460938,0.46751999855041504,-4.4855013,5.8839235
L120_D7.2_U0,r120/t7.2/t7.2_0.cif,120.0,7.199999809265137,0.0,-936.0570678710938,0.5827199816703796,-0.98395485,4.2984953
L120_D7.2_U100,r120/t7.2/t7.2_100.cif,120.0,7.199999809265137,100.0,-936.2533569335938,0.3864400088787079,1.1883899,0.8666935
L120_D7.2_U120,r120/t7.2/t7.2_120.cif,120.0,7.199999809265137,120.0,-936.2673950195312,0.3724299967288971,2.0647647,0.10489596
L120_D7.2_U140,r120/t7.2/t7.2_140.cif,120.0,7.199999809265137,140.0,-936.1417846679688,0.49803999066352844,1.148953,1.8504845
L120_D7.2_U160,r120/t7.2/t7.2_160.cif,120.0,7.199999809265137,160.0,-936.1414184570312,0.4984000027179718,-0.18209009,4.2013435
L120_D7.2_U180,r120/t7.2/t7.2_180.cif,120.0,7.199999809265137,180.0,-936.1530151367188,0.48677998781204224,-0.8649916,4.3756313
L120_D7.2_U20,r120/t7.2/t7.2_20.cif,120.0,7.199999809265137,20.0,-936.1068725585938,0.5328999757766724,-3.058614,5.259037
L120_D7.2_U200,r120/t7.2/t7.2_200.cif,120.0,7.199999809265137,200.0,-936.0463256835938,0.5934500098228455,-0.16246614,9.951225
L120_D7.2_U220,r120/t7.2/t7.2_220.cif,120.0,7.199999809265137,220.0,-936.0513305664062,0.5884600281715393,-0.14641365,9.887402
L120_D7.2_U240,r120/t7.2/t7.2_240.cif,120.0,7.199999809265137,240.0,-936.1248168945312,0.5149700045585632,-1.0234284,9.322423
L120_D7.2_U260,r120/t7.2/t7.2_260.cif,120.0,7.199999809265137,260.0,-936.2435302734375,0.3962700068950653,0.41139594,1.6661936
L120_D7.2_U280,r120/t7.2/t7.2_280.cif,120.0,7.199999809265137,280.0,-936.2933349609375,0.3464699983596802,-5.078901,5.3271017
L120_D7.2_U300,r120/t7.2/t7.2_300.cif,120.0,7.199999809265137,300.0,-936.3461303710938,0.2937000095844269,1.2945133,0.94329524
L120_D7.2_U320,r120/t7.2/t7.2_320.cif,120.0,7.199999809265137,320.0,-936.195556640625,0.4442499876022339,1.3645573,1.3349665
L120_D7.2_U340,r120/t7.2/t7.2_340.cif,120.0,7.199999809265137,340.0,-936.1185302734375,0.5212600231170654,-0.21542795,3.457825
L120_D7.2_U40,r120/t7.2/t7.2_40.cif,120.0,7.199999809265137,40.0,-936.1604614257812,0.47936001420021057,-3.3495486,5.5460944
L120_D7.2_U60,r120/t7.2/t7.2_60.cif,120.0,7.199999809265137,60.0,-936.2655029296875,0.3743000030517578,-4.6199718,5.7507505
L120_D7.2_U80,r120/t7.2/t7.2_80.cif,120.0,7.199999809265137,80.0,-936.130859375,0.5089200139045715,-4.5811086,5.7850914
L120_D8.4_U0,r120/t8.4/t8.4_0.cif,120.0,8.399999618530273,0.0,-936.1046752929688,0.5351300239562988,-0.9292988,4.214475
L120_D8.4_U100,r120/t8.4/t8.4_100.cif,120.0,8.399999618530273,100.0,-936.2445068359375,0.3952699899673462,1.1824551,0.89245546
L120_D8.4_U120,r120/t8.4/t8.4_120.cif,120.0,8.399999618530273,120.0,-936.3948364257812,0.2449900060892105,2.113772,0.14835525
L120_D8.4_U140,r120/t8.4/t8.4_140.cif,120.0,8.399999618530273,140.0,-936.31201171875,0.3277899920940399,1.2024297,1.6636432
L120_D8.4_U160,r120/t8.4/t8.4_160.cif,120.0,8.399999618530273,160.0,-936.17724609375,0.46257999539375305,-0.19088548,4.207717
L120_D8.4_U180,r120/t8.4/t8.4_180.cif,120.0,8.399999618530273,180.0,-936.131103515625,0.5087199807167053,-0.95471525,4.324038
L120_D8.4_U20,r120/t8.4/t8.4_20.cif,120.0,8.399999618530273,20.0,-936.1240234375,0.515749990940094,-3.0588105,5.258953
L120_D8.4_U200,r120/t8.4/t8.4_200.cif,120.0,8.399999618530273,200.0,-936.0137329101562,0.6260899901390076,-0.19908537,9.96237
L120_D8.4_U220,r120/t8.4/t8.4_220.cif,120.0,8.399999618530273,220.0,-935.977294921875,0.6625199913978577,-0.19014192,9.942483
L120_D8.4_U240,r120/t8.4/t8.4_240.cif,120.0,8.399999618530273,240.0,-936.0769653320312,0.5628499984741211,-1.0540909,9.335654
L120_D8.4_U260,r120/t8.4/t8.4_260.cif,120.0,8.399999618530273,260.0,-936.1990966796875,0.44071000814437866,0.37468398,1.7714261
L120_D8.4_U280,r120/t8.4/t8.4_280.cif,120.0,8.399999618530273,280.0,-936.234619140625,0.40518999099731445,-4.846223,5.5088177
L120_D8.4_U300,r120/t8.4/t8.4_300.cif,120.0,8.399999618530273,300.0,-936.2090454101562,0.4307299852371216,1.164136,1.0161401
L120_D8.4_U320,r120/t8.4/t8.4_320.cif,120.0,8.399999618530273,320.0,-936.0867919921875,0.5529900193214417,-0.17277737,3.3862228
L120_D8.4_U340,r120/t8.4/t8.4_340.cif,120.0,8.399999618530273,340.0,-936.1495361328125,0.4902400076389313,-0.3256678,3.575344
L120_D8.4_U40,r120/t8.4/t8.4_40.cif,120.0,8.399999618530273,40.0,-936.1802368164062,0.4595400094985962,-3.3412971,5.5083585
L120_D8.4_U60,r120/t8.4/t8.4_60.cif,120.0,8.399999618530273,60.0,-936.1893310546875,0.45048001408576965,-4.6522985,5.716243
L120_D8.4_U80,r120/t8.4/t8.4_80.cif,120.0,8.399999618530273,80.0,-936.08251953125,0.5572699904441833,-4.6299467,5.746659
L120_D9.6_U0,r120/t9.6/t9.6_0.cif,120.0,9.600000381469727,0.0,-936.1283569335938,0.511430025100708,-0.9035406,4.1930823
L120_D9.6_U100,r120/t9.6/t9.6_100.cif,120.0,9.600000381469727,100.0,-936.2297973632812,0.40999001264572144,1.1091815,0.9125119
L120_D9.6_U120,r120/t9.6/t9.6_120.cif,120.0,9.600000381469727,120.0,-936.4197998046875,0.22002999484539032,1.9945719,0.08143534
L120_D9.6_U140,r120/t9.6/t9.6_140.cif,120.0,9.600000381469727,140.0,-936.3511352539062,0.28867000341415405,1.1526911,1.7760144
L120_D9.6_U160,r120/t9.6/t9.6_160.cif,120.0,9.600000381469727,160.0,-936.2592163085938,0.3805600106716156,-0.086510286,4.193731
L120_D9.6_U180,r120/t9.6/t9.6_180.cif,120.0,9.600000381469727,180.0,-936.089111328125,0.5507000088691711,-0.9431963,4.3532414
L120_D9.6_U20,r120/t9.6/t9.6_20.cif,120.0,9.600000381469727,20.0,-936.1279296875,0.5118499994277954,-3.110248,5.314141
L120_D9.6_U200,r120/t9.6/t9.6_200.cif,120.0,9.600000381469727,200.0,-935.9797973632812,0.6599900126457214,-0.23543346,9.998466
L120_D9.6_U220,r120/t9.6/t9.6_220.cif,120.0,9.600000381469727,220.0,-936.0147705078125,0.625029981136322,-0.18477471,9.94081
L120_D9.6_U240,r120/t9.6/t9.6_240.cif,120.0,9.600000381469727,240.0,-936.1256103515625,0.51419997215271,-1.0648477,9.320601
L120_D9.6_U260,r120/t9.6/t9.6_260.cif,120.0,9.600000381469727,260.0,-936.23828125,0.40154001116752625,0.37087145,1.7466533
L120_D9.6_U280,r120/t9.6/t9.6_280.cif,120.0,9.600000381469727,280.0,-936.2200317382812,0.41978999972343445,-4.8378468,5.4950786
L120_D9.6_U300,r120/t9.6/t9.6_300.cif,120.0,9.600000381469727,300.0,-936.1735229492188,0.46626999974250793,1.1558058,1.0087368
L120_D9.6_U320,r120/t9.6/t9.6_320.cif,120.0,9.600000381469727,320.0,-936.06298828125,0.5768399834632874,-0.26265287,3.4174037
L120_D9.6_U340,r120/t9.6/t9.6_340.cif,120.0,9.600000381469727,340.0,-936.2202758789062,0.41951000690460205,-0.31970215,3.461612
L120_D9.6_U40,r120/t9.6/t9.6_40.cif,120.0,9.600000381469727,40.0,-936.1760864257812,0.46369001269340515,-3.3122537,5.466574
L120_D9.6_U60,r120/t9.6/t9.6_60.cif,120.0,9.600000381469727,60.0,-936.1968383789062,0.4429900050163269,-4.708098,5.6618924
L120_D9.6_U80,r120/t9.6/t9.6_80.cif,120.0,9.600000381469727,80.0,-936.0897827148438,0.5500100255012512,-4.641173,5.737632
L140_D0_U0,r140/t0/t0_0.cif,140.0,0.0,0.0,-936.0457153320312,0.5940799713134766,-0.19221498,3.773564
L140_D0_U100,r140/t0/t0_100.cif,140.0,0.0,100.0,-936.1294555664062,0.5103499889373779,1.5509291,0.5719793
L140_D0_U120,r140/t0/t0_120.cif,140.0,0.0,120.0,-936.3746337890625,0.26517999172210693,2.257108,0.024670629
L140_D0_U140,r140/t0/t0_140.cif,140.0,0.0,140.0,-936.4242553710938,0.21557000279426575,2.1855736,0.9906627
L140_D0_U160,r140/t0/t0_160.cif,140.0,0.0,160.0,-936.3001708984375,0.3396399915218353,0.21660215,4.0522766
L140_D0_U180,r140/t0/t0_180.cif,140.0,0.0,180.0,-936.2210693359375,0.4187299907207489,-0.6824143,4.468585
L140_D0_U20,r140/t0/t0_20.cif,140.0,0.0,20.0,-936.0335083007812,0.6063100099563599,-3.1518097,5.3656044
L140_D0_U200,r140/t0/t0_200.cif,140.0,0.0,200.0,-936.129638671875,0.5101900100708008,0.109501414,9.765859
L140_D0_U220,r140/t0/t0_220.cif,140.0,0.0,220.0,-936.141357421875,0.49845001101493835,0.19531241,9.718473
L140_D0_U240,r140/t0/t0_240.cif,140.0,0.0,240.0,-936.2400512695312,0.3997400104999542,4.6709757,-2.5770502
L140_D0_U260,r140/t0/t0_260.cif,140.0,0.0,260.0,-936.2507934570312,0.38901999592781067,4.0913477,-2.514072
L140_D0_U280,r140/t0/t0_280.cif,140.0,0.0,280.0,-936.2654418945312,0.3743399977684021,-5.202333,5.2319016
L140_D0_U300,r140/t0/t0_300.cif,140.0,0.0,300.0,-936.2687377929688,0.371069997549057,1.7212818,0.6864553
L140_D0_U320,r140/t0/t0_320.cif,140.0,0.0,320.0,-936.18798828125,0.4518299996852875,1.7008867,0.9985469
L140_D0_U340,r140/t0/t0_340.cif,140.0,0.0,340.0,-936.0392456054688,0.6005300283432007,-0.007824242,3.6264713
L140_D0_U40,r140/t0/t0_40.cif,140.0,0.0,40.0,-936.1383666992188,0.5014399886131287,-3.396854,5.479041
L140_D0_U60,r140/t0/t0_60.cif,140.0,0.0,60.0,-936.1432495117188,0.49654000997543335,-4.885014,5.4844437
L140_D0_U80,r140/t0/t0_80.cif,140.0,0.0,80.0,-936.0777587890625,0.5620599985122681,-4.977507,5.4278307
L140_D1.2_U0,r140/t1.2/t1.2_0.cif,140.0,1.2000000476837158,0.0,-936.1622924804688,0.477510005235672,-0.08975949,3.7138138
L140_D1.2_U100,r140/t1.2/t1.2_100.cif,140.0,1.2000000476837158,100.0,-936.1892700195312,0.4505299925804138,1.4863628,0.53343266
L140_D1.2_U120,r140/t1.2/t1.2_120.cif,140.0,1.2000000476837158,120.0,-936.235107421875,0.40467000007629395,2.1679,-0.0128435325
L140_D1.2_U140,r140/t1.2/t1.2_140.cif,140.0,1.2000000476837158,140.0,-936.3681640625,0.2716600000858307,1.6946714,1.261081
L140_D1.2_U160,r140/t1.2/t1.2_160.cif,140.0,1.2000000476837158,160.0,-936.2376098632812,0.4021799862384796,0.2036138,4.0251803
L140_D1.2_U180,r140/t1.2/t1.2_180.cif,140.0,1.2000000476837158,180.0,-936.1126708984375,0.5271400213241577,-0.77146524,4.4441147
L140_D1.2_U20,r140/t1.2/t1.2_20.cif,140.0,1.2000000476837158,20.0,-936.0226440429688,0.6171299815177917,-3.1131358,5.3238845
L140_D1.2_U200,r140/t1.2/t1.2_200.cif,140.0,1.2000000476837158,200.0,-936.0931396484375,0.5466600060462952,0.105088234,9.76416
L140_D1.2_U220,r140/t1.2/t1.2_220.cif,140.0,1.2000000476837158,220.0,-936.1442260742188,0.4955599904060364,0.15645474,9.72627
L140_D1.2_U240,r140/t1.2/t1.2_240.cif,140.0,1.2000000476837158,240.0,-936.2265625,0.413239985704422,4.6517825,-2.5243697
L140_D1.2_U260,r140/t1.2/t1.2_260.cif,140.0,1.2000000476837158,260.0,-936.221923828125,0.4178600013256073,1.3633409,0.53777534
L140_D1.2_U280,r140/t1.2/t1.2_280.cif,140.0,1.2000000476837158,280.0,-936.2623901367188,0.37738001346588135,-5.2108436,5.2207456
L140_D1.2_U300,r140/t1.2/t1.2_300.cif,140.0,1.2000000476837158,300.0,-936.2904663085938,0.3493199944496155,1.7193532,0.6761521
L140_D1.2_U320,r140/t1.2/t1.2_320.cif,140.0,1.2000000476837158,320.0,-936.33056640625,0.30924999713897705,1.7407546,0.9424905
L140_D1.2_U340,r140/t1.2/t1.2_340.cif,140.0,1.2000000476837158,340.0,-936.196533203125,0.44328001141548157,0.042441987,3.5429091
L140_D1.2_U40,r140/t1.2/t1.2_40.cif,140.0,1.2000000476837158,40.0,-936.1032104492188,0.5365599989891052,-3.3660135,5.490545
L140_D1.2_U60,r140/t1.2/t1.2_60.cif,140.0,1.2000000476837158,60.0,-936.226318359375,0.41350001096725464,-4.970089,5.436044
L140_D1.2_U80,r140/t1.2/t1.2_80.cif,140.0,1.2000000476837158,80.0,-936.1879272460938,0.45188000798225403,-5.059306,5.3580112
L140_D2.4_U0,r140/t2.4/t2.4_0.cif,140.0,2.4000000953674316,0.0,-936.2792358398438,0.3605700135231018,0.02707186,3.6058352
L140_D2.4_U100,r140/t2.4/t2.4_100.cif,140.0,2.4000000953674316,100.0,-936.23583984375,0.4039599895477295,1.4955372,0.4694154
L140_D2.4_U120,r140/t2.4/t2.4_120.cif,140.0,2.4000000953674316,120.0,-936.1439819335938,0.4958299994468689,2.0292125,0.08444301
L140_D2.4_U140,r140/t2.4/t2.4_140.cif,140.0,2.4000000953674316,140.0,-936.2222900390625,0.41753000020980835,1.4420636,1.3457686
L140_D2.4_U160,r140/t2.4/t2.4_160.cif,140.0,2.4000000953674316,160.0,-936.15625,0.4835500121116638,0.07710795,3.9296062
L140_D2.4_U180,r140/t2.4/t2.4_180.cif,140.0,2.4000000953674316,180.0,-936.0731201171875,0.5666499733924866,-0.7446067,4.4163237
L140_D2.4_U20,r140/t2.4/t2.4_20.cif,140.0,2.4000000953674316,20.0,-936.078369140625,0.5614100098609924,-3.115142,5.3213263
L140_D2.4_U200,r140/t2.4/t2.4_200.cif,140.0,2.4000000953674316,200.0,-936.0890502929688,0.5507599711418152,0.14000097,9.743459
L140_D2.4_U220,r140/t2.4/t2.4_220.cif,140.0,2.4000000953674316,220.0,-936.1748657226562,0.46492999792099,0.22810474,9.702422
L140_D2.4_U240,r140/t2.4/t2.4_240.cif,140.0,2.4000000953674316,240.0,-936.2391967773438,0.40059998631477356,1.5495238,1.3625466
L140_D2.4_U260,r140/t2.4/t2.4_260.cif,140.0,2.4000000953674316,260.0,-936.1396484375,0.5001400113105774,1.4805276,0.4980064
L140_D2.4_U280,r140/t2.4/t2.4_280.cif,140.0,2.4000000953674316,280.0,-936.23291015625,0.4069199860095978,-5.235812,5.2050614
L140_D2.4_U300,r140/t2.4/t2.4_300.cif,140.0,2.4000000953674316,300.0,-936.2655029296875,0.37432000041007996,1.6680105,0.7401249
L140_D2.4_U320,r140/t2.4/t2.4_320.cif,140.0,2.4000000953674316,320.0,-936.190673828125,0.4491400122642517,1.6864172,0.9905069
L140_D2.4_U340,r140/t2.4/t2.4_340.cif,140.0,2.4000000953674316,340.0,-936.2293090820312,0.4105199873447418,0.038511693,3.5538719
L140_D2.4_U40,r140/t2.4/t2.4_40.cif,140.0,2.4000000953674316,40.0,-936.131591796875,0.5082200169563293,-3.4741037,5.5208173
L140_D2.4_U60,r140/t2.4/t2.4_60.cif,140.0,2.4000000953674316,60.0,-936.3117065429688,0.3280799984931946,-5.206639,5.220268
L140_D2.4_U80,r140/t2.4/t2.4_80.cif,140.0,2.4000000953674316,80.0,-936.3138427734375,0.32592999935150146,-5.234787,5.1903057
L140_D3.6_U0,r140/t3.6/t3.6_0.cif,140.0,3.5999999046325684,0.0,-936.2479858398438,0.3918200135231018,0.004830529,3.6814513
L140_D3.6_U100,r140/t3.6/t3.6_100.cif,140.0,3.5999999046325684,100.0,-936.2457275390625,0.3940800130367279,1.4999878,0.47456893
L140_D3.6_U120,r140/t3.6/t3.6_120.cif,140.0,3.5999999046325684,120.0,-936.1798706054688,0.4599199891090393,2.07252,0.06019036
L140_D3.6_U140,r140/t3.6/t3.6_140.cif,140.0,3.5999999046325684,140.0,-936.1263427734375,0.513450026512146,1.483404,1.492868
L140_D3.6_U160,r140/t3.6/t3.6_160.cif,140.0,3.5999999046325684,160.0,-936.1176147460938,0.5221999883651733,0.078407675,3.996811
L140_D3.6_U180,r140/t3.6/t3.6_180.cif,140.0,3.5999999046325684,180.0,-936.0429077148438,0.5968700051307678,-0.71691495,4.4387603
L140_D3.6_U20,r140/t3.6/t3.6_20.cif,140.0,3.5999999046325684,20.0,-936.1159057617188,0.5239199995994568,-3.1479046,5.334622
L140_D3.6_U200,r140/t3.6/t3.6_200.cif,140.0,3.5999999046325684,200.0,-936.1664428710938,0.4733799993991852,0.24696766,9.702713
L140_D3.6_U220,r140/t3.6/t3.6_220.cif,140.0,3.5999999046325684,220.0,-936.221923828125,0.4178999960422516,0.2940587,9.676502
L140_D3.6_U240,r140/t3.6/t3.6_240.cif,140.0,3.5999999046325684,240.0,-936.1717529296875,0.4680599868297577,4.7859154,-2.611691
L140_D3.6_U260,r140/t3.6/t3.6_260.cif,140.0,3.5999999046325684,260.0,-936.119140625,0.5206800103187561,1.5413139,0.40335643
L140_D3.6_U280,r140/t3.6/t3.6_280.cif,140.0,3.5999999046325684,280.0,-936.2186889648438,0.4211199879646301,-5.25864,5.181528
L140_D3.6_U300,r140/t3.6/t3.6_300.cif,140.0,3.5999999046325684,300.0,-936.2164916992188,0.42333000898361206,1.5569013,0.8884668
L140_D3.6_U320,r140/t3.6/t3.6_320.cif,140.0,3.5999999046325684,320.0,-936.1515502929688,0.4882600009441376,1.6360394,1.001498
L140_D3.6_U340,r140/t3.6/t3.6_340.cif,140.0,3.5999999046325684,340.0,-936.2017822265625,0.4380300045013428,0.032640852,3.673947
L140_D3.6_U40,r140/t3.6/t3.6_40.cif,140.0,3.5999999046325684,40.0,-936.0640869140625,0.5756999850273132,-3.3669393,5.5165772
L140_D3.6_U60,r140/t3.6/t3.6_60.cif,140.0,3.5999999046325684,60.0,-936.1572265625,0.4825800061225891,-4.465686,5.908655
L140_D3.6_U80,r140/t3.6/t3.6_80.cif,140.0,3.5999999046325684,80.0,-936.303955078125,0.3358500003814697,-5.2295866,5.199836
L140_D4.8_U0,r140/t4.8/t4.8_0.cif,140.0,4.800000190734863,0.0,-936.2265014648438,0.4133000075817108,-0.014869596,3.713259
L140_D4.8_U100,r140/t4.8/t4.8_100.cif,140.0,4.800000190734863,100.0,-936.2412109375,0.3985599875450134,1.5031042,0.45768875
L140_D4.8_U120,r140/t4.8/t4.8_120.cif,140.0,4.800000190734863,120.0,-936.1476440429688,0.492139995098114,2.0016778,0.16951123
L140_D4.8_U140,r140/t4.8/t4.8_140.cif,140.0,4.800000190734863,140.0,-936.1248779296875,0.5149199962615967,1.420757,1.5276731
L140_D4.8_U160,r140/t4.8/t4.8_160.cif,140.0,4.800000190734863,160.0,-936.07763671875,0.5621399879455566,-0.0113422135,4.11233
L140_D4.8_U180,r140/t4.8/t4.8_180.cif,140.0,4.800000190734863,180.0,-936.0542602539062,0.5855399966239929,-0.68585896,4.4508643
L140_D4.8_U20,r140/t4.8/t4.8_20.cif,140.0,4.800000190734863,20.0,-936.1034545898438,0.5363600254058838,-3.1812828,5.358122
L140_D4.8_U200,r140/t4.8/t4.8_200.cif,140.0,4.800000190734863,200.0,-936.2650146484375,0.37477999925613403,0.254282,9.706275
L140_D4.8_U220,r140/t4.8/t4.8_220.cif,140.0,4.800000190734863,220.0,-936.2120361328125,0.42774999141693115,0.3197651,9.665249
L140_D4.8_U240,r140/t4.8/t4.8_240.cif,140.0,4.800000190734863,240.0,-936.1072998046875,0.5324900150299072,4.788609,-2.6405349
L140_D4.8_U260,r140/t4.8/t4.8_260.cif,140.0,4.800000190734863,260.0,-936.1174926757812,0.5223100185394287,1.583708,0.33877924
L140_D4.8_U280,r140/t4.8/t4.8_280.cif,140.0,4.800000190734863,280.0,-936.2105712890625,0.4292199909687042,-5.2441044,5.1970835
L140_D4.8_U300,r140/t4.8/t4.8_300.cif,140.0,4.800000190734863,300.0,-936.2063598632812,0.4334399998188019,1.5524434,0.7742753
L140_D4.8_U320,r140/t4.8/t4.8_320.cif,140.0,4.800000190734863,320.0,-936.2088623046875,0.43094998598098755,1.5315025,1.0693449
L140_D4.8_U340,r140/t4.8/t4.8_340.cif,140.0,4.800000190734863,340.0,-936.1209716796875,0.5188199877738953,-0.0033939136,3.638098
L140_D4.8_U40,r140/t4.8/t4.8_40.cif,140.0,4.800000190734863,40.0,-936.1203002929688,0.5195299983024597,-3.4083335,5.4980054
L140_D4.8_U60,r140/t4.8/t4.8_60.cif,140.0,4.800000190734863,60.0,-936.2894287109375,0.3503899872303009,-5.1462307,5.231881
L140_D4.8_U80,r140/t4.8/t4.8_80.cif,140.0,4.800000190734863,80.0,-936.346923828125,0.2928900122642517,-5.2485514,5.189887
L140_D6_U0,r140/t6.0/t6.0_0.cif,140.0,6.0,0.0,-936.201416015625,0.43838998675346375,-0.15727039,3.7688515
L140_D6_U100,r140/t6.0/t6.0_100.cif,140.0,6.0,100.0,-936.229736328125,0.4100399911403656,1.5565991,0.33877996
L140_D6_U120,r140/t6.0/t6.0_120.cif,140.0,6.0,120.0,-936.139404296875,0.5004199743270874,2.2036643,0.076344214
