structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy,pca_1,pca_2
L0_D7.2_U60,r0/t7.2/t7.2_60.cif,0.0,7.199999809265137,60.0,-936.1162109375,0.5235599875450134,-2.1726201446267663,1.7495244780612997
L0_D7.2_U80,r0/t7.2/t7.2_80.cif,0.0,7.199999809265137,80.0,-936.2665405273438,0.3732599914073944,-1.495198294222389,-1.241226362625246
L0_D8.4_U0,r0/t8.4/t8.4_0.cif,0.0,8.399999618530273,0.0,-936.4639892578125,0.17583000659942627,-0.34534037199897627,-2.271688497128078
L0_D8.4_U100,r0/t8.4/t8.4_100.cif,0.0,8.399999618530273,100.0,-936.3046875,0.3351399898529053,4.017329355431049,-2.471711189821513
L0_D8.4_U120,r0/t8.4/t8.4_120.cif,0.0,8.399999618530273,120.0,-936.2675170898438,0.3722899854183197,3.064637646227756,-3.504855970167646
L0_D8.4_U140,r0/t8.4/t8.4_140.cif,0.0,8.399999618530273,140.0,-936.2213745117188,0.41843000054359436,0.09642154783635437,-4.181564691153632
L0_D8.4_U160,r0/t8.4/t8.4_160.cif,0.0,8.399999618530273,160.0,-936.1654663085938,0.47435998916625977,-0.851019325353514,-2.5940948945656377
L0_D8.4_U180,r0/t8.4/t8.4_180.cif,0.0,8.399999618530273,180.0,-936.0524291992188,0.5873600244522095,-1.0390801133304621,0.1000024869038062
L0_D8.4_U20,r0/t8.4/t8.4_20.cif,0.0,8.399999618530273,20.0,-936.2846069335938,0.3552199900150299,-0.1576500582084015,1.531273496150883
L0_D8.4_U200,r0/t8.4/t8.4_200.cif,0.0,8.399999618530273,200.0,-935.9815063476562,0.65829998254776,-1.9526083287172473,0.9277961610149752
L0_D8.4_U220,r0/t8.4/t8.4_220.cif,0.0,8.399999618530273,220.0,-936.0154418945312,0.6243500113487244,-2.3382224662873594,-0.6720049205670875
L0_D8.4_U240,r0/t8.4/t8.4_240.cif,0.0,8.399999618530273,240.0,-936.1453247070312,0.4944700002670288,-0.49482803146557197,-0.37946650055867526
L0_D8.4_U260,r0/t8.4/t8.4_260.cif,0.0,8.399999618530273,260.0,-936.1431274414062,0.49665001034736633,0.8148186050418598,-1.2763088753587586
L0_D8.4_U280,r0/t8.4/t8.4_280.cif,0.0,8.399999618530273,280.0,-936.2542114257812,0.385560005903244,1.2382023140180827,-3.6115547248769655
L0_D8.4_U300,r0/t8.4/t8.4_300.cif,0.0,8.399999618530273,300.0,-936.3109741210938,0.3287999927997589,3.469479072575135,-3.0155672094025254
L0_D8.4_U320,r0/t8.4/t8.4_320.cif,0.0,8.399999618530273,320.0,-936.3185424804688,0.32124999165534973,3.2426623298350963,-3.6846821981682867
L0_D8.4_U340,r0/t8.4/t8.4_340.cif,0.0,8.399999618530273,340.0,-936.4236450195312,0.2161799967288971,2.2173756173860264,-3.9865076511384254
L0_D8.4_U40,r0/t8.4/t8.4_40.cif,0.0,8.399999618530273,40.0,-936.1875,0.4523099958896637,0.5662900728056541,3.547501746912795
L0_D8.4_U60,r0/t8.4/t8.4_60.cif,0.0,8.399999618530273,60.0,-936.1660766601562,0.47371000051498413,-1.8685776476675797,1.5618194358656405
L0_D8.4_U80,r0/t8.4/t8.4_80.cif,0.0,8.399999618530273,80.0,-936.1065673828125,0.5332099795341492,-1.685686672878081,-0.3459103381234087
