query_structure_id,neighbor_rank,neighbor_structure_id,metric,score,cluster_label,energy,delta_energy,lower_rotation,displacement,upper_rotation,relative_cif_path,query_energy,query_delta_energy,query_cluster_label,query_lower_rotation,query_displacement,query_upper_rotation,same_cluster,energy_difference,delta_energy_difference,lower_rotation_difference,displacement_difference,upper_rotation_difference
L100_D2.4_U220,1,L100_D1.2_U220,cosine_similarity,0.999673934260746,-1,-937.189453125,-0.5496500134468079,100.0,1.2000000476837158,220.0,r100/t1.2/t1.2_220.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.059814453125,0.05983000993728638,0.0,-1.2000000476837163,0.0
L100_D2.4_U220,2,L100_D0_U200,cosine_similarity,0.9943155843199581,-1,-937.1156005859376,-0.4758200049400329,100.0,0.0,200.0,r100/t0/t0_200.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.1336669921873863,0.13366001844406133,0.0,-2.400000095367432,-20.0
L100_D2.4_U220,3,L100_D1.2_U200,cosine_similarity,0.9912758441633045,-1,-936.9808349609376,-0.3410399854183197,100.0,1.2000000476837158,200.0,r100/t1.2/t1.2_200.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.2684326171873863,0.26844003796577454,0.0,-1.2000000476837163,-20.0
L100_D2.4_U220,4,L100_D0_U220,cosine_similarity,0.9865864485044247,-1,-936.8573608398438,-0.2175900042057037,100.0,0.0,220.0,r100/t0/t0_220.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.39190673828125,0.3918900191783905,0.0,-2.400000095367432,0.0
L100_D2.4_U220,5,L100_D1.2_U240,cosine_similarity,0.9824219909018832,-1,-937.1744384765624,-0.5346300005912781,100.0,1.2000000476837158,240.0,r100/t1.2/t1.2_240.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.07482910156261369,0.07485002279281616,0.0,-1.2000000476837163,20.0
L100_D2.4_U220,6,L100_D9.6_U220,cosine_similarity,0.9654284930121516,-1,-937.1297607421876,-0.489980012178421,100.0,9.600000381469728,220.0,r100/t9.6/t9.6_220.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.11950683593738631,0.11950001120567322,0.0,7.200000286102297,0.0
L100_D2.4_U220,7,L100_D3.6_U220,cosine_similarity,0.9643131759988962,-1,-936.9964599609376,-0.3566400110721588,100.0,3.5999999046325684,220.0,r100/t3.6/t3.6_220.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.2528076171873863,0.2528400123119354,0.0,1.1999998092651363,0.0
L100_D2.4_U220,8,L100_D0_U240,cosine_similarity,0.9578659523891894,-1,-936.9429931640624,-0.3032000064849853,100.0,0.0,240.0,r100/t0/t0_240.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.3062744140626137,0.30628001689910894,0.0,-2.400000095367432,20.0
L100_D2.4_U220,9,L260_D4.8_U140,cosine_similarity,0.9542361294554875,-1,-936.8824462890624,-0.2426300048828125,260.0,4.800000190734863,140.0,r260/t4.8/t4.8_140.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.3668212890626137,0.36685001850128174,160.0,2.400000095367431,-80.0
L100_D2.4_U220,10,L100_D8.4_U240,cosine_similarity,0.9506784188937574,-1,-936.94091796875,-0.3011099994182586,100.0,8.399999618530273,240.0,r100/t8.4/t8.4_240.cif,-937.249267578125,-0.6094800233840942,-1,100.0,2.400000095367432,220.0,True,0.308349609375,0.3083700239658356,0.0,5.999999523162842,20.0
L160_D6_U120,1,L160_D9.6_U120,cosine_similarity,0.9859510265180935,-1,-936.394775390625,0.2450000047683715,160.0,9.600000381469728,120.0,r160/t9.6/t9.6_120.cif,-936.2567138671876,0.3830800056457519,2,160.0,6.0,120.0,False,-0.1380615234373863,-0.1380800008773804,0.0,3.6000003814697283,0.0
L160_D6_U120,2,L160_D7.2_U120,cosine_similarity,0.983126718863559,-1,-936.3064575195312,0.3333300054073334,160.0,7.199999809265137,120.0,r160/t7.2/t7.2_120.cif,-936.2567138671876,0.3830800056457519,2,160.0,6.0,120.0,False,-0.04974365234363631,-0.049750000238418524,0.0,1.1999998092651367,0.0
L160_D6_U120,3,L160_D8.4_U120,cosine_similarity,0.9711931843601012,-1,-936.3511352539062,0.2886799871921539,160.0,8.399999618530273,120.0,r160/t8.4/t8.4_120.cif,-936.2567138671876,0.3830800056457519,2,160.0,6.0,120.0,False,-0.09442138671863631,-0.09440001845359802,0.0,2.3999996185302734,0.0
L160_D6_U120,4,L160_D4.8_U120,cosine_similarity,0.9256568484701453,-1,-936.2574462890624,0.3823400139808655,160.0,4.800000190734863,120.0,r160/t4.8/t4.8_120.cif,-936.2567138671876,0.3830800056457519,2,160.0,6.0,120.0,False,-0.0007324218747726263,-0.0007399916648864191,0.0,-1.1999998092651367,0.0
L160_D6_U120,5,L160_D1.2_U120,cosine_similarity,0.9214290671859481,2,-936.3854370117188,0.254390001296997,160.0,1.2000000476837158,120.0,r160/t1.2/t1.2_120.cif,-936.2567138671876,0.3830800056457519,2,160.0,6.0,120.0,True,-0.1287231445311363,-0.12869000434875488,0.0,-4.799999952316284,0.0
L160_D6_U120,6,L180_D9.6_U120,cosine_similarity,0.9112317638357423,-1,-936.5916137695312,0.0482099987566471,180.0,9.600000381469728,120.0,r180/t9.6/t9.6_120.cif,-936.2567138671876,0.3830800056457519,2,160.0,6.0,120.0,False,-0.3348999023436363,-0.3348700068891048,20.0,3.6000003814697283,0.0
