query_structure_id,neighbor_structure_id,rank,similarity_score,distance_metric
L160_D1.2_U80,L140_D2.4_U60,9,0.8876075171689347,cosine
L160_D1.2_U80,L140_D8.4_U80,10,0.8873419772546415,cosine
L160_D2.4_U0,L160_D1.2_U340,1,0.9164849995613827,cosine
L160_D2.4_U0,L160_D2.4_U340,2,0.9054822618027271,cosine
L160_D2.4_U0,L160_D3.6_U160,3,0.9030688228918103,cosine
L160_D2.4_U0,L160_D6_U340,4,0.8934692707280315,cosine
L160_D2.4_U0,L160_D7.2_U340,5,0.8575688345311608,cosine
L160_D2.4_U0,L160_D0_U160,6,0.8455076776165724,cosine
L160_D2.4_U0,L140_D7.2_U320,7,0.8370985711260024,cosine
L160_D2.4_U0,L120_D2.4_U320,8,0.8302656065478157,cosine
L160_D2.4_U0,L160_D8.4_U340,9,0.8236272372114497,cosine
L160_D2.4_U0,L40_D0_U0,10,0.821637822623869,cosine
L160_D2.4_U100,L160_D1.2_U100,1,0.9807371750668082,cosine
L160_D2.4_U100,L160_D0_U300,2,0.9655523995862422,cosine
L160_D2.4_U100,L160_D2.4_U300,3,0.9416744270610253,cosine
L160_D2.4_U100,L160_D7.2_U300,4,0.9119767882737432,cosine
L160_D2.4_U100,L160_D0_U120,5,0.9109199382955409,cosine
L160_D2.4_U100,L160_D1.2_U280,6,0.9066287220219005,cosine
L160_D2.4_U100,L160_D1.2_U300,7,0.8890615449157542,cosine
L160_D2.4_U100,L320_D0_U80,8,0.8878445042861594,cosine
L160_D2.4_U100,L160_D9.6_U300,9,0.8785609487603113,cosine
L160_D2.4_U100,L160_D4.8_U100,10,0.8780537938808533,cosine
L160_D2.4_U120,L160_D1.2_U120,1,0.9975012482662721,cosine
L160_D2.4_U120,L160_D3.6_U120,2,0.9640452551968439,cosine
L160_D2.4_U120,L160_D4.8_U120,3,0.9600736081781528,cosine
L160_D2.4_U120,L180_D0_U120,4,0.9329040364222252,cosine
L160_D2.4_U120,L160_D0_U100,5,0.9207733019106351,cosine
L160_D2.4_U120,L160_D6_U120,6,0.9108810465058998,cosine
L160_D2.4_U120,L180_D1.2_U120,7,0.9054019904495083,cosine
L160_D2.4_U120,L140_D1.2_U120,8,0.9019500755746411,cosine
L160_D2.4_U120,L180_D2.4_U120,9,0.8971848489894393,cosine
L160_D2.4_U120,L180_D3.6_U120,10,0.8940964463611912,cosine
L160_D2.4_U140,L160_D4.8_U140,1,0.9533412240363499,cosine
L160_D2.4_U140,L160_D3.6_U140,2,0.9514241291921426,cosine
L160_D2.4_U140,L160_D4.8_U340,3,0.9138624320286699,cosine
L160_D2.4_U140,L160_D6_U140,4,0.9043814199629373,cosine
L160_D2.4_U140,L160_D3.6_U340,5,0.9042286061913185,cosine
L160_D2.4_U140,L160_D2.4_U240,6,0.9036570496169842,cosine
L160_D2.4_U140,L140_D1.2_U140,7,0.8974275332654008,cosine
L160_D2.4_U140,L180_D2.4_U140,8,0.8951588199164895,cosine
L160_D2.4_U140,L160_D4.8_U320,9,0.8713759459346102,cosine
L160_D2.4_U140,L140_D2.4_U240,10,0.8694482339733371,cosine
L160_D2.4_U160,L160_D0_U180,1,0.9646154876333486,cosine
L160_D2.4_U160,L160_D2.4_U180,2,0.9636412534036795,cosine
L160_D2.4_U160,L160_D4.8_U160,3,0.931163376883715,cosine
L160_D2.4_U160,L160_D1.2_U160,4,0.9040125338014698,cosine
L160_D2.4_U160,L160_D7.2_U160,5,0.8918448449235372,cosine
L160_D2.4_U160,L160_D6_U160,6,0.8757404902424148,cosine
L160_D2.4_U160,L160_D9.6_U180,7,0.8695247532682248,cosine
L160_D2.4_U160,L160_D8.4_U160,8,0.8692773905785844,cosine
L160_D2.4_U160,L160_D3.6_U180,9,0.8683163011380086,cosine
L160_D2.4_U160,L160_D4.8_U180,10,0.8528238591561804,cosine
L160_D2.4_U180,L160_D2.4_U160,1,0.9636412534036795,cosine
L160_D2.4_U180,L160_D0_U180,2,0.963525341062278,cosine
L160_D2.4_U180,L160_D3.6_U180,3,0.9302031255423512,cosine
L160_D2.4_U180,L160_D1.2_U180,4,0.9274706419857484,cosine
L160_D2.4_U180,L160_D9.6_U180,5,0.9247952931535438,cosine
L160_D2.4_U180,L160_D4.8_U160,6,0.9221843183985617,cosine
L160_D2.4_U180,L160_D4.8_U180,7,0.9120512853675656,cosine
L160_D2.4_U180,L160_D8.4_U180,8,0.9095304913933365,cosine
L160_D2.4_U180,L160_D6_U180,9,0.8994409303573709,cosine
L160_D2.4_U180,L160_D7.2_U160,10,0.8876790310446393,cosine
L160_D2.4_U20,L160_D1.2_U20,1,0.9877090229938565,cosine
L160_D2.4_U20,L160_D3.6_U20,2,0.9858313079288629,cosine
L160_D2.4_U20,L160_D4.8_U20,3,0.9798516083194282,cosine
L160_D2.4_U20,L160_D0_U20,4,0.9782310880250698,cosine
L160_D2.4_U20,L160_D0_U0,5,0.9782310880250698,cosine
L160_D2.4_U20,L160_D1.2_U0,6,0.9631060621134917,cosine
L160_D2.4_U20,L160_D3.6_U0,7,0.9053887903288798,cosine
L160_D2.4_U20,L160_D6_U20,8,0.88739135615482,cosine
L160_D2.4_U20,L160_D4.8_U0,9,0.8853336359581495,cosine
L160_D2.4_U20,L160_D9.6_U0,10,0.8598000736651048,cosine
L160_D2.4_U200,L160_D1.2_U200,1,0.9692391926600279,cosine
L160_D2.4_U200,L160_D3.6_U200,2,0.9663062705331313,cosine
L160_D2.4_U200,L160_D0_U200,3,0.9641373957672622,cosine
L160_D2.4_U200,L160_D4.8_U200,4,0.9474306859727458,cosine
L160_D2.4_U200,L160_D6_U200,5,0.8915559372144467,cosine
L160_D2.4_U200,L160_D8.4_U220,6,0.8812531580567343,cosine
L160_D2.4_U200,L160_D8.4_U200,7,0.8724229594212192,cosine
L160_D2.4_U200,L160_D7.2_U200,8,0.8715324562439984,cosine
L160_D2.4_U200,L160_D9.6_U200,9,0.8670468252681054,cosine
L160_D2.4_U200,L160_D7.2_U220,10,0.8583691049255276,cosine
L160_D2.4_U220,L160_D0_U220,1,0.96957207616371,cosine
L160_D2.4_U220,L160_D3.6_U220,2,0.9506104050106927,cosine
L160_D2.4_U220,L160_D1.2_U220,3,0.9443041905492625,cosine
L160_D2.4_U220,L160_D4.8_U220,4,0.9356727072462413,cosine
L160_D2.4_U220,L160_D6_U220,5,0.9228421721653705,cosine
L160_D2.4_U220,L160_D7.2_U220,6,0.89100801388202,cosine
L160_D2.4_U220,L160_D9.6_U220,7,0.8659777941077031,cosine
L160_D2.4_U220,L160_D4.8_U200,8,0.8640008247582797,cosine
L160_D2.4_U220,L160_D8.4_U60,9,0.8507484495744684,cosine
L160_D2.4_U220,L160_D9.6_U60,10,0.8492447364886566,cosine
L160_D2.4_U240,L160_D1.2_U140,1,0.9549824869910438,cosine
L160_D2.4_U240,L160_D4.8_U320,2,0.9120708350253898,cosine
L160_D2.4_U240,L160_D3.6_U320,3,0.9098794005796795,cosine
L160_D2.4_U240,L160_D2.4_U140,4,0.9036570496169842,cosine
L160_D2.4_U240,L180_D2.4_U240,5,0.9026106670394356,cosine
L160_D2.4_U240,L160_D3.6_U140,6,0.8985952170424742,cosine
L160_D2.4_U240,L160_D4.8_U140,7,0.8860302897779342,cosine
L160_D2.4_U240,L160_D3.6_U280,8,0.8852550913862718,cosine
L160_D2.4_U240,L140_D0_U140,9,0.8847294076683003,cosine
L160_D2.4_U240,L160_D4.8_U280,10,0.8821326460482903,cosine
L160_D2.4_U260,L160_D3.6_U260,1,0.9532412913479578,cosine
L160_D2.4_U260,L160_D1.2_U260,2,0.9360797851378534,cosine
L160_D2.4_U260,L160_D0_U260,3,0.8845262392328483,cosine
L160_D2.4_U260,L160_D0_U100,4,0.8810407602140393,cosine
L160_D2.4_U260,L160_D4.8_U260,5,0.8712996940182303,cosine
L160_D2.4_U260,L160_D4.8_U100,6,0.8589335955968336,cosine
L160_D2.4_U260,L160_D8.4_U260,7,0.8546780588108907,cosine
L160_D2.4_U260,L320_D2.4_U260,8,0.8540973605589507,cosine
L160_D2.4_U260,L160_D3.6_U100,9,0.8540547060904974,cosine
L160_D2.4_U260,L160_D1.2_U100,10,0.8530572342893223,cosine
L160_D2.4_U280,L160_D3.6_U80,1,0.958023923495412,cosine
L160_D2.4_U280,L160_D2.4_U80,2,0.9499856514386771,cosine
L160_D2.4_U280,L160_D6_U280,3,0.939317105289414,cosine
L160_D2.4_U280,L160_D0_U280,4,0.930134533065905,cosine
L160_D2.4_U280,L160_D1.2_U280,5,0.9295864566636028,cosine
L160_D2.4_U280,L160_D9.6_U280,6,0.9159296095725428,cosine
L160_D2.4_U280,L160_D3.6_U280,7,0.9016423430692933,cosine
L160_D2.4_U280,L160_D4.8_U280,8,0.9013220494698699,cosine
L160_D2.4_U280,L160_D4.8_U80,9,0.8964695118890107,cosine
L160_D2.4_U280,L160_D3.6_U100,10,0.8943856283575434,cosine
L160_D2.4_U300,L160_D1.2_U100,1,0.9668112734973763,cosine
L160_D2.4_U300,L160_D0_U300,2,0.959665551576023,cosine
L160_D2.4_U300,L160_D6_U300,3,0.9472147472662326,cosine
L160_D2.4_U300,L160_D2.4_U100,4,0.9416744270610253,cosine
L160_D2.4_U300,L160_D7.2_U300,5,0.9320649865769708,cosine
L160_D2.4_U300,L160_D4.8_U300,6,0.9045274064275808,cosine
L160_D2.4_U300,L160_D8.4_U300,7,0.9011840779855109,cosine
L160_D2.4_U300,L160_D2.4_U320,8,0.8902043919001678,cosine
L160_D2.4_U300,L160_D0_U120,9,0.8894940019648738,cosine
L160_D2.4_U300,L160_D6_U320,10,0.8771576141330667,cosine
L160_D2.4_U320,L160_D6_U320,1,0.9351576835221754,cosine
L160_D2.4_U320,L160_D7.2_U320,2,0.9270142333419525,cosine
L160_D2.4_U320,L160_D0_U140,3,0.9245951881549351,cosine
L160_D2.4_U320,L160_D4.8_U300,4,0.9062214845211064,cosine
L160_D2.4_U320,L160_D8.4_U320,5,0.8933875990456623,cosine
L160_D2.4_U320,L160_D2.4_U300,6,0.8902043919001678,cosine
L160_D2.4_U320,L160_D6_U300,7,0.8870942727916244,cosine
L160_D2.4_U320,L160_D1.2_U140,8,0.8746090310689983,cosine
L160_D2.4_U320,L160_D1.2_U340,9,0.8708502977681782,cosine
L160_D2.4_U320,L160_D3.6_U300,10,0.863978507243519,cosine
L160_D2.4_U340,L160_D1.2_U340,1,0.9704888888193659,cosine
L160_D2.4_U340,L160_D6_U340,2,0.9501288829075085,cosine
L160_D2.4_U340,L160_D3.6_U340,3,0.9366804867232722,cosine
L160_D2.4_U340,L160_D0_U340,4,0.9344485945062434,cosine
L160_D2.4_U340,L160_D4.8_U340,5,0.9216801352763657,cosine
L160_D2.4_U340,L160_D4.8_U320,6,0.9165748939648346,cosine
L160_D2.4_U340,L160_D3.6_U320,7,0.912044110427592,cosine
L160_D2.4_U340,L160_D2.4_U0,8,0.9054822618027271,cosine
L160_D2.4_U340,L140_D1.2_U320,9,0.8906649809485868,cosine
L160_D2.4_U340,L160_D8.4_U340,10,0.8844888087956758,cosine
L160_D2.4_U40,L160_D1.2_U40,1,0.9936983223460221,cosine
L160_D2.4_U40,L160_D3.6_U40,2,0.9556342087098328,cosine
L160_D2.4_U40,L160_D0_U40,3,0.9534882418744272,cosine
L160_D2.4_U40,L160_D6_U40,4,0.9450333594734815,cosine
L160_D2.4_U40,L160_D4.8_U40,5,0.9438207743920761,cosine
L160_D2.4_U40,L160_D7.2_U40,6,0.9166186179906033,cosine
L160_D2.4_U40,L160_D8.4_U40,7,0.8876823964908089,cosine
L160_D2.4_U40,L160_D9.6_U40,8,0.8749297080103491,cosine
L160_D2.4_U40,L140_D0_U40,9,0.8335380645006022,cosine
L160_D2.4_U40,L140_D1.2_U40,10,0.8260261692853105,cosine
L160_D2.4_U60,L160_D1.2_U80,1,0.9820622716954303,cosine
L160_D2.4_U60,L160_D3.6_U280,2,0.9282338556168453,cosine
L160_D2.4_U60,L160_D1.2_U60,3,0.9157871869486142,cosine
L160_D2.4_U60,L160_D0_U80,4,0.9112058563667002,cosine
L160_D2.4_U60,L160_D4.8_U280,5,0.9059619322483503,cosine
L160_D2.4_U60,L160_D7.2_U80,6,0.8966182589272271,cosine
L160_D2.4_U60,L180_D2.4_U80,7,0.8848061242534468,cosine
L160_D2.4_U60,L160_D2.4_U80,8,0.872022055727695,cosine
L160_D2.4_U60,L180_D1.2_U80,9,0.8664919461588974,cosine
L160_D2.4_U60,L140_D2.4_U60,10,0.8629960770887234,cosine
L160_D2.4_U80,L160_D3.6_U80,1,0.9775884110536314,cosine
L160_D2.4_U80,L160_D2.4_U280,2,0.9499856514386771,cosine
L160_D2.4_U80,L160_D4.8_U80,3,0.9279291200854184,cosine
L160_D2.4_U80,L160_D6_U80,4,0.9258630287126303,cosine
L160_D2.4_U80,L160_D0_U280,5,0.9225464463691844,cosine
L160_D2.4_U80,L160_D3.6_U280,6,0.916352811814576,cosine
L160_D2.4_U80,L160_D4.8_U280,7,0.9124033451658934,cosine
L160_D2.4_U80,L160_D6_U280,8,0.9012228969972087,cosine
L160_D2.4_U80,L160_D1.2_U280,9,0.8878071062985328,cosine
L160_D2.4_U80,L140_D3.6_U80,10,0.8832981640855808,cosine
L160_D3.6_U0,L160_D4.8_U0,1,0.9909840273563816,cosine
L160_D3.6_U0,L160_D1.2_U0,2,0.9518361038234053,cosine
L160_D3.6_U0,L160_D4.8_U20,3,0.9485420584442408,cosine
L160_D3.6_U0,L160_D2.4_U20,4,0.9053887903288798,cosine
L160_D3.6_U0,L160_D3.6_U20,5,0.8862648145719666,cosine
L160_D3.6_U0,L160_D1.2_U20,6,0.8785541259399103,cosine
L160_D3.6_U0,L160_D2.4_U180,7,0.8733433139836897,cosine
L160_D3.6_U0,L160_D6_U0,8,0.8718687771092256,cosine
L160_D3.6_U0,L160_D3.6_U180,9,0.8557044340149934,cosine
L160_D3.6_U0,L160_D0_U0,10,0.8515320982068376,cosine
L160_D3.6_U100,L160_D4.8_U100,1,0.9887813032501889,cosine
L160_D3.6_U100,L160_D6_U100,2,0.9506256066319779,cosine
L160_D3.6_U100,L160_D7.2_U100,3,0.9293193264473742,cosine
L160_D3.6_U100,L160_D1.2_U100,4,0.9168064097797203,cosine
L160_D3.6_U100,L180_D1.2_U100,5,0.9018000873139097,cosine
L160_D3.6_U100,L160_D2.4_U280,6,0.8943856283575434,cosine
L160_D3.6_U100,L140_D6_U100,7,0.8918570854508455,cosine
L160_D3.6_U100,L180_D0_U100,8,0.8773321184252852,cosine
L160_D3.6_U100,L160_D6_U300,9,0.8765823510391463,cosine
L160_D3.6_U100,L160_D2.4_U300,10,0.8762976996037499,cosine
L160_D3.6_U120,L160_D4.8_U120,1,0.9904970114610376,cosine
L160_D3.6_U120,L160_D2.4_U120,2,0.9640452551968439,cosine
L160_D3.6_U120,L160_D1.2_U120,3,0.9634931296073425,cosine
L160_D3.6_U120,L140_D3.6_U120,4,0.9163920653959768,cosine
L160_D3.6_U120,L160_D0_U100,5,0.9112607581989605,cosine
L160_D3.6_U120,L140_D1.2_U120,6,0.8985409627974601,cosine
L160_D3.6_U120,L160_D6_U120,7,0.8881030497703064,cosine
L160_D3.6_U120,L180_D4.8_U120,8,0.8786639314849499,cosine
L160_D3.6_U120,L160_D1.2_U160,9,0.8768113478811597,cosine
L160_D3.6_U120,L140_D2.4_U120,10,0.8705739106430372,cosine
L160_D3.6_U140,L160_D4.8_U140,1,0.989163450041393,cosine
L160_D3.6_U140,L160_D2.4_U140,2,0.9514241291921426,cosine
L160_D3.6_U140,L160_D6_U140,3,0.94231367119308,cosine
L160_D3.6_U140,L160_D2.4_U240,4,0.8985952170424742,cosine
L160_D3.6_U140,L140_D1.2_U140,5,0.8894104620001522,cosine
L160_D3.6_U140,L140_D0_U140,6,0.881982633177382,cosine
L160_D3.6_U140,L180_D3.6_U140,7,0.8721048968119552,cosine
L160_D3.6_U140,L180_D4.8_U140,8,0.8645641664255891,cosine
L160_D3.6_U140,L160_D7.2_U140,9,0.8642728626700221,cosine
L160_D3.6_U140,L160_D1.2_U140,10,0.8633447997003347,cosine
L160_D3.6_U160,L160_D0_U160,1,0.9709484404775789,cosine
L160_D3.6_U160,L160_D1.2_U160,2,0.9250661903314136,cosine
L160_D3.6_U160,L160_D2.4_U0,3,0.9030688228918103,cosine
L160_D3.6_U160,L160_D7.2_U340,4,0.8808762154739598,cosine
L160_D3.6_U160,L160_D9.6_U160,5,0.8654815382867375,cosine
L160_D3.6_U160,L160_D8.4_U160,6,0.8642375701856907,cosine
L160_D3.6_U160,L320_D4.8_U160,7,0.8617933140371484,cosine
L160_D3.6_U160,L320_D4.8_U140,8,0.8587430626160734,cosine
L160_D3.6_U160,L160_D1.2_U340,9,0.857297106069827,cosine
L160_D3.6_U160,L140_D8.4_U120,10,0.8483162415841773,cosine
L160_D3.6_U180,L160_D4.8_U180,1,0.9928617308139527,cosine
L160_D3.6_U180,L160_D6_U180,2,0.9526050256594532,cosine
L160_D3.6_U180,L160_D7.2_U180,3,0.9507052791515767,cosine
L160_D3.6_U180,L160_D4.8_U160,4,0.9459855927490108,cosine
L160_D3.6_U180,L160_D1.2_U180,5,0.9435728851675527,cosine
L160_D3.6_U180,L160_D8.4_U180,6,0.9304938697472381,cosine
L160_D3.6_U180,L160_D2.4_U180,7,0.9302031255423512,cosine
L160_D3.6_U180,L160_D9.6_U180,8,0.9026637312689381,cosine
L160_D3.6_U180,L160_D6_U160,9,0.8890639388902428,cosine
L160_D3.6_U180,L160_D0_U180,10,0.878611296733725,cosine
L160_D3.6_U20,L160_D2.4_U20,1,0.9858313079288629,cosine
L160_D3.6_U20,L160_D4.8_U20,2,0.9790430490397373,cosine
L160_D3.6_U20,L160_D1.2_U20,3,0.9686083798658335,cosine
L160_D3.6_U20,L160_D0_U20,4,0.9590257283811365,cosine
L160_D3.6_U20,L160_D0_U0,5,0.9590257283811365,cosine
L160_D3.6_U20,L160_D1.2_U0,6,0.929714263527667,cosine
L160_D3.6_U20,L160_D6_U20,7,0.8969686006842864,cosine
L160_D3.6_U20,L160_D3.6_U0,8,0.8862648145719666,cosine
L160_D3.6_U20,L160_D4.8_U0,9,0.8716077761868509,cosine
L160_D3.6_U20,L160_D0_U340,10,0.8520189277395757,cosine
L160_D3.6_U200,L160_D4.8_U200,1,0.9685828110041942,cosine
L160_D3.6_U200,L160_D2.4_U200,2,0.9663062705331313,cosine
L160_D3.6_U200,L160_D0_U200,3,0.9274958062663035,cosine
L160_D3.6_U200,L160_D8.4_U200,4,0.9105444482360705,cosine
L160_D3.6_U200,L160_D1.2_U200,5,0.904833784966237,cosine
L160_D3.6_U200,L160_D6_U200,6,0.9037245699321704,cosine
L160_D3.6_U200,L160_D7.2_U200,7,0.8886520812959342,cosine
L160_D3.6_U200,L160_D8.4_U220,8,0.8767156824986686,cosine
L160_D3.6_U200,L160_D9.6_U200,9,0.8661902891284966,cosine
L160_D3.6_U200,L160_D6_U220,10,0.8579949521428274,cosine
L160_D3.6_U220,L160_D4.8_U220,1,0.9955198983820629,cosine
L160_D3.6_U220,L160_D6_U220,2,0.9774728355672822,cosine
L160_D3.6_U220,L160_D2.4_U220,3,0.9506104050106927,cosine
L160_D3.6_U220,L160_D7.2_U220,4,0.9406011504709775,cosine
L160_D3.6_U220,L160_D4.8_U200,5,0.9313146273688174,cosine
L160_D3.6_U220,L160_D1.2_U220,6,0.9240883052840442,cosine
L160_D3.6_U220,L160_D0_U220,7,0.9186786190616574,cosine
L160_D3.6_U220,L160_D8.4_U220,8,0.9104698501301516,cosine
L160_D3.6_U220,L160_D9.6_U220,9,0.9095800163404083,cosine
L160_D3.6_U220,L160_D6_U200,10,0.9034261342009208,cosine
L160_D3.6_U240,L160_D4.8_U240,1,0.9886421443828364,cosine
L160_D3.6_U240,L160_D6_U240,2,0.9524348971637376,cosine
L160_D3.6_U240,L160_D1.2_U240,3,0.9292826944234276,cosine
L160_D3.6_U240,L160_D7.2_U240,4,0.9180863252031585,cosine
L160_D3.6_U240,L160_D8.4_U240,5,0.900182110103779,cosine
L160_D3.6_U240,L160_D9.6_U240,6,0.8749316653851411,cosine
L160_D3.6_U240,L160_D0_U240,7,0.8570520315329958,cosine
L160_D3.6_U240,L180_D4.8_U240,8,0.8547933130609973,cosine
L160_D3.6_U240,L180_D3.6_U240,9,0.8542521749318428,cosine
L160_D3.6_U240,L160_D4.8_U260,10,0.8380592904584961,cosine
L160_D3.6_U260,L160_D4.8_U260,1,0.972504394174941,cosine
L160_D3.6_U260,L160_D2.4_U260,2,0.9532412913479578,cosine
L160_D3.6_U260,L160_D6_U260,3,0.9423490911961168,cosine
L160_D3.6_U260,L160_D0_U100,4,0.9237527985532793,cosine
L160_D3.6_U260,L160_D0_U240,5,0.886396514145673,cosine
L160_D3.6_U260,L160_D7.2_U260,6,0.880945598160992,cosine
L160_D3.6_U260,L160_D8.4_U260,7,0.8620538363709169,cosine
L160_D3.6_U260,L160_D1.2_U240,8,0.8392621373577951,cosine
L160_D3.6_U260,L160_D9.6_U260,9,0.837816748463863,cosine
L160_D3.6_U260,L180_D4.8_U260,10,0.8353206097456255,cosine
L160_D3.6_U280,L160_D4.8_U280,1,0.9937992150128382,cosine
L160_D3.6_U280,L160_D2.4_U60,2,0.9282338556168453,cosine
L160_D3.6_U280,L160_D1.2_U80,3,0.9220896039285947,cosine
L160_D3.6_U280,L160_D2.4_U80,4,0.916352811814576,cosine
L160_D3.6_U280,L160_D9.6_U280,5,0.9132327639335327,cosine
L160_D3.6_U280,L160_D8.4_U280,6,0.9045305708031284,cosine
L160_D3.6_U280,L160_D7.2_U280,7,0.9017216435819903,cosine
L160_D3.6_U280,L160_D2.4_U280,8,0.9016423430692933,cosine
L160_D3.6_U280,L160_D2.4_U240,9,0.8852550913862718,cosine
L160_D3.6_U280,L140_D2.4_U280,10,0.8783097079476454,cosine
L160_D3.6_U300,L160_D4.8_U300,1,0.9872998839890751,cosine
L160_D3.6_U300,L160_D4.8_U320,2,0.9475079285987097,cosine
L160_D3.6_U300,L160_D3.6_U320,3,0.9469877159443686,cosine
L160_D3.6_U300,L140_D6_U300,4,0.9193903878586205,cosine
L160_D3.6_U300,L140_D1.2_U300,5,0.9132054534621062,cosine
L160_D3.6_U300,L140_D7.2_U300,6,0.9112312663741238,cosine
L160_D3.6_U300,L160_D6_U300,7,0.9089219961717151,cosine
L160_D3.6_U300,L140_D0_U300,8,0.9047416152957464,cosine
L160_D3.6_U300,L160_D6_U320,9,0.9030797942736088,cosine
L160_D3.6_U300,L140_D8.4_U300,10,0.899119628540991,cosine
L160_D3.6_U320,L160_D4.8_U320,1,0.9969177580831963,cosine
L160_D3.6_U320,L160_D3.6_U300,2,0.9469877159443686,cosine
L160_D3.6_U320,L160_D4.8_U300,3,0.912608292668227,cosine
L160_D3.6_U320,L160_D2.4_U340,4,0.912044110427592,cosine
L160_D3.6_U320,L160_D2.4_U240,5,0.9098794005796795,cosine
L160_D3.6_U320,L140_D6_U320,6,0.9015228167731136,cosine
L160_D3.6_U320,L160_D3.6_U340,7,0.8981413468254666,cosine
L160_D3.6_U320,L160_D4.8_U340,8,0.8937532381016601,cosine
L160_D3.6_U320,L140_D2.4_U300,9,0.8934299584586073,cosine
L160_D3.6_U320,L160_D6_U340,10,0.8889295159243726,cosine
L160_D3.6_U340,L160_D4.8_U340,1,0.9972666380220788,cosine
L160_D3.6_U340,L160_D0_U340,2,0.9612496098790544,cosine
L160_D3.6_U340,L160_D2.4_U340,3,0.9366804867232722,cosine
L160_D3.6_U340,L160_D2.4_U140,4,0.9042286061913185,cosine
L160_D3.6_U340,L160_D3.6_U320,5,0.8981413468254666,cosine
L160_D3.6_U340,L160_D4.8_U320,6,0.8958979412884807,cosine
L160_D3.6_U340,L140_D2.4_U320,7,0.8950198557230691,cosine
L160_D3.6_U340,L160_D6_U340,8,0.8707440024165344,cosine
L160_D3.6_U340,L140_D3.6_U320,9,0.8664626625801145,cosine
L160_D3.6_U340,L160_D9.6_U340,10,0.8600538799580699,cosine
L160_D3.6_U40,L160_D4.8_U40,1,0.9974744184499172,cosine
L160_D3.6_U40,L160_D2.4_U40,2,0.9556342087098328,cosine
L160_D3.6_U40,L160_D1.2_U40,3,0.9425125318854536,cosine
L160_D3.6_U40,L160_D6_U40,4,0.9302668797825658,cosine
L160_D3.6_U40,L160_D7.2_U40,5,0.8588780946145379,cosine
L160_D3.6_U40,L160_D0_U40,6,0.8527382598807856,cosine
L160_D3.6_U40,L140_D3.6_U40,7,0.8426871962491239,cosine
L160_D3.6_U40,L180_D4.8_U40,8,0.8348336192182225,cosine
L160_D3.6_U40,L180_D3.6_U40,9,0.8251590426668737,cosine
L160_D3.6_U40,L40_D4.8_U40,10,0.8174128704763015,cosine
L160_D3.6_U60,L160_D4.8_U60,1,0.9819716468940248,cosine
L160_D3.6_U60,L160_D0_U60,2,0.9645568992914281,cosine
L160_D3.6_U60,L160_D6_U60,3,0.9217638839080194,cosine
L160_D3.6_U60,L180_D4.8_U80,4,0.92149272392777,cosine
L160_D3.6_U60,L160_D1.2_U60,5,0.9103570687867457,cosine
L160_D3.6_U60,L160_D7.2_U60,6,0.8881452306744828,cosine
L160_D3.6_U60,L160_D0_U80,7,0.8851957895893904,cosine
L160_D3.6_U60,L160_D9.6_U60,8,0.8823492469571986,cosine
L160_D3.6_U60,L160_D8.4_U60,9,0.8781226000137556,cosine
L160_D3.6_U60,L160_D8.4_U80,10,0.8704754244714055,cosine
L160_D3.6_U80,L160_D2.4_U80,1,0.9775884110536314,cosine
L160_D3.6_U80,L160_D4.8_U80,2,0.9706538125330977,cosine
L160_D3.6_U80,L160_D2.4_U280,3,0.958023923495412,cosine
L160_D3.6_U80,L160_D0_U280,4,0.9532217995084965,cosine
L160_D3.6_U80,L160_D6_U80,5,0.9464267502830911,cosine
L160_D3.6_U80,L160_D6_U280,6,0.9231828890156166,cosine
L160_D3.6_U80,L160_D1.2_U280,7,0.9112033563830947,cosine
L160_D3.6_U80,L160_D7.2_U280,8,0.8895374204999307,cosine
L160_D3.6_U80,L160_D9.6_U280,9,0.8838079829844372,cosine
L160_D3.6_U80,L160_D3.6_U280,10,0.8735135907783708,cosine
L160_D4.8_U0,L160_D3.6_U0,1,0.9909840273563816,cosine
L160_D4.8_U0,L160_D4.8_U20,2,0.9401532319511369,cosine
L160_D4.8_U0,L160_D1.2_U0,3,0.9287569556899308,cosine
L160_D4.8_U0,L160_D6_U0,4,0.914640523380756,cosine
L160_D4.8_U0,L160_D2.4_U180,5,0.886843223935981,cosine
L160_D4.8_U0,L160_D2.4_U20,6,0.8853336359581495,cosine
L160_D4.8_U0,L160_D7.2_U0,7,0.8729896035204263,cosine
L160_D4.8_U0,L160_D3.6_U20,8,0.8716077761868509,cosine
L160_D4.8_U0,L160_D4.8_U340,9,0.8604604234202102,cosine
L160_D4.8_U0,L160_D3.6_U180,10,0.854509766406249,cosine
L160_D4.8_U100,L160_D3.6_U100,1,0.9887813032501889,cosine
L160_D4.8_U100,L160_D6_U100,2,0.9600715242558002,cosine
L160_D4.8_U100,L160_D7.2_U100,3,0.9293891941991858,cosine
L160_D4.8_U100,L160_D1.2_U100,4,0.9231167080883098,cosine
L160_D4.8_U100,L180_D1.2_U100,5,0.8995967130501223,cosine
L160_D4.8_U100,L180_D2.4_U100,6,0.8943436824176679,cosine
L160_D4.8_U100,L180_D3.6_U100,7,0.8889022865955891,cosine
L160_D4.8_U100,L160_D2.4_U100,8,0.8780537938808533,cosine
L160_D4.8_U100,L160_D2.4_U300,9,0.8762078619685671,cosine
L160_D4.8_U100,L160_D8.4_U300,10,0.872482585006088,cosine
L160_D4.8_U120,L160_D3.6_U120,1,0.9904970114610376,cosine
