,file_id,r_bottom,displacement,r_upper,energy_values_experimental,adjusted_energy
745,r160_t6.0_t6.0_20_transformed.cif,160,6.0,20,-936.37681,0.2629900000000589
746,r160_t6.0_t6.0_220_transformed.cif,160,6.0,220,-936.21539,0.4244100000000799
747,r160_t6.0_t6.0_240_transformed.cif,160,6.0,240,-936.23639,0.403410000000008
748,r160_t6.0_t6.0_260_transformed.cif,160,6.0,260,-936.17142,0.4683800000000246
749,r160_t6.0_t6.0_280_transformed.cif,160,6.0,280,-936.26944,0.3703600000000051
750,r160_t6.0_t6.0_300_transformed.cif,160,6.0,300,-936.33383,0.3059700000000021
751,r160_t6.0_t6.0_320_transformed.cif,160,6.0,320,-936.45199,0.1878100000000131
752,r160_t6.0_t6.0_340_transformed.cif,160,6.0,340,-936.42754,0.2122600000000147
753,r160_t6.0_t6.0_40_transformed.cif,160,6.0,40,-936.09159,0.54821000000004
754,r160_t6.0_t6.0_60_transformed.cif,160,6.0,60,-936.17611,0.4636900000000423
755,r160_t6.0_t6.0_80_transformed.cif,160,6.0,80,-936.47802,0.1617800000000215
756,r160_t7.2_t7.2_0_transformed.cif,160,7.2,0,-936.2392,0.400600000000054
757,r160_t7.2_t7.2_100_transformed.cif,160,7.2,100,-936.34384,0.2959600000000364
758,r160_t7.2_t7.2_120_transformed.cif,160,7.2,120,-936.30647,0.3333300000000463
759,r160_t7.2_t7.2_140_transformed.cif,160,7.2,140,-936.35678,0.2830200000000786
760,r160_t7.2_t7.2_160_transformed.cif,160,7.2,160,-936.23998,0.3998200000000906
761,r160_t7.2_t7.2_180_transformed.cif,160,7.2,180,-936.27206,0.3677400000000261
762,r160_t7.2_t7.2_200_transformed.cif,160,7.2,200,-936.19331,0.4464900000000398
763,r160_t7.2_t7.2_20_transformed.cif,160,7.2,20,-936.11429,0.5255100000000539
764,r160_t7.2_t7.2_220_transformed.cif,160,7.2,220,-936.15314,0.4866600000000289
765,r160_t7.2_t7.2_240_transformed.cif,160,7.2,240,-936.20656,0.4332400000000689
766,r160_t7.2_t7.2_260_transformed.cif,160,7.2,260,-936.21778,0.4220200000000886
767,r160_t7.2_t7.2_280_transformed.cif,160,7.2,280,-936.22669,0.4131100000000742
768,r160_t7.2_t7.2_300_transformed.cif,160,7.2,300,-936.42526,0.2145400000000563
769,r160_t7.2_t7.2_320_transformed.cif,160,7.2,320,-936.47793,0.1618700000000217
770,r160_t7.2_t7.2_340_transformed.cif,160,7.2,340,-936.43146,0.208340000000021
771,r160_t7.2_t7.2_40_transformed.cif,160,7.2,40,-936.062,0.5778000000000247
772,r160_t7.2_t7.2_60_transformed.cif,160,7.2,60,-936.15662,0.4831800000000612
773,r160_t7.2_t7.2_80_transformed.cif,160,7.2,80,-936.25722,0.3825800000000754
774,r160_t8.4_t8.4_0_transformed.cif,160,8.4,0,-936.10315,0.5366500000000087
775,r160_t8.4_t8.4_100_transformed.cif,160,8.4,100,-936.21633,0.4234700000000657
776,r160_t8.4_t8.4_120_transformed.cif,160,8.4,120,-936.35112,0.2886799999999994
777,r160_t8.4_t8.4_140_transformed.cif,160,8.4,140,-936.49334,0.1464600000000473
778,r160_t8.4_t8.4_160_transformed.cif,160,8.4,160,-936.42971,0.2100900000000365
779,r160_t8.4_t8.4_180_transformed.cif,160,8.4,180,-936.3348,0.3050000000000636
780,r160_t8.4_t8.4_200_transformed.cif,160,8.4,200,-936.2017,0.4381000000000767
781,r160_t8.4_t8.4_20_transformed.cif,160,8.4,20,-936.09619,0.5436100000000579
782,r160_t8.4_t8.4_220_transformed.cif,160,8.4,220,-936.19774,0.4420600000000831
783,r160_t8.4_t8.4_240_transformed.cif,160,8.4,240,-936.24148,0.3983200000000124
784,r160_t8.4_t8.4_260_transformed.cif,160,8.4,260,-936.29871,0.3410900000000083
785,r160_t8.4_t8.4_280_transformed.cif,160,8.4,280,-936.20965,0.430150000000026
786,r160_t8.4_t8.4_300_transformed.cif,160,8.4,300,-936.25981,0.3799900000000207
787,r160_t8.4_t8.4_320_transformed.cif,160,8.4,320,-936.3204,0.3194000000000869
788,r160_t8.4_t8.4_340_transformed.cif,160,8.4,340,-936.11938,0.5204200000000583
789,r160_t8.4_t8.4_40_transformed.cif,160,8.4,40,-936.04526,0.5945400000000518
790,r160_t8.4_t8.4_60_transformed.cif,160,8.4,60,-936.15195,0.4878499999999803
791,r160_t8.4_t8.4_80_transformed.cif,160,8.4,80,-936.17772,0.4620800000000145
792,r160_t9.6_t9.6_0_transformed.cif,160,9.6,0,-936.09367,0.546130000000062
793,r160_t9.6_t9.6_100_transformed.cif,160,9.6,100,-936.22312,0.4166800000000421
794,r160_t9.6_t9.6_120_transformed.cif,160,9.6,120,-936.3948,0.2450000000000045
795,r160_t9.6_t9.6_140_transformed.cif,160,9.6,140,-936.47901,0.1607900000000199
796,r160_t9.6_t9.6_160_transformed.cif,160,9.6,160,-936.45746,0.1823400000000674
797,r160_t9.6_t9.6_180_transformed.cif,160,9.6,180,-936.34849,0.2913100000000668
798,r160_t9.6_t9.6_200_transformed.cif,160,9.6,200,-936.23452,0.4052800000000616
799,r160_t9.6_t9.6_20_transformed.cif,160,9.6,20,-936.10252,0.5372800000000097
800,r160_t9.6_t9.6_220_transformed.cif,160,9.6,220,-936.24173,0.3980700000000752
801,r160_t9.6_t9.6_240_transformed.cif,160,9.6,240,-936.29363,0.3461700000000292
802,r160_t9.6_t9.6_260_transformed.cif,160,9.6,260,-936.33495,0.3048499999999876
803,r160_t9.6_t9.6_280_transformed.cif,160,9.6,280,-936.31022,0.3295800000000781
804,r160_t9.6_t9.6_300_transformed.cif,160,9.6,300,-936.81213,-0.1723299999999881
805,r160_t9.6_t9.6_320_transformed.cif,160,9.6,320,-936.84223,-0.2024299999999357
806,r160_t9.6_t9.6_340_transformed.cif,160,9.6,340,-936.16316,0.4766400000000885
807,r160_t9.6_t9.6_40_transformed.cif,160,9.6,40,-936.04364,0.5961600000000544
808,r160_t9.6_t9.6_60_transformed.cif,160,9.6,60,-936.13257,0.5072300000000496
809,r160_t9.6_t9.6_80_transformed.cif,160,9.6,80,-936.15653,0.4832700000000614
810,r180_t0_t0_0_transformed.cif,180,0.0,0,-936.08806,0.5517399999999952
811,r180_t0_t0_100_transformed.cif,180,0.0,100,-936.44106,0.1987400000000434
812,r180_t0_t0_120_transformed.cif,180,0.0,120,-936.58,0.0597999999999956
813,r180_t0_t0_140_transformed.cif,180,0.0,140,-936.42204,0.2177599999999984
814,r180_t0_t0_160_transformed.cif,180,0.0,160,-936.50201,0.1377899999999954
815,r180_t0_t0_180_transformed.cif,180,0.0,180,-936.43409,0.2057100000000673
816,r180_t0_t0_200_transformed.cif,180,0.0,200,-936.26467,0.3751300000000128
817,r180_t0_t0_20_transformed.cif,180,0.0,20,-936.09024,0.5495600000000422
818,r180_t0_t0_220_transformed.cif,180,0.0,220,-936.34418,0.2956199999999853
819,r180_t0_t0_240_transformed.cif,180,0.0,240,-936.45847,0.1813300000000026
820,r180_t0_t0_260_transformed.cif,180,0.0,260,-936.48971,0.1500900000000911
821,r180_t0_t0_280_transformed.cif,180,0.0,280,-936.2924,0.3473999999999932
822,r180_t0_t0_300_transformed.cif,180,0.0,300,-936.86946,-0.2296599999999671
823,r180_t0_t0_320_transformed.cif,180,0.0,320,-936.88441,-0.244609999999966
824,r180_t0_t0_340_transformed.cif,180,0.0,340,-936.88537,-0.2455699999999296
825,r180_t0_t0_40_transformed.cif,180,0.0,40,-936.1009,0.5389000000000124
826,r180_t0_t0_60_transformed.cif,180,0.0,60,-936.19237,0.4474300000000539
827,r180_t0_t0_80_transformed.cif,180,0.0,80,-936.27152,0.368280000000027
828,r180_t1.2_t1.2_0_transformed.cif,180,1.2,0,-936.24604,0.3937600000000429
829,r180_t1.2_t1.2_100_transformed.cif,180,1.2,100,-936.37756,0.2622400000000198
830,r180_t1.2_t1.2_120_transformed.cif,180,1.2,120,-936.50433,0.1354700000000548
831,r180_t1.2_t1.2_140_transformed.cif,180,1.2,140,-936.34485,0.2949500000000853
832,r180_t1.2_t1.2_160_transformed.cif,180,1.2,160,-936.20311,0.4366899999999987
833,r180_t1.2_t1.2_180_transformed.cif,180,1.2,180,-936.15236,0.4874399999999923
834,r180_t1.2_t1.2_200_transformed.cif,180,1.2,200,-936.11949,0.5203099999999949
835,r180_t1.2_t1.2_20_transformed.cif,180,1.2,20,-936.11354,0.526260000000093
836,r180_t1.2_t1.2_220_transformed.cif,180,1.2,220,-936.32928,0.3105199999999968
837,r180_t1.2_t1.2_240_transformed.cif,180,1.2,240,-936.38326,0.2565400000000863
838,r180_t1.2_t1.2_260_transformed.cif,180,1.2,260,-936.6199,0.0199000000000069
839,r180_t1.2_t1.2_280_transformed.cif,180,1.2,280,-936.80032,-0.1605200000000195
840,r180_t1.2_t1.2_300_transformed.cif,180,1.2,300,-937.04962,-0.4098199999999679
841,r180_t1.2_t1.2_320_transformed.cif,180,1.2,320,-936.97076,-0.3309600000000046
842,r180_t1.2_t1.2_340_transformed.cif,180,1.2,340,-936.93211,-0.2923099999999294
843,r180_t1.2_t1.2_40_transformed.cif,180,1.2,40,-936.10107,0.5387299999999868
844,r180_t1.2_t1.2_60_transformed.cif,180,1.2,60,-936.16344,0.4763599999999997
845,r180_t1.2_t1.2_80_transformed.cif,180,1.2,80,-936.27051,0.3692900000000918
846,r180_t2.4_t2.4_0_transformed.cif,180,2.4,0,-936.37164,0.2681600000000799
847,r180_t2.4_t2.4_100_transformed.cif,180,2.4,100,-936.44866,0.1911400000000185
848,r180_t2.4_t2.4_120_transformed.cif,180,2.4,120,-936.43884,0.2009600000000091
849,r180_t2.4_t2.4_140_transformed.cif,180,2.4,140,-936.26536,0.3744400000000496
850,r180_t2.4_t2.4_160_transformed.cif,180,2.4,160,-936.1218,0.5180000000000291
851,r180_t2.4_t2.4_180_transformed.cif,180,2.4,180,-936.0197,0.6201000000000931
852,r180_t2.4_t2.4_200_transformed.cif,180,2.4,200,-935.99057,0.6492299999999886
853,r180_t2.4_t2.4_20_transformed.cif,180,2.4,20,-936.20799,0.4318100000000413
854,r180_t2.4_t2.4_220_transformed.cif,180,2.4,220,-936.06991,0.5698899999999867
855,r180_t2.4_t2.4_240_transformed.cif,180,2.4,240,-936.29116,0.3486400000000458
856,r180_t2.4_t2.4_260_transformed.cif,180,2.4,260,-936.37203,0.2677700000000413
857,r180_t2.4_t2.4_280_transformed.cif,180,2.4,280,-936.74712,-0.1073199999999587
858,r180_t2.4_t2.4_300_transformed.cif,180,2.4,300,-936.94866,-0.3088599999999815
859,r180_t2.4_t2.4_320_transformed.cif,180,2.4,320,-937.03635,-0.3965499999999338
860,r180_t2.4_t2.4_340_transformed.cif,180,2.4,340,-936.50195,0.1378500000000713
861,r180_t2.4_t2.4_40_transformed.cif,180,2.4,40,-936.1031,0.5366999999999962
862,r180_t2.4_t2.4_60_transformed.cif,180,2.4,60,-936.10105,0.53875000000005
863,r180_t2.4_t2.4_80_transformed.cif,180,2.4,80,-936.20722,0.4325800000000299
864,r180_t3.6_t3.6_0_transformed.cif,180,3.6,0,-936.3422,0.2975999999999885
865,r180_t3.6_t3.6_100_transformed.cif,180,3.6,100,-936.4278,0.211999999999989
866,r180_t3.6_t3.6_120_transformed.cif,180,3.6,120,-936.37736,0.2624400000000833
867,r180_t3.6_t3.6_140_transformed.cif,180,3.6,140,-936.29369,0.346110000000067
868,r180_t3.6_t3.6_160_transformed.cif,180,3.6,160,-936.17764,0.4621600000000399
869,r180_t3.6_t3.6_180_transformed.cif,180,3.6,180,-936.08956,0.5502400000000307
870,r180_t3.6_t3.6_200_transformed.cif,180,3.6,200,-936.03745,0.6023500000000013
871,r180_t3.6_t3.6_20_transformed.cif,180,3.6,20,-936.20815,0.4316499999999905
872,r180_t3.6_t3.6_220_transformed.cif,180,3.6,220,-936.1163,0.5235000000000127
873,r180_t3.6_t3.6_240_transformed.cif,180,3.6,240,-936.2224,0.4174000000000433
874,r180_t3.6_t3.6_260_transformed.cif,180,3.6,260,-936.23265,0.4071500000000014
875,r180_t3.6_t3.6_280_transformed.cif,180,3.6,280,-936.29502,0.3447800000000143
876,r180_t3.6_t3.6_300_transformed.cif,180,3.6,300,-936.31728,0.3225200000000541
877,r180_t3.6_t3.6_320_transformed.cif,180,3.6,320,-936.27335,0.3664499999999862
878,r180_t3.6_t3.6_340_transformed.cif,180,3.6,340,-936.41247,0.2273300000000517
879,r180_t3.6_t3.6_40_transformed.cif,180,3.6,40,-936.09984,0.5399600000000646
880,r180_t3.6_t3.6_60_transformed.cif,180,3.6,60,-936.06907,0.5707300000000259
881,r180_t3.6_t3.6_80_transformed.cif,180,3.6,80,-936.12442,0.5153800000000501
882,r180_t4.8_t4.8_0_transformed.cif,180,4.8,0,-936.35773,0.2820700000000897
883,r180_t4.8_t4.8_100_transformed.cif,180,4.8,100,-936.32039,0.3194100000000617
884,r180_t4.8_t4.8_120_transformed.cif,180,4.8,120,-936.272,0.3677999999999883
885,r180_t4.8_t4.8_140_transformed.cif,180,4.8,140,-936.29644,0.3433600000000751
886,r180_t4.8_t4.8_160_transformed.cif,180,4.8,160,-936.46214,0.1776600000000598
887,r180_t4.8_t4.8_180_transformed.cif,180,4.8,180,-936.12424,0.5155600000000504
888,r180_t4.8_t4.8_200_transformed.cif,180,4.8,200,-936.09542,0.5443800000000465
889,r180_t4.8_t4.8_20_transformed.cif,180,4.8,20,-936.20767,0.4321300000000292
890,r180_t4.8_t4.8_220_transformed.cif,180,4.8,220,-936.21661,0.4231900000000905
891,r180_t4.8_t4.8_240_transformed.cif,180,4.8,240,-936.28322,0.3565800000000081
892,r180_t4.8_t4.8_260_transformed.cif,180,4.8,260,-936.21157,0.428229999999985
893,r180_t4.8_t4.8_280_transformed.cif,180,4.8,280,-936.27831,0.3614900000000034
894,r180_t4.8_t4.8_300_transformed.cif,180,4.8,300,-936.33679,0.3030100000000857
895,r180_t4.8_t4.8_320_transformed.cif,180,4.8,320,-936.27826,0.3615399999999908
896,r180_t4.8_t4.8_340_transformed.cif,180,4.8,340,-936.10074,0.5390600000000632
897,r180_t4.8_t4.8_40_transformed.cif,180,4.8,40,-936.10884,0.5309600000000501
898,r180_t4.8_t4.8_60_transformed.cif,180,4.8,60,-936.15996,0.4798400000000811
899,r180_t4.8_t4.8_80_transformed.cif,180,4.8,80,-936.13713,0.5026700000000801
900,r180_t6.0_t6.0_0_transformed.cif,180,6.0,0,-936.35218,0.2876200000000608
901,r180_t6.0_t6.0_100_transformed.cif,180,6.0,100,-936.42777,0.212030000000027
902,r180_t6.0_t6.0_120_transformed.cif,180,6.0,120,-936.36107,0.2787299999999959
903,r180_t6.0_t6.0_140_transformed.cif,180,6.0,140,-936.13393,0.5058700000000727
904,r180_t6.0_t6.0_160_transformed.cif,180,6.0,160,-936.10858,0.5312200000000757
905,r180_t6.0_t6.0_180_transformed.cif,180,6.0,180,-936.1886,0.4512000000000853
906,r180_t6.0_t6.0_200_transformed.cif,180,6.0,200,-936.20161,0.4381900000000769
907,r180_t6.0_t6.0_20_transformed.cif,180,6.0,20,-936.23494,0.4048599999999851
908,r180_t6.0_t6.0_220_transformed.cif,180,6.0,220,-936.28977,0.3500300000000607
909,r180_t6.0_t6.0_240_transformed.cif,180,6.0,240,-936.31214,0.3276600000000371
910,r180_t6.0_t6.0_260_transformed.cif,180,6.0,260,-936.30541,0.3343899999999848
911,r180_t6.0_t6.0_280_transformed.cif,180,6.0,280,-936.27273,0.3670700000000124
912,r180_t6.0_t6.0_300_transformed.cif,180,6.0,300,-936.39935,0.2404500000000098
913,r180_t6.0_t6.0_320_transformed.cif,180,6.0,320,-936.47539,0.1644100000000889
914,r180_t6.0_t6.0_340_transformed.cif,180,6.0,340,-936.48234,0.1574600000000146
915,r180_t6.0_t6.0_40_transformed.cif,180,6.0,40,-936.15906,0.4807400000000825
916,r180_t6.0_t6.0_60_transformed.cif,180,6.0,60,-936.24572,0.3940800000000308
917,r180_t6.0_t6.0_80_transformed.cif,180,6.0,80,-936.24548,0.3943199999999933
918,r180_t7.2_t7.2_0_transformed.cif,180,7.2,0,-936.28387,0.3559300000000576
919,r180_t7.2_t7.2_100_transformed.cif,180,7.2,100,-936.41129,0.2285100000000284
920,r180_t7.2_t7.2_120_transformed.cif,180,7.2,120,-936.37606,0.2637399999999843
921,r180_t7.2_t7.2_140_transformed.cif,180,7.2,140,-936.22041,0.4193900000000212
922,r180_t7.2_t7.2_160_transformed.cif,180,7.2,160,-936.32164,0.3181600000000344
923,r180_t7.2_t7.2_180_transformed.cif,180,7.2,180,-936.26919,0.370610000000056
924,r180_t7.2_t7.2_200_transformed.cif,180,7.2,200,-936.31593,0.3238700000000563
925,r180_t7.2_t7.2_20_transformed.cif,180,7.2,20,-936.15625,0.4835500000000365
926,r180_t7.2_t7.2_220_transformed.cif,180,7.2,220,-936.32912,0.3106800000000476
927,r180_t7.2_t7.2_240_transformed.cif,180,7.2,240,-936.3743,0.2655000000000882
928,r180_t7.2_t7.2_260_transformed.cif,180,7.2,260,-936.39907,0.240729999999985
929,r180_t7.2_t7.2_280_transformed.cif,180,7.2,280,-936.27219,0.3676100000000133
930,r180_t7.2_t7.2_300_transformed.cif,180,7.2,300,-936.77543,-0.1356299999999919
931,r180_t7.2_t7.2_320_transformed.cif,180,7.2,320,-936.76427,-0.1244699999999738
932,r180_t7.2_t7.2_340_transformed.cif,180,7.2,340,-936.48031,0.1594900000000052
933,r180_t7.2_t7.2_40_transformed.cif,180,7.2,40,-936.13352,0.5062800000000607
934,r180_t7.2_t7.2_60_transformed.cif,180,7.2,60,-936.21936,0.420439999999985
935,r180_t7.2_t7.2_80_transformed.cif,180,7.2,80,-936.29433,0.3454700000000912
936,r180_t8.4_t8.4_0_transformed.cif,180,8.4,0,-936.10752,0.5322800000000143
937,r180_t8.4_t8.4_100_transformed.cif,180,8.4,100,-936.42976,0.210040000000049
938,r180_t8.4_t8.4_120_transformed.cif,180,8.4,120,-936.85811,-0.218309999999974
939,r180_t8.4_t8.4_140_transformed.cif,180,8.4,140,-936.42708,0.2127199999999902
940,r180_t8.4_t8.4_160_transformed.cif,180,8.4,160,-936.43151,0.2082900000000336
941,r180_t8.4_t8.4_180_transformed.cif,180,8.4,180,-936.33597,0.3038300000000618
942,r180_t8.4_t8.4_200_transformed.cif,180,8.4,200,-936.32494,0.314860000000067
943,r180_t8.4_t8.4_20_transformed.cif,180,8.4,20,-936.07823,0.5615700000000743
944,r180_t8.4_t8.4_220_transformed.cif,180,8.4,220,-936.37607,0.2637300000000095
945,r180_t8.4_t8.4_240_transformed.cif,180,8.4,240,-936.42595,0.2138500000000931
946,r180_t8.4_t8.4_260_transformed.cif,180,8.4,260,-936.49771,0.1420900000000529
947,r180_t8.4_t8.4_280_transformed.cif,180,8.4,280,-936.31065,0.3291500000000269
948,r180_t8.4_t8.4_300_transformed.cif,180,8.4,300,-936.66274,-0.0229399999999486
949,r180_t8.4_t8.4_320_transformed.cif,180,8.4,320,-936.67745,-0.037649999999985
950,r180_t8.4_t8.4_340_transformed.cif,180,8.4,340,-936.75477,-0.1149699999999711
951,r180_t8.4_t8.4_40_transformed.cif,180,8.4,40,-936.11328,0.526520000000005
952,r180_t8.4_t8.4_60_transformed.cif,180,8.4,60,-936.20877,0.4310300000000779
953,r180_t8.4_t8.4_80_transformed.cif,180,8.4,80,-936.30537,0.3344299999999975
954,r180_t9.6_t9.6_0_transformed.cif,180,9.6,0,-936.11855,0.5212500000000091
955,r180_t9.6_t9.6_100_transformed.cif,180,9.6,100,-936.45969,0.1801100000000133
956,r180_t9.6_t9.6_120_transformed.cif,180,9.6,120,-936.59159,0.04821000000004
957,r180_t9.6_t9.6_140_transformed.cif,180,9.6,140,-936.40172,0.2380800000000817
958,r180_t9.6_t9.6_160_transformed.cif,180,9.6,160,-936.33593,0.3038700000000744
959,r180_t9.6_t9.6_180_transformed.cif,180,9.6,180,-936.27195,0.3678500000000895
960,r180_t9.6_t9.6_200_transformed.cif,180,9.6,200,-936.25053,0.3892700000000104
961,r180_t9.6_t9.6_20_transformed.cif,180,9.6,20,-936.07463,0.5651700000000801
962,r180_t9.6_t9.6_220_transformed.cif,180,9.6,220,-936.30506,0.3347400000000107
963,r180_t9.6_t9.6_240_transformed.cif,180,9.6,240,-936.43162,0.2081800000000839
964,r180_t9.6_t9.6_260_transformed.cif,180,9.6,260,-936.50088,0.1389199999999846
965,r180_t9.6_t9.6_280_transformed.cif,180,9.6,280,-936.60006,0.0397400000000516
966,r180_t9.6_t9.6_300_transformed.cif,180,9.6,300,-936.90327,-0.2634699999999839
967,r180_t9.6_t9.6_320_transformed.cif,180,9.6,320,-936.92746,-0.2876599999999598
968,r180_t9.6_t9.6_340_transformed.cif,180,9.6,340,-936.88996,-0.2501599999999371
969,r180_t9.6_t9.6_40_transformed.cif,180,9.6,40,-936.10039,0.539410000000089
970,r180_t9.6_t9.6_60_transformed.cif,180,9.6,60,-936.1791,0.460700000000088
971,r180_t9.6_t9.6_80_transformed.cif,180,9.6,80,-936.28301,0.3567900000000463
972,r20_t0_t0_0_transformed.cif,20,0.0,0,-936.53486,0.1049400000000559
973,r20_t0_t0_100_transformed.cif,20,0.0,100,-936.11447,0.5253300000000536
974,r20_t0_t0_120_transformed.cif,20,0.0,120,-936.20358,0.4362200000000484
975,r20_t0_t0_140_transformed.cif,20,0.0,140,-936.16355,0.47625000000005
976,r20_t0_t0_160_transformed.cif,20,0.0,160,-936.13004,0.5097600000000284
977,r20_t0_t0_180_transformed.cif,20,0.0,180,-936.17167,0.4681300000000874
978,r20_t0_t0_200_transformed.cif,20,0.0,200,-936.07071,0.5690900000000738
979,r20_t0_t0_20_transformed.cif,20,0.0,20,-936.4828,0.1570000000000391
980,r20_t0_t0_220_transformed.cif,20,0.0,220,-936.05307,0.5867299999999886
981,r20_t0_t0_240_transformed.cif,20,0.0,240,-936.1102,0.5296000000000731
982,r20_t0_t0_260_transformed.cif,20,0.0,260,-936.23348,0.4063200000000506
983,r20_t0_t0_280_transformed.cif,20,0.0,280,-936.17657,0.4632300000000668
984,r20_t0_t0_300_transformed.cif,20,0.0,300,-936.25095,0.3888500000000476
985,r20_t0_t0_320_transformed.cif,20,0.0,320,-936.3735,0.2663000000000011
986,r20_t0_t0_340_transformed.cif,20,0.0,340,-936.44113,0.1986699999999928
987,r20_t0_t0_40_transformed.cif,20,0.0,40,-936.22738,0.4124199999999973
988,r20_t0_t0_60_transformed.cif,20,0.0,60,-936.22799,0.4118100000000595
989,r20_t0_t0_80_transformed.cif,20,0.0,80,-936.232,0.4078000000000656
990,r20_t1.2_t1.2_0_transformed.cif,20,1.2,0,-936.27204,0.3677600000000893
991,r20_t1.2_t1.2_100_transformed.cif,20,1.2,100,-936.14444,0.4953600000000051
992,r20_t1.2_t1.2_120_transformed.cif,20,1.2,120,-936.26134,0.3784600000000182
993,r20_t1.2_t1.2_140_transformed.cif,20,1.2,140,-936.31166,0.3281400000000758
994,r20_t1.2_t1.2_160_transformed.cif,20,1.2,160,-936.18078,0.4590200000000095
995,r20_t1.2_t1.2_180_transformed.cif,20,1.2,180,-936.17377,0.4660300000000461
996,r20_t1.2_t1.2_200_transformed.cif,20,1.2,200,-936.11294,0.5268600000000561
997,r20_t1.2_t1.2_20_transformed.cif,20,1.2,20,-936.1728,0.4669999999999845
998,r20_t1.2_t1.2_220_transformed.cif,20,1.2,220,-936.12899,0.5108099999999922
999,r20_t1.2_t1.2_240_transformed.cif,20,1.2,240,-936.30816,0.331639999999993
1000,r20_t1.2_t1.2_260_transformed.cif,20,1.2,260,-936.73005,-0.090249999999969
1001,r20_t1.2_t1.2_280_transformed.cif,20,1.2,280,-936.20144,0.4383599999999887
1002,r20_t1.2_t1.2_300_transformed.cif,20,1.2,300,-936.15547,0.4843299999999999
1003,r20_t1.2_t1.2_320_transformed.cif,20,1.2,320,-936.16707,0.4727300000000696
1004,r20_t1.2_t1.2_340_transformed.cif,20,1.2,340,-936.31127,0.3285300000000006
1005,r20_t1.2_t1.2_40_transformed.cif,20,1.2,40,-936.17501,0.4647899999999936
1006,r20_t1.2_t1.2_60_transformed.cif,20,1.2,60,-936.20038,0.439420000000041
1007,r20_t1.2_t1.2_80_transformed.cif,20,1.2,80,-936.22138,0.4184200000000828
1008,r20_t2.4_t2.4_0_transformed.cif,20,2.4,0,-936.13902,0.500780000000077
1009,r20_t2.4_t2.4_100_transformed.cif,20,2.4,100,-936.18933,0.4504699999999957
1010,r20_t2.4_t2.4_120_transformed.cif,20,2.4,120,-936.35867,0.2811300000000756
1011,r20_t2.4_t2.4_140_transformed.cif,20,2.4,140,-936.29511,0.3446900000000141
1012,r20_t2.4_t2.4_160_transformed.cif,20,2.4,160,-936.2553,0.3845000000000027
1013,r20_t2.4_t2.4_180_transformed.cif,20,2.4,180,-936.1724,0.4673999999999978
1014,r20_t2.4_t2.4_200_transformed.cif,20,2.4,200,-936.12454,0.515260000000012
1015,r20_t2.4_t2.4_20_transformed.cif,20,2.4,20,-936.13291,0.5068899999999985
1016,r20_t2.4_t2.4_220_transformed.cif,20,2.4,220,-936.26054,0.3792600000000448
1017,r20_t2.4_t2.4_240_transformed.cif,20,2.4,240,-936.49312,0.1466800000000603
1018,r20_t2.4_t2.4_260_transformed.cif,20,2.4,260,-936.79168,-0.1518800000000055
1019,r20_t2.4_t2.4_280_transformed.cif,20,2.4,280,-936.38064,0.2591600000000653
1020,r20_t2.4_t2.4_300_transformed.cif,20,2.4,300,-936.19971,0.4400900000000547
1021,r20_t2.4_t2.4_320_transformed.cif,20,2.4,320,-936.27215,0.367650000000026
1022,r20_t2.4_t2.4_340_transformed.cif,20,2.4,340,-936.11019,0.5296100000000479
1023,r20_t2.4_t2.4_40_transformed.cif,20,2.4,40,-936.14433,0.4954700000000684
1024,r20_t2.4_t2.4_60_transformed.cif,20,2.4,60,-936.17607,0.463730000000055
1025,r20_t2.4_t2.4_80_transformed.cif,20,2.4,80,-936.18814,0.4516600000000608
1026,r20_t3.6_t3.6_0_transformed.cif,20,3.6,0,-936.14628,0.4935199999999895
1027,r20_t3.6_t3.6_100_transformed.cif,20,3.6,100,-936.3777,0.2621000000000322
1028,r20_t3.6_t3.6_120_transformed.cif,20,3.6,120,-936.4079,0.231899999999996
1029,r20_t3.6_t3.6_140_transformed.cif,20,3.6,140,-936.31073,0.3290700000000015
1030,r20_t3.6_t3.6_160_transformed.cif,20,3.6,160,-936.09628,0.5435200000000577
1031,r20_t3.6_t3.6_180_transformed.cif,20,3.6,180,-936.03814,0.601660000000038
1032,r20_t3.6_t3.6_200_transformed.cif,20,3.6,200,-936.08485,0.5549500000000762
1033,r20_t3.6_t3.6_20_transformed.cif,20,3.6,20,-936.11477,0.5250300000000152
1034,r20_t3.6_t3.6_220_transformed.cif,20,3.6,220,-936.28765,0.3521500000000515
1035,r20_t3.6_t3.6_240_transformed.cif,20,3.6,240,-936.68788,-0.0480799999999135
1036,r20_t3.6_t3.6_260_transformed.cif,20,3.6,260,-936.75268,-0.1128800000000183
1037,r20_t3.6_t3.6_280_transformed.cif,20,3.6,280,-936.4745,0.165300000000002
1038,r20_t3.6_t3.6_300_transformed.cif,20,3.6,300,-936.50929,0.130510000000072
1039,r20_t3.6_t3.6_320_transformed.cif,20,3.6,320,-936.34292,0.2968799999999874
1040,r20_t3.6_t3.6_340_transformed.cif,20,3.6,340,-936.48106,0.1587400000000798
1041,r20_t3.6_t3.6_40_transformed.cif,20,3.6,40,-936.11002,0.5297800000000734
1042,r20_t3.6_t3.6_60_transformed.cif,20,3.6,60,-936.11889,0.5209100000000717
1043,r20_t3.6_t3.6_80_transformed.cif,20,3.6,80,-936.17447,0.4653299999999944
