,file_id,r_bottom,displacement,r_upper,energy_values_experimental,adjusted_energy
1541,r240_t4.8_t4.8_280_transformed.cif,240,4.8,280,-936.10211,0.5376899999999978
1542,r240_t4.8_t4.8_300_transformed.cif,240,4.8,300,-936.11378,0.5260200000000168
1543,r240_t4.8_t4.8_320_transformed.cif,240,4.8,320,-936.17192,0.4678800000000365
1544,r240_t4.8_t4.8_340_transformed.cif,240,4.8,340,-936.19367,0.4461300000000392
1545,r240_t4.8_t4.8_40_transformed.cif,240,4.8,40,-936.10152,0.5382799999999861
1546,r240_t4.8_t4.8_60_transformed.cif,240,4.8,60,-936.15366,0.4861400000000913
1547,r240_t4.8_t4.8_80_transformed.cif,240,4.8,80,-936.10251,0.5372899999999845
1548,r240_t6.0_t6.0_0_transformed.cif,240,6.0,0,-936.11098,0.5288199999999961
1549,r240_t6.0_t6.0_100_transformed.cif,240,6.0,100,-936.64647,-0.0066699999999855
1550,r240_t6.0_t6.0_120_transformed.cif,240,6.0,120,-936.26838,0.3714200000000573
1551,r240_t6.0_t6.0_140_transformed.cif,240,6.0,140,-936.15069,0.4891099999999824
1552,r240_t6.0_t6.0_160_transformed.cif,240,6.0,160,-936.05471,0.5850900000000365
1553,r240_t6.0_t6.0_180_transformed.cif,240,6.0,180,-936.01482,0.6249800000000505
1554,r240_t6.0_t6.0_200_transformed.cif,240,6.0,200,-936.00357,0.6362300000000687
1555,r240_t6.0_t6.0_20_transformed.cif,240,6.0,20,-936.08092,0.5588800000000447
1556,r240_t6.0_t6.0_220_transformed.cif,240,6.0,220,-936.05959,0.5802100000000792
1557,r240_t6.0_t6.0_240_transformed.cif,240,6.0,240,-936.12576,0.5140400000000227
1558,r240_t6.0_t6.0_260_transformed.cif,240,6.0,260,-936.15779,0.4820100000000593
1559,r240_t6.0_t6.0_280_transformed.cif,240,6.0,280,-936.12652,0.5132800000000088
1560,r240_t6.0_t6.0_300_transformed.cif,240,6.0,300,-936.17921,0.4605900000000247
1561,r240_t6.0_t6.0_320_transformed.cif,240,6.0,320,-936.25676,0.3830400000000509
1562,r240_t6.0_t6.0_340_transformed.cif,240,6.0,340,-936.24426,0.3955399999999827
1563,r240_t6.0_t6.0_40_transformed.cif,240,6.0,40,-936.08135,0.5584499999999935
1564,r240_t6.0_t6.0_60_transformed.cif,240,6.0,60,-936.16277,0.4770300000000134
1565,r240_t6.0_t6.0_80_transformed.cif,240,6.0,80,-936.11694,0.522860000000037
1566,r240_t7.2_t7.2_0_transformed.cif,240,7.2,0,-936.07465,0.5651500000000169
1567,r240_t7.2_t7.2_100_transformed.cif,240,7.2,100,-936.30326,0.3365400000000136
1568,r240_t7.2_t7.2_120_transformed.cif,240,7.2,120,-936.2654,0.3744000000000369
1569,r240_t7.2_t7.2_140_transformed.cif,240,7.2,140,-936.11861,0.5211900000000469
1570,r240_t7.2_t7.2_160_transformed.cif,240,7.2,160,-936.04288,0.5969200000000683
1571,r240_t7.2_t7.2_180_transformed.cif,240,7.2,180,-936.02258,0.6172200000000885
1572,r240_t7.2_t7.2_200_transformed.cif,240,7.2,200,-936.02104,0.6187600000000657
1573,r240_t7.2_t7.2_20_transformed.cif,240,7.2,20,-936.05159,0.5882100000000037
1574,r240_t7.2_t7.2_220_transformed.cif,240,7.2,220,-936.09335,0.5464500000000498
1575,r240_t7.2_t7.2_240_transformed.cif,240,7.2,240,-936.16746,0.472340000000031
1576,r240_t7.2_t7.2_260_transformed.cif,240,7.2,260,-936.19559,0.4442099999999982
1577,r240_t7.2_t7.2_280_transformed.cif,240,7.2,280,-936.15652,0.4832800000000361
1578,r240_t7.2_t7.2_300_transformed.cif,240,7.2,300,-936.4204,0.2194000000000642
1579,r240_t7.2_t7.2_320_transformed.cif,240,7.2,320,-937.04263,-0.4028299999999944
1580,r240_t7.2_t7.2_340_transformed.cif,240,7.2,340,-936.87454,-0.2347399999999879
1581,r240_t7.2_t7.2_40_transformed.cif,240,7.2,40,-936.05508,0.5847200000000612
1582,r240_t7.2_t7.2_60_transformed.cif,240,7.2,60,-936.1002,0.539600000000064
1583,r240_t7.2_t7.2_80_transformed.cif,240,7.2,80,-936.10214,0.5376600000000735
1584,r240_t8.4_t8.4_0_transformed.cif,240,8.4,0,-936.03063,0.6091700000000628
1585,r240_t8.4_t8.4_100_transformed.cif,240,8.4,100,-936.25994,0.3798600000000078
1586,r240_t8.4_t8.4_120_transformed.cif,240,8.4,120,-936.95714,-0.3173399999999446
1587,r240_t8.4_t8.4_140_transformed.cif,240,8.4,140,-936.14094,0.498860000000036
1588,r240_t8.4_t8.4_160_transformed.cif,240,8.4,160,-936.09586,0.5439400000000205
1589,r240_t8.4_t8.4_180_transformed.cif,240,8.4,180,-936.03221,0.6075900000000729
1590,r240_t8.4_t8.4_200_transformed.cif,240,8.4,200,-936.05867,0.5811300000000301
1591,r240_t8.4_t8.4_20_transformed.cif,240,8.4,20,-936.03316,0.606640000000084
1592,r240_t8.4_t8.4_220_transformed.cif,240,8.4,220,-936.1043,0.53550000000007
1593,r240_t8.4_t8.4_240_transformed.cif,240,8.4,240,-936.1877,0.4521000000000867
1594,r240_t8.4_t8.4_260_transformed.cif,240,8.4,260,-936.6398,0.0
1595,r240_t8.4_t8.4_280_transformed.cif,240,8.4,280,-936.6398,0.0
1596,r240_t8.4_t8.4_300_transformed.cif,240,8.4,300,-936.6398,0.0
1597,r240_t8.4_t8.4_320_transformed.cif,240,8.4,320,-936.6398,0.0
1598,r240_t8.4_t8.4_340_transformed.cif,240,8.4,340,-936.6398,0.0
1599,r240_t8.4_t8.4_40_transformed.cif,240,8.4,40,-936.04973,0.5900700000000825
1600,r240_t8.4_t8.4_60_transformed.cif,240,8.4,60,-936.07991,0.5598899999999958
1601,r240_t8.4_t8.4_80_transformed.cif,240,8.4,80,-936.09846,0.541339999999991
1602,r240_t9.6_t9.6_0_transformed.cif,240,9.6,0,-936.00785,0.6319500000000744
1603,r240_t9.6_t9.6_100_transformed.cif,240,9.6,100,-936.26436,0.375440000000026
1604,r240_t9.6_t9.6_120_transformed.cif,240,9.6,120,-936.28446,0.3553400000000692
1605,r240_t9.6_t9.6_140_transformed.cif,240,9.6,140,-936.16195,0.4778499999999894
1606,r240_t9.6_t9.6_160_transformed.cif,240,9.6,160,-936.14004,0.4997600000000375
1607,r240_t9.6_t9.6_180_transformed.cif,240,9.6,180,-936.0807,0.5591000000000577
1608,r240_t9.6_t9.6_200_transformed.cif,240,9.6,200,-936.07232,0.567480000000046
1609,r240_t9.6_t9.6_20_transformed.cif,240,9.6,20,-936.02933,0.6104700000000776
1610,r240_t9.6_t9.6_220_transformed.cif,240,9.6,220,-936.11032,0.529480000000035
1611,r240_t9.6_t9.6_240_transformed.cif,240,9.6,240,-936.2013,0.43850000000009
1612,r240_t9.6_t9.6_260_transformed.cif,240,9.6,260,-936.20415,0.4356500000000096
1613,r240_t9.6_t9.6_280_transformed.cif,240,9.6,280,-936.20509,0.4347099999999955
1614,r240_t9.6_t9.6_300_transformed.cif,240,9.6,300,-936.29224,0.347560000000044
1615,r240_t9.6_t9.6_320_transformed.cif,240,9.6,320,-936.28086,0.3589400000000751
1616,r240_t9.6_t9.6_340_transformed.cif,240,9.6,340,-936.14211,0.4976900000000341
1617,r240_t9.6_t9.6_40_transformed.cif,240,9.6,40,-936.04528,0.5945199999999886
1618,r240_t9.6_t9.6_60_transformed.cif,240,9.6,60,-936.10828,0.5315200000000004
1619,r240_t9.6_t9.6_80_transformed.cif,240,9.6,80,-936.11996,0.5198400000000447
1620,r260_t0_t0_0_transformed.cif,260,0.0,0,-936.46767,0.1721300000000383
1621,r260_t0_t0_100_transformed.cif,260,0.0,100,-936.4084,0.2314000000000078
1622,r260_t0_t0_120_transformed.cif,260,0.0,120,-936.373,0.2667999999999892
1623,r260_t0_t0_140_transformed.cif,260,0.0,140,-936.25941,0.380390000000034
1624,r260_t0_t0_160_transformed.cif,260,0.0,160,-936.20312,0.4366800000000239
1625,r260_t0_t0_180_transformed.cif,260,0.0,180,-936.25789,0.3819100000000617
1626,r260_t0_t0_200_transformed.cif,260,0.0,200,-936.44037,0.1994300000000066
1627,r260_t0_t0_20_transformed.cif,260,0.0,20,-936.16821,0.4715899999999919
1628,r260_t0_t0_220_transformed.cif,260,0.0,220,-936.54627,0.093529999999987
1629,r260_t0_t0_240_transformed.cif,260,0.0,240,-936.51865,0.1211500000000569
1630,r260_t0_t0_260_transformed.cif,260,0.0,260,-936.49705,0.1427500000000918
1631,r260_t0_t0_280_transformed.cif,260,0.0,280,-936.67311,-0.0333099999999149
1632,r260_t0_t0_300_transformed.cif,260,0.0,300,-936.60528,0.0345200000000431
1633,r260_t0_t0_320_transformed.cif,260,0.0,320,-936.51057,0.1292300000000068
1634,r260_t0_t0_340_transformed.cif,260,0.0,340,-936.46099,0.1788099999999985
1635,r260_t0_t0_40_transformed.cif,260,0.0,40,-936.28011,0.3596900000000005
1636,r260_t0_t0_60_transformed.cif,260,0.0,60,-936.40362,0.2361799999999903
1637,r260_t0_t0_80_transformed.cif,260,0.0,80,-936.49912,0.1406800000000885
1638,r260_t1.2_t1.2_0_transformed.cif,260,1.2,0,-936.22957,0.4102300000000696
1639,r260_t1.2_t1.2_100_transformed.cif,260,1.2,100,-936.44225,0.197550000000092
1640,r260_t1.2_t1.2_120_transformed.cif,260,1.2,120,-936.2515,0.388300000000072
1641,r260_t1.2_t1.2_140_transformed.cif,260,1.2,140,-936.23987,0.3999300000000403
1642,r260_t1.2_t1.2_160_transformed.cif,260,1.2,160,-936.23979,0.4000100000000657
1643,r260_t1.2_t1.2_180_transformed.cif,260,1.2,180,-936.28823,0.3515700000000379
1644,r260_t1.2_t1.2_200_transformed.cif,260,1.2,200,-936.34629,0.293510000000083
1645,r260_t1.2_t1.2_20_transformed.cif,260,1.2,20,-936.11236,0.5274400000000696
1646,r260_t1.2_t1.2_220_transformed.cif,260,1.2,220,-936.38307,0.2567300000000614
1647,r260_t1.2_t1.2_240_transformed.cif,260,1.2,240,-936.37012,0.2696799999999939
1648,r260_t1.2_t1.2_260_transformed.cif,260,1.2,260,-936.37202,0.2677800000000161
1649,r260_t1.2_t1.2_280_transformed.cif,260,1.2,280,-936.63748,0.0023200000000542
1650,r260_t1.2_t1.2_300_transformed.cif,260,1.2,300,-936.54864,0.0911600000000589
1651,r260_t1.2_t1.2_320_transformed.cif,260,1.2,320,-936.49736,0.1424400000000787
1652,r260_t1.2_t1.2_340_transformed.cif,260,1.2,340,-936.56834,0.0714600000000018
1653,r260_t1.2_t1.2_40_transformed.cif,260,1.2,40,-936.20513,0.4346699999999828
1654,r260_t1.2_t1.2_60_transformed.cif,260,1.2,60,-936.44737,0.1924300000000585
1655,r260_t1.2_t1.2_80_transformed.cif,260,1.2,80,-936.52881,0.1109900000000152
1656,r260_t2.4_t2.4_0_transformed.cif,260,2.4,0,-936.23808,0.4017200000000684
1657,r260_t2.4_t2.4_100_transformed.cif,260,2.4,100,-936.47444,0.1653600000000779
1658,r260_t2.4_t2.4_120_transformed.cif,260,2.4,120,-936.14707,0.4927300000000514
1659,r260_t2.4_t2.4_140_transformed.cif,260,2.4,140,-936.33336,0.306440000000066
1660,r260_t2.4_t2.4_160_transformed.cif,260,2.4,160,-936.35743,0.2823700000000144
1661,r260_t2.4_t2.4_180_transformed.cif,260,2.4,180,-936.39051,0.2492900000000872
1662,r260_t2.4_t2.4_200_transformed.cif,260,2.4,200,-936.34591,0.293890000000033
1663,r260_t2.4_t2.4_20_transformed.cif,260,2.4,20,-936.17562,0.4641800000000557
1664,r260_t2.4_t2.4_220_transformed.cif,260,2.4,220,-936.30334,0.3364599999999882
1665,r260_t2.4_t2.4_240_transformed.cif,260,2.4,240,-936.45823,0.1815700000000788
1666,r260_t2.4_t2.4_260_transformed.cif,260,2.4,260,-936.46407,0.1757300000000441
1667,r260_t2.4_t2.4_280_transformed.cif,260,2.4,280,-936.57525,0.0645500000000538
1668,r260_t2.4_t2.4_300_transformed.cif,260,2.4,300,-936.43179,0.2080100000000584
1669,r260_t2.4_t2.4_320_transformed.cif,260,2.4,320,-936.41085,0.2289500000000544
1670,r260_t2.4_t2.4_340_transformed.cif,260,2.4,340,-936.25774,0.382060000000024
1671,r260_t2.4_t2.4_40_transformed.cif,260,2.4,40,-936.2632,0.3766000000000531
1672,r260_t2.4_t2.4_60_transformed.cif,260,2.4,60,-936.47935,0.1604500000000825
1673,r260_t2.4_t2.4_80_transformed.cif,260,2.4,80,-936.44192,0.1978800000000546
1674,r260_t3.6_t3.6_0_transformed.cif,260,3.6,0,-936.24663,0.3931700000000546
1675,r260_t3.6_t3.6_100_transformed.cif,260,3.6,100,-936.26332,0.376480000000015
1676,r260_t3.6_t3.6_120_transformed.cif,260,3.6,120,-936.51264,0.1271600000000035
1677,r260_t3.6_t3.6_140_transformed.cif,260,3.6,140,-936.49522,0.144580000000019
1678,r260_t3.6_t3.6_160_transformed.cif,260,3.6,160,-936.45681,0.1829900000000179
1679,r260_t3.6_t3.6_180_transformed.cif,260,3.6,180,-936.29577,0.3440300000000889
1680,r260_t3.6_t3.6_200_transformed.cif,260,3.6,200,-936.33143,0.3083700000000817
1681,r260_t3.6_t3.6_20_transformed.cif,260,3.6,20,-936.14715,0.492650000000026
1682,r260_t3.6_t3.6_220_transformed.cif,260,3.6,220,-936.71571,-0.075909999999908
1683,r260_t3.6_t3.6_240_transformed.cif,260,3.6,240,-936.98971,-0.3499099999999089
1684,r260_t3.6_t3.6_260_transformed.cif,260,3.6,260,-936.40989,0.229910000000018
1685,r260_t3.6_t3.6_280_transformed.cif,260,3.6,280,-936.94761,-0.3078100000000177
1686,r260_t3.6_t3.6_300_transformed.cif,260,3.6,300,-936.7898,-0.1499999999999772
1687,r260_t3.6_t3.6_320_transformed.cif,260,3.6,320,-936.15076,0.4890400000000454
1688,r260_t3.6_t3.6_340_transformed.cif,260,3.6,340,-936.18377,0.4560300000000552
1689,r260_t3.6_t3.6_40_transformed.cif,260,3.6,40,-936.2713,0.36850000000004
1690,r260_t3.6_t3.6_60_transformed.cif,260,3.6,60,-936.39025,0.2495499999999992
1691,r260_t3.6_t3.6_80_transformed.cif,260,3.6,80,-936.42581,0.2139900000000807
1692,r260_t4.8_t4.8_0_transformed.cif,260,4.8,0,-936.27043,0.3693700000000035
1693,r260_t4.8_t4.8_100_transformed.cif,260,4.8,100,-936.59342,0.0463799999999992
1694,r260_t4.8_t4.8_120_transformed.cif,260,4.8,120,-936.85509,-0.2152899999999817
1695,r260_t4.8_t4.8_140_transformed.cif,260,4.8,140,-936.88243,-0.2426299999999628
1696,r260_t4.8_t4.8_160_transformed.cif,260,4.8,160,-936.47632,0.1634800000000495
1697,r260_t4.8_t4.8_180_transformed.cif,260,4.8,180,-936.37004,0.2697600000000193
1698,r260_t4.8_t4.8_200_transformed.cif,260,4.8,200,-936.29916,0.3406400000000076
1699,r260_t4.8_t4.8_20_transformed.cif,260,4.8,20,-936.15051,0.4892899999999827
1700,r260_t4.8_t4.8_220_transformed.cif,260,4.8,220,-936.7319,-0.0920999999999594
1701,r260_t4.8_t4.8_240_transformed.cif,260,4.8,240,-936.88519,-0.2453899999999294
1702,r260_t4.8_t4.8_260_transformed.cif,260,4.8,260,-937.07779,-0.4379900000000134
1703,r260_t4.8_t4.8_280_transformed.cif,260,4.8,280,-936.89026,-0.2504599999999755
1704,r260_t4.8_t4.8_300_transformed.cif,260,4.8,300,-937.05252,-0.412719999999922
1705,r260_t4.8_t4.8_320_transformed.cif,260,4.8,320,-936.2809,0.3589000000000624
1706,r260_t4.8_t4.8_340_transformed.cif,260,4.8,340,-936.16703,0.4727700000000823
1707,r260_t4.8_t4.8_40_transformed.cif,260,4.8,40,-936.20482,0.4349799999999959
1708,r260_t4.8_t4.8_60_transformed.cif,260,4.8,60,-936.35544,0.2843599999999924
1709,r260_t4.8_t4.8_80_transformed.cif,260,4.8,80,-936.34753,0.2922700000000304
1710,r260_t6.0_t6.0_0_transformed.cif,260,6.0,0,-936.27318,0.3666200000000117
1711,r260_t6.0_t6.0_100_transformed.cif,260,6.0,100,-936.59663,0.0431700000000319
1712,r260_t6.0_t6.0_120_transformed.cif,260,6.0,120,-936.79469,-0.1548899999999093
1713,r260_t6.0_t6.0_140_transformed.cif,260,6.0,140,-936.38643,0.2533700000000181
1714,r260_t6.0_t6.0_160_transformed.cif,260,6.0,160,-936.84293,-0.2031299999999873
1715,r260_t6.0_t6.0_180_transformed.cif,260,6.0,180,-936.17902,0.4607799999999997
1716,r260_t6.0_t6.0_200_transformed.cif,260,6.0,200,-936.09291,0.5468900000000758
1717,r260_t6.0_t6.0_20_transformed.cif,260,6.0,20,-936.16549,0.4743100000000595
1718,r260_t6.0_t6.0_220_transformed.cif,260,6.0,220,-936.28083,0.3589699999999993
1719,r260_t6.0_t6.0_240_transformed.cif,260,6.0,240,-936.81587,-0.1760699999999815
1720,r260_t6.0_t6.0_260_transformed.cif,260,6.0,260,-936.35474,0.285060000000044
1721,r260_t6.0_t6.0_280_transformed.cif,260,6.0,280,-936.5979,0.0419000000000551
1722,r260_t6.0_t6.0_300_transformed.cif,260,6.0,300,-936.44258,0.1972200000000157
1723,r260_t6.0_t6.0_320_transformed.cif,260,6.0,320,-936.34019,0.2996100000000297
1724,r260_t6.0_t6.0_340_transformed.cif,260,6.0,340,-936.35447,0.2853300000000445
1725,r260_t6.0_t6.0_40_transformed.cif,260,6.0,40,-936.27988,0.3599199999999882
1726,r260_t6.0_t6.0_60_transformed.cif,260,6.0,60,-936.33489,0.3049100000000635
1727,r260_t6.0_t6.0_80_transformed.cif,260,6.0,80,-936.32526,0.3145400000000791
1728,r260_t7.2_t7.2_0_transformed.cif,260,7.2,0,-936.40274,0.2370600000000422
1729,r260_t7.2_t7.2_100_transformed.cif,260,7.2,100,-936.58462,0.0551800000000639
1730,r260_t7.2_t7.2_120_transformed.cif,260,7.2,120,-936.42093,0.2188700000000381
1731,r260_t7.2_t7.2_140_transformed.cif,260,7.2,140,-936.73783,-0.0980299999999942
1732,r260_t7.2_t7.2_160_transformed.cif,260,7.2,160,-936.72614,-0.0863399999999501
1733,r260_t7.2_t7.2_180_transformed.cif,260,7.2,180,-936.14671,0.493090000000052
1734,r260_t7.2_t7.2_200_transformed.cif,260,7.2,200,-936.14049,0.4993100000000368
1735,r260_t7.2_t7.2_20_transformed.cif,260,7.2,20,-936.16038,0.4794200000000046
1736,r260_t7.2_t7.2_220_transformed.cif,260,7.2,220,-936.54085,0.0989500000000589
1737,r260_t7.2_t7.2_240_transformed.cif,260,7.2,240,-936.46795,0.1718500000000631
1738,r260_t7.2_t7.2_260_transformed.cif,260,7.2,260,-936.58121,0.058589999999981
1739,r260_t7.2_t7.2_280_transformed.cif,260,7.2,280,-936.61106,0.0287400000000843
1740,r260_t7.2_t7.2_300_transformed.cif,260,7.2,300,-936.45104,0.188760000000002
1741,r260_t7.2_t7.2_320_transformed.cif,260,7.2,320,-936.39377,0.2460300000000188
1742,r260_t7.2_t7.2_340_transformed.cif,260,7.2,340,-936.50953,0.1302699999999959
1743,r260_t7.2_t7.2_40_transformed.cif,260,7.2,40,-936.14538,0.494419999999991
1744,r260_t7.2_t7.2_60_transformed.cif,260,7.2,60,-936.28769,0.3521100000000388
1745,r260_t7.2_t7.2_80_transformed.cif,260,7.2,80,-936.21873,0.421069999999986
1746,r260_t8.4_t8.4_0_transformed.cif,260,8.4,0,-936.59449,0.0453100000000858
1747,r260_t8.4_t8.4_100_transformed.cif,260,8.4,100,-936.51322,0.1265799999999899
1748,r260_t8.4_t8.4_120_transformed.cif,260,8.4,120,-936.54572,0.0940800000000763
1749,r260_t8.4_t8.4_140_transformed.cif,260,8.4,140,-936.33267,0.3071300000000292
1750,r260_t8.4_t8.4_160_transformed.cif,260,8.4,160,-936.15762,0.4821800000000849
1751,r260_t8.4_t8.4_180_transformed.cif,260,8.4,180,-936.16588,0.473920000000021
1752,r260_t8.4_t8.4_200_transformed.cif,260,8.4,200,-936.40172,0.2380800000000817
1753,r260_t8.4_t8.4_20_transformed.cif,260,8.4,20,-936.13512,0.5046800000000076
1754,r260_t8.4_t8.4_220_transformed.cif,260,8.4,220,-936.61347,0.0263300000000299
1755,r260_t8.4_t8.4_240_transformed.cif,260,8.4,240,-936.53564,0.1041600000000926
1756,r260_t8.4_t8.4_260_transformed.cif,260,8.4,260,-936.41116,0.2286400000000412
1757,r260_t8.4_t8.4_280_transformed.cif,260,8.4,280,-936.64355,-0.0037499999999681
1758,r260_t8.4_t8.4_300_transformed.cif,260,8.4,300,-936.49409,0.1457100000000082
1759,r260_t8.4_t8.4_320_transformed.cif,260,8.4,320,-936.37392,0.2658800000000383
1760,r260_t8.4_t8.4_340_transformed.cif,260,8.4,340,-936.45234,0.1874599999999873
1761,r260_t8.4_t8.4_40_transformed.cif,260,8.4,40,-936.21163,0.4281700000000228
1762,r260_t8.4_t8.4_60_transformed.cif,260,8.4,60,-936.34446,0.2953400000000101
1763,r260_t8.4_t8.4_80_transformed.cif,260,8.4,80,-936.49804,0.1417600000000902
1764,r260_t9.6_t9.6_0_transformed.cif,260,9.6,0,-936.45769,0.1821100000000797
1765,r260_t9.6_t9.6_100_transformed.cif,260,9.6,100,-936.45233,0.1874700000000757
1766,r260_t9.6_t9.6_120_transformed.cif,260,9.6,120,-936.33424,0.305560000000014
1767,r260_t9.6_t9.6_140_transformed.cif,260,9.6,140,-936.18708,0.4527199999999993
1768,r260_t9.6_t9.6_160_transformed.cif,260,9.6,160,-936.20883,0.4309700000000021
1769,r260_t9.6_t9.6_180_transformed.cif,260,9.6,180,-936.2856,0.3541999999999916
1770,r260_t9.6_t9.6_200_transformed.cif,260,9.6,200,-936.33145,0.3083500000000185
1771,r260_t9.6_t9.6_20_transformed.cif,260,9.6,20,-936.2157,0.4241000000000667
1772,r260_t9.6_t9.6_220_transformed.cif,260,9.6,220,-936.54467,0.0951300000000401
1773,r260_t9.6_t9.6_240_transformed.cif,260,9.6,240,-936.45552,0.1842800000000579
1774,r260_t9.6_t9.6_260_transformed.cif,260,9.6,260,-936.54458,0.0952200000000402
1775,r260_t9.6_t9.6_280_transformed.cif,260,9.6,280,-936.57882,0.0609800000000859
1776,r260_t9.6_t9.6_300_transformed.cif,260,9.6,300,-936.56449,0.0753100000000586
1777,r260_t9.6_t9.6_320_transformed.cif,260,9.6,320,-936.48586,0.1539400000000341
1778,r260_t9.6_t9.6_340_transformed.cif,260,9.6,340,-936.47769,0.1621099999999842
1779,r260_t9.6_t9.6_40_transformed.cif,260,9.6,40,-936.20825,0.4315500000000156
1780,r260_t9.6_t9.6_60_transformed.cif,260,9.6,60,-936.42347,0.2163300000000845
1781,r260_t9.6_t9.6_80_transformed.cif,260,9.6,80,-936.51207,0.1277300000000423
1782,r280_t0_t0_0_transformed.cif,280,0.0,0,-936.52499,0.114810000000034
1783,r280_t0_t0_100_transformed.cif,280,0.0,100,-936.70225,-0.0624500000000125
1784,r280_t0_t0_120_transformed.cif,280,0.0,120,-936.27371,0.3660899999999856
1785,r280_t0_t0_140_transformed.cif,280,0.0,140,-936.1128,0.5270000000000437
1786,r280_t0_t0_160_transformed.cif,280,0.0,160,-936.07608,0.5637199999999893
1787,r280_t0_t0_180_transformed.cif,280,0.0,180,-936.17258,0.4672199999999975
1788,r280_t0_t0_200_transformed.cif,280,0.0,200,-936.37294,0.2668600000000651
1789,r280_t0_t0_20_transformed.cif,280,0.0,20,-936.19684,0.4429600000000846
1790,r280_t0_t0_220_transformed.cif,280,0.0,220,-936.49698,0.1428200000000288
1791,r280_t0_t0_240_transformed.cif,280,0.0,240,-936.4892,0.150600000000054
1792,r280_t0_t0_260_transformed.cif,280,0.0,260,-936.40904,0.230760000000032
1793,r280_t0_t0_280_transformed.cif,280,0.0,280,-936.65478,-0.0149799999999231
1794,r280_t0_t0_300_transformed.cif,280,0.0,300,-936.68676,-0.0469600000000127
1795,r280_t0_t0_320_transformed.cif,280,0.0,320,-936.69706,-0.0572599999999283
1796,r280_t0_t0_340_transformed.cif,280,0.0,340,-936.6422,-0.0023999999999659
1797,r280_t0_t0_40_transformed.cif,280,0.0,40,-936.27829,0.3615100000000666
1798,r280_t0_t0_60_transformed.cif,280,0.0,60,-936.41306,0.2267400000000634
1799,r280_t0_t0_80_transformed.cif,280,0.0,80,-936.90134,-0.2615399999999681
1800,r280_t1.2_t1.2_0_transformed.cif,280,1.2,0,-936.30693,0.3328700000000708
1801,r280_t1.2_t1.2_100_transformed.cif,280,1.2,100,-936.33746,0.302340000000072
1802,r280_t1.2_t1.2_120_transformed.cif,280,1.2,120,-936.1524,0.4874000000000933
1803,r280_t1.2_t1.2_140_transformed.cif,280,1.2,140,-936.18532,0.4544799999999895
1804,r280_t1.2_t1.2_160_transformed.cif,280,1.2,160,-936.25098,0.3888200000000097
1805,r280_t1.2_t1.2_180_transformed.cif,280,1.2,180,-936.28566,0.3541400000000294
1806,r280_t1.2_t1.2_200_transformed.cif,280,1.2,200,-936.39013,0.2496700000000373
1807,r280_t1.2_t1.2_20_transformed.cif,280,1.2,20,-936.14302,0.4967800000000579
1808,r280_t1.2_t1.2_220_transformed.cif,280,1.2,220,-936.46157,0.178229999999985
1809,r280_t1.2_t1.2_240_transformed.cif,280,1.2,240,-936.36011,0.2796900000000732
1810,r280_t1.2_t1.2_260_transformed.cif,280,1.2,260,-936.50381,0.1359899999999925
1811,r280_t1.2_t1.2_280_transformed.cif,280,1.2,280,-936.72478,-0.0849799999999731
1812,r280_t1.2_t1.2_300_transformed.cif,280,1.2,300,-936.69704,-0.0572399999999788
1813,r280_t1.2_t1.2_320_transformed.cif,280,1.2,320,-936.65975,-0.0199499999999943
1814,r280_t1.2_t1.2_340_transformed.cif,280,1.2,340,-936.63239,0.0074100000000498
1815,r280_t1.2_t1.2_40_transformed.cif,280,1.2,40,-936.16914,0.4706600000000662
1816,r280_t1.2_t1.2_60_transformed.cif,280,1.2,60,-936.39427,0.2455300000000306
1817,r280_t1.2_t1.2_80_transformed.cif,280,1.2,80,-936.54905,0.0907500000000709
1818,r280_t2.4_t2.4_0_transformed.cif,280,2.4,0,-936.27903,0.3607700000000022
1819,r280_t2.4_t2.4_100_transformed.cif,280,2.4,100,-936.58629,0.0535100000000738
1820,r280_t2.4_t2.4_120_transformed.cif,280,2.4,120,-936.17078,0.4690200000000004
1821,r280_t2.4_t2.4_140_transformed.cif,280,2.4,140,-936.3189,0.3209000000000515
1822,r280_t2.4_t2.4_160_transformed.cif,280,2.4,160,-936.38536,0.2544400000000451
1823,r280_t2.4_t2.4_180_transformed.cif,280,2.4,180,-936.43965,0.2001500000000078
1824,r280_t2.4_t2.4_200_transformed.cif,280,2.4,200,-936.44729,0.1925100000000839
1825,r280_t2.4_t2.4_20_transformed.cif,280,2.4,20,-936.12367,0.5161300000000892
1826,r280_t2.4_t2.4_220_transformed.cif,280,2.4,220,-936.46017,0.1796300000000883
1827,r280_t2.4_t2.4_240_transformed.cif,280,2.4,240,-936.39214,0.2476599999999962
1828,r280_t2.4_t2.4_260_transformed.cif,280,2.4,260,-936.33563,0.3041699999999991
1829,r280_t2.4_t2.4_280_transformed.cif,280,2.4,280,-936.72758,-0.0877799999999524
1830,r280_t2.4_t2.4_300_transformed.cif,280,2.4,300,-936.63152,0.0082800000000133
1831,r280_t2.4_t2.4_320_transformed.cif,280,2.4,320,-936.55451,0.0852899999999863
1832,r280_t2.4_t2.4_340_transformed.cif,280,2.4,340,-936.34062,0.2991800000000921
1833,r280_t2.4_t2.4_40_transformed.cif,280,2.4,40,-936.2142,0.4256000000000313
1834,r280_t2.4_t2.4_60_transformed.cif,280,2.4,60,-936.45733,0.1824700000000803
