cluster,n_structures,mean_energy,std_energy,min_energy,max_energy,mean_delta_energy,std_delta_energy,min_delta_energy,max_delta_energy,median_delta_energy,frac_near_stable,frac_moderately_unstable,frac_highly_unstable,mean_cluster_confidence,stability_rank,near_stable_rank,combined_score,motif_priority
2,1342,-936.3120499680543,0.22941643394569372,-937.0593872070312,-935.906005859375,0.3277500075226179,0.22941631640679125,-0.4196000099182129,0.7337999939918518,0.38625000417232513,0.18479880774962743,0.5864381520119225,0.22876304023845007,0.9508678142498377,1,1,0.3333333333333333,1
0,41,-936.2243384384527,0.08737624226061122,-936.3864135742188,-936.0455932617188,0.41546146171848947,0.08737539046462242,0.2533699870109558,0.5941900014877319,0.4135000109672546,0.0,0.8048780487804879,0.1951219512195122,0.9963745302448412,2,3,0.7666666666666666,2
1,47,-936.2096194003491,0.12376083516337315,-936.6397705078124,-936.0673217773438,0.43018212851057663,0.12376949502095874,0.0,0.5724999904632568,0.4562900066375732,0.06382978723404255,0.723404255319149,0.2127659574468085,0.990480266715119,3,2,0.8999999999999999,3
