cluster,centroid_separation,com_separation,interlayer_dist_mean,interlayer_dist_min,interlayer_dist_std,lower_intralayer_dist_mean,upper_intralayer_dist_mean,lower_rotation,displacement,upper_rotation
0,7.539953408176263,7.461764640584341,10.647092698802435,2.530971301400335,3.253014421280322,7.209318412730797,7.289396781273818,131.70731707317074,4.126829275270787,149.26829268292684
1,7.302158505397378,7.2716851925096035,10.50645436885761,3.1922791227682934,3.165232808987341,7.210348327876967,7.288115478614927,240.0,4.212765962519544,228.93617021276594
2,7.784926349725794,7.786990024212569,10.805945822460275,2.404544464103642,3.3296777640388617,7.207600737171885,7.279211992320626,177.37704918032787,4.4199702030855565,165.45454545454547
