cluster_label,cluster_size,energy_mean,energy_std,delta_energy_mean,delta_energy_std,delta_energy_min,delta_energy_max,low_energy_count,low_energy_proportion,stability_rank,motif_name
2,1342,-936.3120499680543,0.22941643394569372,0.3277500075226179,0.22941631640679125,-0.4196000099182129,0.7337999939918518,143,0.10655737704918032,1,shifted loose twisted stacking (stable)
0,41,-936.2243384384527,0.08737624226061122,0.41546146171848947,0.08737539046462242,0.2533699870109558,0.5941900014877319,0,0.0,2,aligned loose ordered stacking (moderate)
1,47,-936.2096194003491,0.12376083516337315,0.43018212851057663,0.12376949502095874,0.0,0.5724999904632568,3,0.06382978723404255,3,shifted compact ordered stacking (unstable)
