structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy,pca_1,pca_2,umap_1,umap_2,tsne_1,tsne_2
L100_D6_U80,r100/t6.0/t6.0_80.cif,100.0,6.0,80.0,-937.11865234375,-0.4788300096988678,8.45153790496311,10.792756576914828,8.619081,-6.8110056,55.003944,-15.060216
L100_D7.2_U0,r100/t7.2/t7.2_0.cif,100.0,7.199999809265137,0.0,-936.1735229492188,0.4662800133228302,-2.3883205284554028,-0.4694562442852332,12.604624,-4.769753,-6.0604844,-39.46263
L100_D7.2_U100,r100/t7.2/t7.2_100.cif,100.0,7.199999809265137,100.0,-936.5350341796876,0.1047599986195564,2.738274869229873,0.40490895214067657,10.124047,-4.6153903,30.22254,-38.936474
L100_D7.2_U120,r100/t7.2/t7.2_120.cif,100.0,7.199999809265137,120.0,-936.3265991210938,0.3132300078868866,0.3022098153815925,-3.5513129863406703,11.905825,-6.71763,8.178029,-16.951918
L100_D7.2_U140,r100/t7.2/t7.2_140.cif,100.0,7.199999809265137,140.0,-936.2628784179688,0.3769499957561493,-2.1837445172491217,-2.307987791113817,12.9080515,-5.7457643,-5.381056,-25.131289
L100_D7.2_U160,r100/t7.2/t7.2_160.cif,100.0,7.199999809265137,160.0,-936.1854248046876,0.4543800055980682,-2.5117522371483862,-0.8719035646185126,13.035582,-5.167563,-7.9692388,-33.836445
L100_D7.2_U180,r100/t7.2/t7.2_180.cif,100.0,7.199999809265137,180.0,-936.1754150390624,0.4643799960613251,-2.5117522371483862,-0.8719035646185126,13.051098,-5.18069,-7.9692388,-33.836445
L100_D7.2_U20,r100/t7.2/t7.2_20.cif,100.0,7.199999809265137,20.0,-936.2025146484376,0.4372999966144562,-2.6815707418830557,0.5769776002988367,12.296194,-3.72639,-10.577886,-52.042778
L100_D7.2_U200,r100/t7.2/t7.2_200.cif,100.0,7.199999809265137,200.0,-936.1529541015624,0.4868600070476532,-3.3377981876377105,-1.3030727925801247,11.519112,-4.6417003,10.409774,-49.199215
L100_D7.2_U220,r100/t7.2/t7.2_220.cif,100.0,7.199999809265137,220.0,-936.3504028320312,0.2893700003623962,-2.4300296902404583,-1.3600995126676385,10.860743,-4.859807,16.666876,-50.15506
L100_D7.2_U240,r100/t7.2/t7.2_240.cif,100.0,7.199999809265137,240.0,-936.5404663085938,0.0993300005793571,-0.9044710758123442,6.709951431688949,9.21908,-5.1179414,47.77083,-40.016956
L100_D7.2_U260,r100/t7.2/t7.2_260.cif,100.0,7.199999809265137,260.0,-936.4425048828124,0.197270005941391,-1.6910996963852345,1.6407441851703084,9.328706,-4.7044764,42.547043,-45.554504
L100_D7.2_U280,r100/t7.2/t7.2_280.cif,100.0,7.199999809265137,280.0,-936.45068359375,0.1891400068998336,0.547614530369117,-2.2363314448722296,11.093975,-3.280936,6.059089,-63.01713
L100_D7.2_U300,r100/t7.2/t7.2_300.cif,100.0,7.199999809265137,300.0,-936.34521484375,0.2946099936962127,1.6471004901181612,-3.685158881819339,11.941324,-6.205893,8.894445,-22.25426
L100_D7.2_U320,r100/t7.2/t7.2_320.cif,100.0,7.199999809265137,320.0,-936.2033081054688,0.4365200102329254,-0.6945874571140955,-4.827276326217667,12.489204,-5.8942747,-0.083331384,-28.42573
L100_D7.2_U340,r100/t7.2/t7.2_340.cif,100.0,7.199999809265137,340.0,-936.244140625,0.3956300020217895,-1.8614949846059468,-2.7174938131185833,12.833839,-5.453563,-1.9181993,-29.524044
L100_D7.2_U40,r100/t7.2/t7.2_40.cif,100.0,7.199999809265137,40.0,-936.2152099609376,0.4245699942111969,-4.111530839562216,2.2619926490426914,12.007745,-3.4342217,-10.111473,-56.942696
L100_D7.2_U60,r100/t7.2/t7.2_60.cif,100.0,7.199999809265137,60.0,-936.1553344726562,0.484470009803772,-5.567323868679079,0.29524495045424576,11.54425,-3.1359646,-0.85371023,-64.213196
L100_D7.2_U80,r100/t7.2/t7.2_80.cif,100.0,7.199999809265137,80.0,-936.3095703125,0.3302499949932098,-4.6275928541165285,-1.558213525811616,11.214759,-3.2696166,-0.16898644,-63.626873
L100_D8.4_U0,r100/t8.4/t8.4_0.cif,100.0,8.399999618530273,0.0,-936.2018432617188,0.4379599988460541,-2.552137220946967,0.4856137033245479,13.123375,-4.417726,-6.750898,-39.549313
L100_D8.4_U100,r100/t8.4/t8.4_100.cif,100.0,8.399999618530273,100.0,-936.496826171875,0.1429499983787536,2.177581888870703,-0.0051919222743541625,10.101754,-4.6821713,30.095173,-39.00603
L100_D8.4_U120,r100/t8.4/t8.4_120.cif,100.0,8.399999618530273,120.0,-936.4329833984376,0.2068199962377548,1.0685032992390533,-2.7887899823469113,11.634123,-6.2805524,12.182917,-22.730593
L100_D8.4_U140,r100/t8.4/t8.4_140.cif,100.0,8.399999618530273,140.0,-936.2979125976562,0.3418700098991394,-2.208745521250327,-2.7197598404010463,12.793032,-5.913592,-5.2224574,-24.970804
L100_D8.4_U160,r100/t8.4/t8.4_160.cif,100.0,8.399999618530273,160.0,-936.1533203125,0.4864700138568878,-3.422673395387212,-0.3247288239293448,13.077902,-5.062898,-8.136141,-34.16313
L100_D8.4_U180,r100/t8.4/t8.4_180.cif,100.0,8.399999618530273,180.0,-935.9489135742188,0.6908900141716003,-3.3952113939273354,0.9704522362301649,13.007552,-4.641754,-7.6155233,-38.32279
L100_D8.4_U20,r100/t8.4/t8.4_20.cif,100.0,8.399999618530273,20.0,-936.1484985351562,0.4912900030612945,-2.726858700498517,1.189913709249288,12.450136,-3.6523244,-10.9315,-51.992622
L100_D8.4_U200,r100/t8.4/t8.4_200.cif,100.0,8.399999618530273,200.0,-936.1121826171876,0.5276299715042114,-4.430184921095361,-1.0900710488146168,11.621581,-4.6570735,9.654242,-48.94971
L100_D8.4_U220,r100/t8.4/t8.4_220.cif,100.0,8.399999618530273,220.0,-936.33935546875,0.3004199862480163,-3.855200785843163,-1.1519089337642159,10.906137,-4.794243,17.0508,-50.2237
L100_D8.4_U240,r100/t8.4/t8.4_240.cif,100.0,8.399999618530273,240.0,-936.94091796875,-0.3011099994182586,10.805201103095106,19.95311798203037,8.633655,-6.592531,55.990223,-17.670223
L100_D8.4_U260,r100/t8.4/t8.4_260.cif,100.0,8.399999618530273,260.0,-936.402099609375,0.2377000004053115,-1.8715602342225148,2.475017218966783,9.337591,-4.6924815,42.76746,-45.87357
L100_D8.4_U280,r100/t8.4/t8.4_280.cif,100.0,8.399999618530273,280.0,-936.4237670898438,0.2160300016403198,1.089157857713593,-1.8099337780176563,10.887689,-3.5466847,5.8876243,-63.049156
L100_D8.4_U300,r100/t8.4/t8.4_300.cif,100.0,8.399999618530273,300.0,-936.201416015625,0.4383899867534637,-1.5244899524005162,-3.8801723462355233,12.281993,-6.403481,10.531595,-18.57645
L100_D8.4_U320,r100/t8.4/t8.4_320.cif,100.0,8.399999618530273,320.0,-936.212646484375,0.4271300137042999,-1.4296165268580072,-3.820645874633823,12.744638,-5.7222185,-0.96928006,-28.681076
L100_D8.4_U340,r100/t8.4/t8.4_340.cif,100.0,8.399999618530273,340.0,-936.2577514648438,0.3820399940013885,-1.6320030376191421,-2.2329654443545586,12.958106,-5.451304,-2.151316,-29.342663
L100_D8.4_U40,r100/t8.4/t8.4_40.cif,100.0,8.399999618530273,40.0,-936.1172485351562,0.5225399732589722,-3.0220224311922794,1.1613064780405407,12.001522,-3.437922,-10.354658,-56.197018
L100_D8.4_U60,r100/t8.4/t8.4_60.cif,100.0,8.399999618530273,60.0,-936.010498046875,0.6293299794197083,-5.137585616812572,-0.03159906435711023,11.566693,-3.1588457,-0.9273436,-64.28847
L100_D8.4_U80,r100/t8.4/t8.4_80.cif,100.0,8.399999618530273,80.0,-936.2685546875,0.3712399899959564,-4.207997263074481,-1.293414571459805,11.301018,-3.2251482,-0.28394452,-64.03565
L100_D9.6_U0,r100/t9.6/t9.6_0.cif,100.0,9.600000381469728,0.0,-936.2483520507812,0.3914600014686584,-2.3240880052932797,0.04632438194901367,13.01251,-4.6136265,-6.4599476,-39.493412
L100_D9.6_U100,r100/t9.6/t9.6_100.cif,100.0,9.600000381469728,100.0,-936.3319091796876,0.3079200088977813,-1.609697907420048,-2.6500209721571046,11.878555,-6.3327312,10.676987,-20.65066
L100_D9.6_U120,r100/t9.6/t9.6_120.cif,100.0,9.600000381469728,120.0,-936.4227294921876,0.2170599997043609,-0.3192917465314002,-3.5048616789394575,11.638241,-6.114752,12.038601,-22.538233
L100_D9.6_U140,r100/t9.6/t9.6_140.cif,100.0,9.600000381469728,140.0,-936.2950439453124,0.3447400033473968,-2.7733650313793246,-3.31537058893244,12.770683,-5.9499707,-4.558346,-24.635939
L100_D9.6_U160,r100/t9.6/t9.6_160.cif,100.0,9.600000381469728,160.0,-936.10693359375,0.5328699946403503,-4.036126473787314,0.6297012976487087,13.14712,-4.906025,-8.173907,-34.586266
L100_D9.6_U180,r100/t9.6/t9.6_180.cif,100.0,9.600000381469728,180.0,-936.000244140625,0.6395400166511536,-3.4671385040957032,2.2705869254440763,13.290701,-4.3867373,-8.193789,-38.56471
L100_D9.6_U20,r100/t9.6/t9.6_20.cif,100.0,9.600000381469728,20.0,-936.1516723632812,0.4881399869918823,-2.782553272795945,1.1550871701433587,12.387105,-3.6981199,-10.830611,-52.004536
L100_D9.6_U200,r100/t9.6/t9.6_200.cif,100.0,9.600000381469728,200.0,-936.4920654296876,0.1477400064468383,-1.468265683402692,-0.08670499158290151,10.737292,-4.967644,19.153316,-48.140606
L100_D9.6_U220,r100/t9.6/t9.6_220.cif,100.0,9.600000381469728,220.0,-937.1297607421876,-0.489980012178421,8.078616708894545,10.998208766725606,8.719409,-6.7958627,53.354443,-17.40516
L100_D9.6_U240,r100/t9.6/t9.6_240.cif,100.0,9.600000381469728,240.0,-936.8964233398438,-0.2565999925136566,4.894491498519312,12.48002955673885,8.732255,-6.536739,53.65694,-19.094194
L100_D9.6_U260,r100/t9.6/t9.6_260.cif,100.0,9.600000381469728,260.0,-936.6190795898438,0.0207000002264976,0.723024166517989,8.552962471341372,9.119465,-5.1328087,49.513294,-40.632114
L100_D9.6_U280,r100/t9.6/t9.6_280.cif,100.0,9.600000381469728,280.0,-936.32861328125,0.3111700117588043,-1.1151050978449366,-3.1599980135784795,11.065213,-3.3760989,5.5524297,-62.57867
L100_D9.6_U300,r100/t9.6/t9.6_300.cif,100.0,9.600000381469728,300.0,-936.176513671875,0.4632900059223175,-2.1236681929680836,-2.600393407021336,12.363621,-6.75509,10.58831,-18.117865
L100_D9.6_U320,r100/t9.6/t9.6_320.cif,100.0,9.600000381469728,320.0,-936.2344970703124,0.4052799940109253,-1.159105608554907,-3.917324276224263,12.780478,-5.738845,-0.9625226,-28.69105
L100_D9.6_U340,r100/t9.6/t9.6_340.cif,100.0,9.600000381469728,340.0,-936.2943725585938,0.3454500138759613,-1.4684758817442953,-2.5045182128110133,12.86739,-5.4732413,-1.9912608,-29.374601
L100_D9.6_U40,r100/t9.6/t9.6_40.cif,100.0,9.600000381469728,40.0,-936.15966796875,0.480129987001419,-3.7674968488651106,1.8256896036258077,12.050824,-3.4161854,-10.315669,-56.621593
L100_D9.6_U60,r100/t9.6/t9.6_60.cif,100.0,9.600000381469728,60.0,-936.2883911132812,0.3513799905776977,-1.8365292314754444,-1.8255724457991542,10.982791,-3.4986968,3.9806771,-63.023476
L100_D9.6_U80,r100/t9.6/t9.6_80.cif,100.0,9.600000381469728,80.0,-936.4142456054688,0.2255399972200393,-1.121483090771084,-1.3252516516028887,11.017266,-3.4055707,4.583685,-63.135933
L120_D0_U0,r120/t0/t0_0.cif,120.0,0.0,0.0,-936.1021118164062,0.5376600027084351,-1.2469003342473752,-2.2849749707750324,13.622158,-5.6410217,-11.938289,-19.344236
L120_D0_U100,r120/t0/t0_100.cif,120.0,0.0,100.0,-936.2188720703124,0.4209299981594085,0.4394784466682106,-3.242640371848645,12.290731,-7.2730966,8.491938,-7.8648977
L120_D0_U120,r120/t0/t0_120.cif,120.0,0.0,120.0,-936.4210205078124,0.2187699973583221,2.525023302506578,-2.3064283348464207,11.87793,-7.792621,18.845938,-7.7890306
L120_D0_U140,r120/t0/t0_140.cif,120.0,0.0,140.0,-936.3619384765624,0.2778399884700775,0.4745269157153828,-5.188253810877345,12.849743,-6.82901,3.3311944,-12.87634
L120_D0_U160,r120/t0/t0_160.cif,120.0,0.0,160.0,-936.2303466796876,0.4094600081443786,-3.0288747263974503,-1.6118326979682964,13.66301,-5.3229346,-16.632658,-20.691256
L120_D0_U180,r120/t0/t0_180.cif,120.0,0.0,180.0,-936.1370239257812,0.5027599930763245,-3.317056405127733,0.4446474126851503,13.815192,-4.678673,-20.60848,-23.307741
L120_D0_U20,r120/t0/t0_20.cif,120.0,0.0,20.0,-936.0867309570312,0.5530499815940857,-2.3177652449980815,0.37734092523711055,13.363486,-3.6653636,-24.654976,-31.834719
L120_D0_U200,r120/t0/t0_200.cif,120.0,0.0,200.0,-935.977294921875,0.6625099778175354,-3.24166110021387,3.6965540676246817,14.037933,-3.9939337,-30.026869,-21.174223
L120_D0_U220,r120/t0/t0_220.cif,120.0,0.0,220.0,-935.9985961914062,0.6411799788475037,-4.322699308085315,1.6395443696285328,14.243345,-4.099741,-29.711744,-18.974869
L120_D0_U240,r120/t0/t0_240.cif,120.0,0.0,240.0,-936.1271362304688,0.512660026550293,-5.950972278353329,0.5472827803308515,14.522106,-3.966437,-32.2715,-14.841464
L120_D0_U260,r120/t0/t0_260.cif,120.0,0.0,260.0,-936.2353515625,0.4044199883937835,-3.1159750966245747,-1.7917261545951024,12.095785,-7.087729,11.430119,-15.004153
L120_D0_U280,r120/t0/t0_280.cif,120.0,0.0,280.0,-936.2208251953124,0.4189800024032593,-1.2127172325859796,-3.325152758353598,12.470668,-2.3039148,-4.3029056,-8.179356
L120_D0_U300,r120/t0/t0_300.cif,120.0,0.0,300.0,-936.2092895507812,0.430510014295578,1.1987591705575833,-4.879315878284101,12.442771,-7.0883965,7.6827497,-10.153278
L120_D0_U320,r120/t0/t0_320.cif,120.0,0.0,320.0,-936.1259765625,0.5138199925422668,0.68095232645823,-4.970353960234884,12.937722,-6.6888165,6.48277,-11.938064
L120_D0_U340,r120/t0/t0_340.cif,120.0,0.0,340.0,-936.1199951171876,0.5198299884796143,-0.8073713967083103,-3.0954082061246178,13.534345,-5.937365,-11.2515745,-19.211647
L120_D0_U40,r120/t0/t0_40.cif,120.0,0.0,40.0,-936.1793823242188,0.4603999853134155,-3.3710046934077327,1.1322745382882748,12.98716,-2.9106932,-28.231419,-33.64731
L120_D0_U60,r120/t0/t0_60.cif,120.0,0.0,60.0,-936.1889038085938,0.4508799910545349,-3.471394757349631,-0.7635961702778752,12.812591,-2.6262927,-34.12545,-33.145588
L120_D0_U80,r120/t0/t0_80.cif,120.0,0.0,80.0,-936.0455932617188,0.5941900014877319,-2.7777762138385396,-1.4732097689132235,12.765487,-2.5150764,-34.898354,-33.195538
L120_D1.2_U0,r120/t1.2/t1.2_0.cif,120.0,1.2000000476837158,0.0,-936.1414794921876,0.4983499944210052,-2.654836203380369,-1.2956228072539981,13.614945,-4.882987,-17.558117,-25.00826
L120_D1.2_U100,r120/t1.2/t1.2_100.cif,120.0,1.2000000476837158,100.0,-936.3168334960938,0.322950005531311,0.8575976680451104,-2.6554855375121815,12.23473,-7.3971796,8.753976,-7.65828
L120_D1.2_U120,r120/t1.2/t1.2_120.cif,120.0,1.2000000476837158,120.0,-936.4107666015624,0.2290499955415725,1.9396614988446863,-2.526306717833762,11.88754,-7.6439123,18.524992,-8.006003
L120_D1.2_U140,r120/t1.2/t1.2_140.cif,120.0,1.2000000476837158,140.0,-936.3310546875,0.3087700009346008,0.10327191609825154,-5.130926777798089,12.768055,-6.7952113,3.6349225,-13.029534
L120_D1.2_U160,r120/t1.2/t1.2_160.cif,120.0,1.2000000476837158,160.0,-936.1577758789062,0.4820300042629242,-3.597010993120283,-1.3384762344534902,13.690716,-5.2167954,-16.642807,-21.333393
L120_D1.2_U180,r120/t1.2/t1.2_180.cif,120.0,1.2000000476837158,180.0,-936.0303344726562,0.6094499826431274,-2.6650045084508154,3.576284815163303,13.751407,-4.307388,-22.647957,-24.142546
L120_D1.2_U20,r120/t1.2/t1.2_20.cif,120.0,1.2000000476837158,20.0,-936.1276245117188,0.5121999979019165,-3.3234378235146247,2.4574739949249125,13.259649,-3.359795,-24.758787,-33.517452
L120_D1.2_U200,r120/t1.2/t1.2_200.cif,120.0,1.2000000476837158,200.0,-935.9944458007812,0.645359992980957,-3.086695926864621,4.235099237112749,14.10662,-3.933528,-30.035198,-21.445396
L120_D1.2_U220,r120/t1.2/t1.2_220.cif,120.0,1.2000000476837158,220.0,-936.0691528320312,0.5706499814987183,-4.455085185620041,2.1956326926919068,14.182584,-4.0322113,-29.873505,-18.864529
L120_D1.2_U240,r120/t1.2/t1.2_240.cif,120.0,1.2000000476837158,240.0,-936.22607421875,0.4137499928474426,-5.334314273159197,-0.2128389646311879,14.520698,-4.0444965,-31.756104,-14.280966
L120_D1.2_U260,r120/t1.2/t1.2_260.cif,120.0,1.2000000476837158,260.0,-936.2854614257812,0.3543600142002105,-2.8843229710191545,-1.5368912457033455,12.08622,-7.153447,11.476787,-14.586848
L120_D1.2_U280,r120/t1.2/t1.2_280.cif,120.0,1.2000000476837158,280.0,-936.2654418945312,0.3743799924850464,-0.4447821810130693,-3.10082311667839,12.379036,-2.2194285,-4.090735,-7.802802
L120_D1.2_U300,r120/t1.2/t1.2_300.cif,120.0,1.2000000476837158,300.0,-936.178955078125,0.4608199894428253,1.564477955717803,-4.243618708215991,12.550303,-7.1192374,7.556457,-9.68405
L120_D1.2_U320,r120/t1.2/t1.2_320.cif,120.0,1.2000000476837158,320.0,-936.3522338867188,0.2875399887561798,1.523201540343008,-4.513969520629941,12.781608,-6.689902,-4.9746737,-17.22802
L120_D1.2_U340,r120/t1.2/t1.2_340.cif,120.0,1.2000000476837158,340.0,-936.3387451171876,0.3010799884796142,0.6122938278231183,-3.9640921728557843,13.034879,-6.2162066,-5.951419,-17.580708
L120_D1.2_U40,r120/t1.2/t1.2_40.cif,120.0,1.2000000476837158,40.0,-936.1698608398438,0.4699200093746185,-4.42111965548858,3.232349299098832,13.14039,-3.1869886,-27.241268,-35.077328
L120_D1.2_U60,r120/t1.2/t1.2_60.cif,120.0,1.2000000476837158,60.0,-936.2532958984376,0.386489987373352,-4.000037465836206,-0.5138255604612958,12.83796,-2.6282983,-34.37422,-33.43789
L120_D1.2_U80,r120/t1.2/t1.2_80.cif,120.0,1.2000000476837158,80.0,-936.1129760742188,0.5268099904060364,-3.931358404938771,-0.8477088388633167,12.827612,-2.5536938,-34.855755,-33.59965
L120_D2.4_U0,r120/t2.4/t2.4_0.cif,120.0,2.400000095367432,0.0,-936.1260986328124,0.5137100219726562,-3.5875283518418786,-1.3879709568217202,13.493762,-4.9235144,-17.227873,-24.556953
L120_D2.4_U100,r120/t2.4/t2.4_100.cif,120.0,2.400000095367432,100.0,-936.25634765625,0.383430004119873,-0.6495765097557865,-3.0130669832143524,12.317532,-7.2603245,8.224639,-7.646904
L120_D2.4_U120,r120/t2.4/t2.4_120.cif,120.0,2.400000095367432,120.0,-936.279296875,0.3604899942874908,1.5659483651884527,-3.0179898626417363,12.026673,-7.540193,17.937113,-8.119274
L120_D2.4_U140,r120/t2.4/t2.4_140.cif,120.0,2.400000095367432,140.0,-936.2017211914062,0.4381000101566314,-1.5340241276821895,-4.146980488964324,12.929866,-6.5568,1.567845,-12.660833
L120_D2.4_U160,r120/t2.4/t2.4_160.cif,120.0,2.400000095367432,160.0,-936.0790405273438,0.56072998046875,-3.770745491517445,-1.054728149843832,13.657026,-5.178076,-16.720053,-21.859089
L120_D2.4_U180,r120/t2.4/t2.4_180.cif,120.0,2.400000095367432,180.0,-936.0448608398438,0.5949500203132629,-2.89876478607048,3.414653956570626,13.748254,-4.3631306,-22.605492,-24.068506
L120_D2.4_U20,r120/t2.4/t2.4_20.cif,120.0,2.400000095367432,20.0,-936.10107421875,0.5386999845504761,-3.298893509668876,3.9886151059639694,13.253963,-3.3256018,-24.612421,-35.297783
L120_D2.4_U200,r120/t2.4/t2.4_200.cif,120.0,2.400000095367432,200.0,-936.033447265625,0.6063600182533264,-3.672108832830434,3.118311199573195,14.063351,-3.9959166,-29.443058,-21.081131
L120_D2.4_U220,r120/t2.4/t2.4_220.cif,120.0,2.400000095367432,220.0,-936.1382446289062,0.5015699863433838,-4.935170383302872,1.313284388700536,14.264153,-4.1801877,-29.285294,-18.210693
L120_D2.4_U240,r120/t2.4/t2.4_240.cif,120.0,2.400000095367432,240.0,-936.248291015625,0.391510009765625,0.8391624818945608,-4.759163356310932,12.806479,-6.682621,3.5814474,-12.798539
L120_D2.4_U260,r120/t2.4/t2.4_260.cif,120.0,2.400000095367432,260.0,-936.317626953125,0.32218998670578,-2.259835184851988,-2.0872810800906794,12.125623,-7.1093845,11.69872,-14.148715
L120_D2.4_U280,r120/t2.4/t2.4_280.cif,120.0,2.400000095367432,280.0,-936.3116455078124,0.3281599879264831,0.3084407296582249,-3.2701040702046216,12.347896,-2.1969354,-4.136814,-7.2181087
L120_D2.4_U300,r120/t2.4/t2.4_300.cif,120.0,2.400000095367432,300.0,-936.1805419921876,0.4592300057411194,1.9092725367145371,-3.8509408895857438,12.55997,-7.1853423,7.6236243,-9.44332
L120_D2.4_U320,r120/t2.4/t2.4_320.cif,120.0,2.400000095367432,320.0,-936.4100341796876,0.229760006070137,3.015900334884226,-3.3312853890264043,12.610414,-6.740617,-4.6221166,-17.121342
L120_D2.4_U340,r120/t2.4/t2.4_340.cif,120.0,2.400000095367432,340.0,-936.3756713867188,0.2641400098800659,1.527737717536383,-3.6893578061802623,12.688751,-6.3404336,-5.4556046,-17.480215
L120_D2.4_U40,r120/t2.4/t2.4_40.cif,120.0,2.400000095367432,40.0,-936.1094360351562,0.5303699970245361,-4.345582391778743,4.95095025032048,13.19202,-3.213426,-26.908474,-36.100105
L120_D2.4_U60,r120/t2.4/t2.4_60.cif,120.0,2.400000095367432,60.0,-936.2047119140624,0.4350900053977966,-5.373451730676941,-0.06646666272181204,12.845574,-2.6315553,-34.460567,-34.216652
L120_D2.4_U80,r120/t2.4/t2.4_80.cif,120.0,2.400000095367432,80.0,-936.1604614257812,0.4793300032615661,-4.122042329012984,-1.5083463507624102,12.689735,-2.4307272,-35.043026,-34.27316
L120_D3.6_U0,r120/t3.6/t3.6_0.cif,120.0,3.5999999046325684,0.0,-936.1318359375,0.5079799890518188,-4.0692617654677345,-1.3131452764942724,13.511794,-4.9787064,-17.115095,-24.404663
L120_D3.6_U100,r120/t3.6/t3.6_100.cif,120.0,3.5999999046325684,100.0,-936.2264404296876,0.4133700132369995,-0.3133481263942893,-3.545730334876036,12.484655,-7.292672,7.7095227,-8.030568
L120_D3.6_U120,r120/t3.6/t3.6_120.cif,120.0,3.5999999046325684,120.0,-936.1862182617188,0.4535900056362152,0.4248915145941253,-3.20918032293293,12.342378,-7.367416,7.260161,-14.482848
L120_D3.6_U140,r120/t3.6/t3.6_140.cif,120.0,3.5999999046325684,140.0,-936.1355590820312,0.5042499899864197,0.5475805971113682,-4.160342809191444,12.919386,-6.748612,1.8509424,-12.239439
L120_D3.6_U160,r120/t3.6/t3.6_160.cif,120.0,3.5999999046325684,160.0,-936.0592651367188,0.580560028553009,-2.733886319445158,-1.4317054501550668,13.633369,-5.2893734,-17.06445,-21.766539
L120_D3.6_U180,r120/t3.6/t3.6_180.cif,120.0,3.5999999046325684,180.0,-936.10546875,0.5343599915504456,-3.270985336669734,1.841384849060977,13.621737,-4.498785,-21.839966,-23.512638
L120_D3.6_U20,r120/t3.6/t3.6_20.cif,120.0,3.5999999046325684,20.0,-936.0521850585938,0.5876299738883972,-2.8784851372163898,4.616729746375086,13.257495,-3.3716967,-24.529951,-35.642277
L120_D3.6_U200,r120/t3.6/t3.6_200.cif,120.0,3.5999999046325684,200.0,-936.1102905273438,0.52947998046875,-4.127086380016399,2.039042511767323,14.115268,-4.113384,-28.685163,-20.44622
L120_D3.6_U220,r120/t3.6/t3.6_220.cif,120.0,3.5999999046325684,220.0,-936.1637573242188,0.4760499894618988,-5.2564138935846,0.8473477416877832,14.243692,-4.192643,-29.029558,-17.77174
L120_D3.6_U240,r120/t3.6/t3.6_240.cif,120.0,3.5999999046325684,240.0,-936.2632446289062,0.3765600025653839,-3.7958648148853755,-0.1984365016903444,15.186481,-3.97757,-30.92041,-12.952434
L120_D3.6_U260,r120/t3.6/t3.6_260.cif,120.0,3.5999999046325684,260.0,-936.3480834960938,0.291700005531311,-2.037944358578128,-1.806642751477342,12.210204,-7.3441825,12.125181,-13.711449
L120_D3.6_U280,r120/t3.6/t3.6_280.cif,120.0,3.5999999046325684,280.0,-936.2799682617188,0.3598099946975708,0.0178680526311208,-3.175230721348232,12.34616,-2.140825,-3.773516,-7.1159644
L120_D3.6_U300,r120/t3.6/t3.6_300.cif,120.0,3.5999999046325684,300.0,-936.12353515625,0.5162400007247925,1.2114323796069584,-4.085549495238093,12.646458,-7.068188,7.2151427,-9.4752245
L120_D3.6_U320,r120/t3.6/t3.6_320.cif,120.0,3.5999999046325684,320.0,-936.3925170898438,0.247309997677803,2.2997373751880104,-4.629930575255302,12.772401,-6.539063,-4.754714,-17.292925
L120_D3.6_U340,r120/t3.6/t3.6_340.cif,120.0,3.5999999046325684,340.0,-936.2900390625,0.3497599959373474,-0.5147910246583782,-4.9251547236127475,13.445644,-6.1162834,-7.254484,-17.508814
L120_D3.6_U40,r120/t3.6/t3.6_40.cif,120.0,3.5999999046325684,40.0,-936.0567626953124,0.583050012588501,-3.669903362384295,6.660433043336261,13.333513,-3.167829,-26.672651,-36.89758
L120_D3.6_U60,r120/t3.6/t3.6_60.cif,120.0,3.5999999046325684,60.0,-936.1254272460938,0.5143799781799316,-7.780872250160222,2.348199419330327,13.370385,-2.6295955,-33.498226,-35.953514
L120_D3.6_U80,r120/t3.6/t3.6_80.cif,120.0,3.5999999046325684,80.0,-936.1757202148438,0.4640899896621704,-5.897245142479002,0.29498748333650804,12.9524355,-2.579399,-34.285378,-35.022625
L120_D4.8_U0,r120/t4.8/t4.8_0.cif,120.0,4.800000190734863,0.0,-936.069091796875,0.5706899762153625,-3.793938349306153,0.27482922012682415,13.644053,-4.580763,-17.488422,-24.440605
L120_D4.8_U100,r120/t4.8/t4.8_100.cif,120.0,4.800000190734863,100.0,-936.2638549804688,0.3759399950504303,0.7676293222601237,-3.7928292664589707,12.480721,-7.3142457,7.61551,-8.310859
L120_D4.8_U120,r120/t4.8/t4.8_120.cif,120.0,4.800000190734863,120.0,-936.1754150390624,0.4643799960613251,0.6729690055605386,-3.8172340944160186,12.843179,-6.889313,4.879057,-12.3378935
L120_D4.8_U140,r120/t4.8/t4.8_140.cif,120.0,4.800000190734863,140.0,-936.0628662109376,0.5769199728965759,-0.5618465807926918,-3.64808268537458,13.056956,-6.3479958,1.2746139,-12.422779
L120_D4.8_U160,r120/t4.8/t4.8_160.cif,120.0,4.800000190734863,160.0,-936.04541015625,0.5943599939346313,-2.7580365885437317,-1.3006341604023743,13.6918335,-5.144996,-17.21196,-21.782982
L120_D4.8_U180,r120/t4.8/t4.8_180.cif,120.0,4.800000190734863,180.0,-936.16015625,0.4796400070190429,-2.896021445246153,0.7099278207881559,13.652863,-4.6090326,-21.462513,-23.162428
L120_D4.8_U20,r120/t4.8/t4.8_20.cif,120.0,4.800000190734863,20.0,-936.036376953125,0.603410005569458,-2.4549261393983444,5.361896997639496,13.307063,-3.378685,-24.677876,-35.599037
