atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path,z_rank,layer_label,layer_name
96,H97,H,1,0.801741532592369,0.2595423675334365,0.1208633560270851,15.185444550133852,4.746190923704333,3.3153865671302367,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,0,0,lower
60,H61,H,1,0.3030741044866584,0.2600949449014851,0.1212172959739494,5.838955878655334,4.756303153017557,3.3250954465125178,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,1,0,lower
98,H99,H,1,0.8225160274722594,0.1215837138814679,0.129039893488243,15.35149026217596,2.228901551274817,3.539676073523596,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,2,0,lower
62,H63,H,1,0.3238271931604132,0.121853794063295,0.1293090344065289,6.004338270845309,2.233851389317019,3.547058842085394,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,3,0,lower
93,H94,H,1,0.8942200744643092,0.3384901197279849,0.1305916377176237,17.01889706301866,6.18782624424461,3.582241762106312,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,4,0,lower
57,H58,H,1,0.3951957349694731,0.338821867305924,0.1314089380818796,7.66449553394256,6.193943432639198,3.6046610191750754,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,5,0,lower
128,O129,O,8,0.2190100351354654,0.1589376740185621,0.1320449272544073,4.0902737271409615,2.9108862419369554,3.6221067531737736,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,6,0,lower
146,O147,O,8,0.7178014416355233,0.1580363682070706,0.133263832375531,13.435537402295484,2.894529360910149,3.6555423766581487,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,7,0,lower
95,H96,H,1,0.9291485753990094,0.2070185077615955,0.1410414693638718,17.455626389721463,3.789106825928261,3.868889697490296,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,8,0,lower
59,H60,H,1,0.430392744373313,0.2075320250770588,0.1417515953094974,8.106737177680062,3.798533352096558,3.888369067404284,L100_D4.8_U180,r100/t4.8/t4.8_180.cif,9,0,lower
