atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path,z_rank,layer_label,layer_name
54,H55,H,1,0.1643905021865248,0.3856672438992983,0.0499200999819019,3.5981905446975464,7.148574353153403,1.3584911437015377,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,0,0,lower
90,H91,H,1,0.6645945331721322,0.3892626117212696,0.0535345838491369,12.963357999042282,7.217681424508805,1.4568532127773406,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,1,0,lower
53,H54,H,1,0.0678876450101033,0.3902506551356278,0.0536433312174251,1.803006982845936,7.235980420331471,1.4598125885953788,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,2,0,lower
89,H90,H,1,0.5681195847465406,0.3935932711450641,0.0572134535988048,11.16833973243749,7.30039346983752,1.5569674348155045,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,3,0,lower
86,H87,H,1,0.6389100982729062,0.2599487039834785,0.0634399281250208,12.339224107311,4.841623907162042,1.7264104147657475,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,4,0,lower
50,H51,H,1,0.1385285601098181,0.2569513320271484,0.0636708682722452,2.9760350566687865,4.7865502319115,1.7326950605265377,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,5,0,lower
5,C6,C,6,0.1166544015366107,0.3747758589476004,0.0735581885309297,2.720321025964336,6.966300624574778,2.0017617693519063,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,6,0,lower
29,C30,C,6,0.6169005380902,0.3768907355556347,0.076794282396517,12.08404524323561,7.007819727723353,2.089826594105483,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,7,0,lower
2,C3,C,6,0.1199208057911297,0.2959979859778616,0.0916366811053878,2.7082256976861414,5.528236140200438,2.493737387645522,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,8,0,lower
26,C27,C,6,0.6202546841300849,0.2971183371374446,0.0925380234512161,12.069614740951684,5.549594489893345,2.518265896095923,L340_D7.2_U0,r340/t7.2/t7.2_0.cif,9,0,lower
