atom_index,atom_label,symbol,atomic_number,frac_x,frac_y,frac_z,x,y,z,structure_id,relative_cif_path,z_rank,layer_label,layer_name
50,H51,H,1,0.1187932062038963,0.4302616017310969,0.0907375034047858,2.7236275133024748,7.881362614033071,2.4917448392960075,L40_D0_U180,r40/t0/t0_180.cif,0,0,lower
86,H87,H,1,0.6188616821976608,0.4300389980290793,0.090740612920876,12.103903142301672,7.877309113139217,2.4918302297947506,L40_D0_U180,r40/t0/t0_180.cif,1,0,lower
99,H100,H,1,0.921587643912838,0.3741770158410398,0.0918363510385585,17.700958629537972,6.860242303728084,2.521920321515428,L40_D0_U180,r40/t0/t0_180.cif,2,0,lower
63,H64,H,1,0.4215601187416438,0.3744728202759364,0.092035133504642,8.321283886893031,6.865726314281988,2.527379091763894,L40_D0_U180,r40/t0/t0_180.cif,3,0,lower
143,O144,O,8,0.8706854580792575,0.3686649957160736,0.0955322833828657,16.733204575838027,6.761611188077951,2.6234144116077163,L40_D0_U180,r40/t0/t0_180.cif,4,0,lower
125,O126,O,8,0.3706452972145722,0.3689146720632809,0.0956325071705984,7.3533595544779455,6.76620753264376,2.6261666595370388,L40_D0_U180,r40/t0/t0_180.cif,5,0,lower
55,H56,H,1,0.271747292725482,0.2795174251397695,0.114374345950219,5.344552943808828,5.1467395200511294,3.1408367607156684,L40_D0_U180,r40/t0/t0_180.cif,6,0,lower
91,H92,H,1,0.7719489793884489,0.2788994242208867,0.1153462274903333,14.72545284131854,5.135949165800397,3.167525623877173,L40_D0_U180,r40/t0/t0_180.cif,7,0,lower
57,H58,H,1,0.40148325371455,0.2297948771534888,0.1192309447837902,7.700292453297173,4.243318160104887,3.2742039421565865,L40_D0_U180,r40/t0/t0_180.cif,8,0,lower
93,H94,H,1,0.901420143972873,0.2295375937107238,0.119987277311147,17.077033747076083,4.238995075435511,3.294973608514121,L40_D0_U180,r40/t0/t0_180.cif,9,0,lower
138,O139,O,8,0.5424173926160614,0.3753041607918094,0.1229438071723678,10.547894797591068,6.895731081365377,3.3761629486159443,L40_D0_U180,r40/t0/t0_180.cif,10,0,lower
120,O121,O,8,0.0424420502172154,0.3754359835807257,0.12297076537806,1.169195345469368,6.89814535457749,3.3769032485734,L40_D0_U180,r40/t0/t0_180.cif,11,0,lower
2,C3,C,6,0.108190347495687,0.4117385439824535,0.1275748257354838,2.448444608609738,7.56165407821278,3.503335464635595,L40_D0_U180,r40/t0/t0_180.cif,12,0,lower
26,C27,C,6,0.6082106596134034,0.411550314184367,0.1275765967617511,11.827867899165932,7.558226096051178,3.503384098831998,L40_D0_U180,r40/t0/t0_180.cif,13,0,lower
49,H50,H,1,0.160963810014308,0.3017254439609623,0.1350068888642033,3.2704507950245314,5.561205599680007,3.707427535184368,L40_D0_U180,r40/t0/t0_180.cif,14,0,lower
85,H86,H,1,0.6611488161928568,0.3015618731293458,0.1350981253280513,12.65287821957866,5.558269825438803,3.709932981988812,L40_D0_U180,r40/t0/t0_180.cif,15,0,lower
7,C8,C,6,0.3627714189152288,0.3364264680542467,0.1420810775870202,7.096354796564837,6.1967280383357455,3.901692007765782,L40_D0_U180,r40/t0/t0_180.cif,16,0,lower
31,C32,C,6,0.8629679001265063,0.336692416546284,0.1421515558214301,16.479642061703917,6.20160649805644,3.903627412314992,L40_D0_U180,r40/t0/t0_180.cif,17,0,lower
6,C7,C,6,0.2855332914205661,0.315242966891267,0.1453672806414735,5.612630762209701,5.812424923468967,3.991934511631949,L40_D0_U180,r40/t0/t0_180.cif,18,0,lower
122,O123,O,8,0.2372889843027329,0.3776549222580438,0.1455919738524869,4.79692354509706,6.949442288204411,3.9981048174918072,L40_D0_U180,r40/t0/t0_180.cif,19,0,lower
140,O141,O,8,0.7373067516718126,0.3776821331842369,0.1456146861457895,14.176580114897884,6.949948888243256,3.99872852034346,L40_D0_U180,r40/t0/t0_180.cif,20,0,lower
30,C31,C,6,0.7858197636599432,0.3154611567205866,0.1458559129802979,14.996973439944613,5.81663444985501,4.005352856449608,L40_D0_U180,r40/t0/t0_180.cif,21,0,lower
144,O145,O,8,0.9876143113900406,0.2763439748262616,0.1459619567989578,18.726066451768254,5.104118606437648,4.008264928393071,L40_D0_U180,r40/t0/t0_180.cif,22,0,lower
126,O127,O,8,0.4875170389115912,0.2762216795264235,0.1460036449809995,9.34469509684208,5.101910893163807,4.009409728597663,L40_D0_U180,r40/t0/t0_180.cif,23,0,lower
8,C9,C,6,0.4126722699349769,0.2657587846142652,0.150135433132821,7.920115939770757,4.9133031585091,4.122872865867788,L40_D0_U180,r40/t0/t0_180.cif,24,0,lower
32,C33,C,6,0.9129022612367068,0.2660120361743992,0.1505593600022787,17.30353673907044,4.91812026637747,4.134514332180762,L40_D0_U180,r40/t0/t0_180.cif,25,0,lower
1,C2,C,6,0.1658987473053666,0.3561995789332232,0.1506686658956282,3.4200921164839757,6.561048106491705,4.137515984038464,L40_D0_U180,r40/t0/t0_180.cif,26,0,lower
25,C26,C,6,0.6659594008765444,0.3560848591659284,0.1507253272093807,12.800303628567043,6.558985589798264,4.139071961785624,L40_D0_U180,r40/t0/t0_180.cif,27,0,lower
60,H61,H,1,0.3106716628011789,0.1754290272082641,0.1584880314042296,5.865786400282915,3.271853190683552,4.352243774880449,L40_D0_U180,r40/t0/t0_180.cif,28,0,lower
96,H97,H,1,0.811287509340394,0.1764401309481207,0.159619469783941,15.256578705855256,3.290815665171264,4.383314232385219,L40_D0_U180,r40/t0/t0_180.cif,29,0,lower
90,H91,H,1,0.6479971572769234,0.508834487143781,0.1600090221983907,12.670105469629766,9.345968606251748,4.394011740933698,L40_D0_U180,r40/t0/t0_180.cif,30,0,lower
54,H55,H,1,0.1480789005837188,0.5089230354320297,0.1600545754547449,3.292389659274799,9.347603522541649,4.395262680040181,L40_D0_U180,r40/t0/t0_180.cif,31,0,lower
89,H90,H,1,0.5529439583615398,0.5043229250511297,0.1637283951819117,10.875543453759292,9.265573315225229,4.496149535002833,L40_D0_U180,r40/t0/t0_180.cif,32,0,lower
53,H54,H,1,0.0530117354283816,0.5045164687808988,0.1637773703776138,1.4977117613442872,9.269122495874292,4.497494444070915,L40_D0_U180,r40/t0/t0_180.cif,33,0,lower
29,C30,C,6,0.6049614425016663,0.4719600884789037,0.1649933919127664,11.803156362789638,8.676653274329901,4.530887641712383,L40_D0_U180,r40/t0/t0_180.cif,34,0,lower
5,C6,C,6,0.1049971609406225,0.4720965404229724,0.1650154551650445,2.42467764588122,8.679149519713821,4.531493521232306,L40_D0_U180,r40/t0/t0_180.cif,35,0,lower
28,C29,C,6,0.5189445374456663,0.3381778642853351,0.1653438583681396,9.997078493983755,6.239816588250021,4.5405118097658805,L40_D0_U180,r40/t0/t0_180.cif,36,0,lower
4,C5,C,6,0.0190489351578611,0.3382479274899033,0.1653605017449217,0.6198001164352571,6.24110087648722,4.540968853949918,L40_D0_U180,r40/t0/t0_180.cif,37,0,lower
92,H93,H,1,0.8717823038162777,0.376581454251971,0.1713163857252565,16.662902634643004,6.942256068284479,4.704523532165391,L40_D0_U180,r40/t0/t0_180.cif,38,0,lower
56,H57,H,1,0.3714757823822905,0.3759597755283674,0.1714813884789016,7.276722820464905,6.931010770975728,4.709054676889867,L40_D0_U180,r40/t0/t0_180.cif,39,0,lower
58,H59,H,1,0.0656901981901578,0.2145468514988803,0.1782343513707672,1.299783818597594,3.993925754396615,4.8944979589327815,L40_D0_U180,r40/t0/t0_180.cif,40,0,lower
94,H95,H,1,0.5656241198391722,0.2143991044753565,0.1783869820498052,10.677441128857025,3.99130774832259,4.898689353808553,L40_D0_U180,r40/t0/t0_180.cif,41,0,lower
