structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy
L180_D6_U220,r180/t6.0/t6.0_220.cif,180.0,6.0,220.0,-936.28977,0.3500300000000607
L180_D6_U240,r180/t6.0/t6.0_240.cif,180.0,6.0,240.0,-936.31214,0.32766000000003714
L180_D6_U260,r180/t6.0/t6.0_260.cif,180.0,6.0,260.0,-936.30541,0.33438999999998487
L180_D6_U280,r180/t6.0/t6.0_280.cif,180.0,6.0,280.0,-936.27273,0.36707000000001244
L180_D6_U300,r180/t6.0/t6.0_300.cif,180.0,6.0,300.0,-936.39935,0.24045000000000982
L180_D6_U320,r180/t6.0/t6.0_320.cif,180.0,6.0,320.0,-936.47539,0.16441000000008898
L180_D6_U340,r180/t6.0/t6.0_340.cif,180.0,6.0,340.0,-936.48234,0.1574600000000146
L180_D7.2_U0,r180/t7.2/t7.2_0.cif,180.0,7.2,0.0,-936.28387,0.3559300000000576
L180_D7.2_U20,r180/t7.2/t7.2_20.cif,180.0,7.2,20.0,-936.15625,0.48355000000003656
L180_D7.2_U40,r180/t7.2/t7.2_40.cif,180.0,7.2,40.0,-936.13352,0.5062800000000607
L180_D7.2_U60,r180/t7.2/t7.2_60.cif,180.0,7.2,60.0,-936.21936,0.42043999999998505
L180_D7.2_U80,r180/t7.2/t7.2_80.cif,180.0,7.2,80.0,-936.29433,0.3454700000000912
L180_D7.2_U100,r180/t7.2/t7.2_100.cif,180.0,7.2,100.0,-936.41129,0.2285100000000284
L180_D7.2_U120,r180/t7.2/t7.2_120.cif,180.0,7.2,120.0,-936.37606,0.2637399999999843
L180_D7.2_U140,r180/t7.2/t7.2_140.cif,180.0,7.2,140.0,-936.22041,0.41939000000002125
L180_D7.2_U160,r180/t7.2/t7.2_160.cif,180.0,7.2,160.0,-936.32164,0.3181600000000344
L180_D7.2_U180,r180/t7.2/t7.2_180.cif,180.0,7.2,180.0,-936.26919,0.37061000000005606
L180_D7.2_U200,r180/t7.2/t7.2_200.cif,180.0,7.2,200.0,-936.31593,0.3238700000000563
L180_D7.2_U220,r180/t7.2/t7.2_220.cif,180.0,7.2,220.0,-936.32912,0.3106800000000476
L180_D7.2_U240,r180/t7.2/t7.2_240.cif,180.0,7.2,240.0,-936.3743,0.2655000000000882
L180_D7.2_U260,r180/t7.2/t7.2_260.cif,180.0,7.2,260.0,-936.39907,0.240729999999985
L180_D7.2_U280,r180/t7.2/t7.2_280.cif,180.0,7.2,280.0,-936.27219,0.3676100000000133
L180_D7.2_U300,r180/t7.2/t7.2_300.cif,180.0,7.2,300.0,-936.77543,-0.13562999999999192
L180_D7.2_U320,r180/t7.2/t7.2_320.cif,180.0,7.2,320.0,-936.76427,-0.12446999999997388
L180_D7.2_U340,r180/t7.2/t7.2_340.cif,180.0,7.2,340.0,-936.48031,0.15949000000000524
L180_D8.4_U0,r180/t8.4/t8.4_0.cif,180.0,8.4,0.0,-936.10752,0.5322800000000143
L180_D8.4_U20,r180/t8.4/t8.4_20.cif,180.0,8.4,20.0,-936.07823,0.5615700000000743
L180_D8.4_U40,r180/t8.4/t8.4_40.cif,180.0,8.4,40.0,-936.11328,0.526520000000005
L180_D8.4_U60,r180/t8.4/t8.4_60.cif,180.0,8.4,60.0,-936.20877,0.43103000000007796
L180_D8.4_U80,r180/t8.4/t8.4_80.cif,180.0,8.4,80.0,-936.30537,0.33442999999999756
L180_D8.4_U100,r180/t8.4/t8.4_100.cif,180.0,8.4,100.0,-936.42976,0.21004000000004908
L180_D8.4_U120,r180/t8.4/t8.4_120.cif,180.0,8.4,120.0,-936.85811,-0.21830999999997402
L180_D8.4_U140,r180/t8.4/t8.4_140.cif,180.0,8.4,140.0,-936.42708,0.21271999999999025
L180_D8.4_U160,r180/t8.4/t8.4_160.cif,180.0,8.4,160.0,-936.43151,0.20829000000003361
L180_D8.4_U180,r180/t8.4/t8.4_180.cif,180.0,8.4,180.0,-936.33597,0.3038300000000618
L180_D8.4_U200,r180/t8.4/t8.4_200.cif,180.0,8.4,200.0,-936.32494,0.314860000000067
L180_D8.4_U220,r180/t8.4/t8.4_220.cif,180.0,8.4,220.0,-936.37607,0.26373000000000957
L180_D8.4_U240,r180/t8.4/t8.4_240.cif,180.0,8.4,240.0,-936.42595,0.21385000000009313
L180_D8.4_U260,r180/t8.4/t8.4_260.cif,180.0,8.4,260.0,-936.49771,0.1420900000000529
L180_D8.4_U280,r180/t8.4/t8.4_280.cif,180.0,8.4,280.0,-936.31065,0.3291500000000269
L180_D8.4_U300,r180/t8.4/t8.4_300.cif,180.0,8.4,300.0,-936.66274,-0.022939999999948668
L180_D8.4_U320,r180/t8.4/t8.4_320.cif,180.0,8.4,320.0,-936.67745,-0.037649999999985084
L180_D8.4_U340,r180/t8.4/t8.4_340.cif,180.0,8.4,340.0,-936.75477,-0.11496999999997115
L180_D9.6_U0,r180/t9.6/t9.6_0.cif,180.0,9.6,0.0,-936.11855,0.5212500000000091
L180_D9.6_U20,r180/t9.6/t9.6_20.cif,180.0,9.6,20.0,-936.07463,0.5651700000000801
L180_D9.6_U40,r180/t9.6/t9.6_40.cif,180.0,9.6,40.0,-936.10039,0.539410000000089
L180_D9.6_U60,r180/t9.6/t9.6_60.cif,180.0,9.6,60.0,-936.1791,0.46070000000008804
L180_D9.6_U80,r180/t9.6/t9.6_80.cif,180.0,9.6,80.0,-936.28301,0.35679000000004635
L180_D9.6_U100,r180/t9.6/t9.6_100.cif,180.0,9.6,100.0,-936.45969,0.18011000000001332
L180_D9.6_U120,r180/t9.6/t9.6_120.cif,180.0,9.6,120.0,-936.59159,0.048210000000040054
L180_D9.6_U140,r180/t9.6/t9.6_140.cif,180.0,9.6,140.0,-936.40172,0.23808000000008178
L180_D9.6_U160,r180/t9.6/t9.6_160.cif,180.0,9.6,160.0,-936.33593,0.30387000000007447
L180_D9.6_U180,r180/t9.6/t9.6_180.cif,180.0,9.6,180.0,-936.27195,0.3678500000000895
L180_D9.6_U200,r180/t9.6/t9.6_200.cif,180.0,9.6,200.0,-936.25053,0.38927000000001044
L180_D9.6_U220,r180/t9.6/t9.6_220.cif,180.0,9.6,220.0,-936.30506,0.3347400000000107
L180_D9.6_U240,r180/t9.6/t9.6_240.cif,180.0,9.6,240.0,-936.43162,0.20818000000008396
L180_D9.6_U260,r180/t9.6/t9.6_260.cif,180.0,9.6,260.0,-936.50088,0.1389199999999846
L180_D9.6_U280,r180/t9.6/t9.6_280.cif,180.0,9.6,280.0,-936.60006,0.03974000000005162
L180_D9.6_U300,r180/t9.6/t9.6_300.cif,180.0,9.6,300.0,-936.90327,-0.2634699999999839
L180_D9.6_U320,r180/t9.6/t9.6_320.cif,180.0,9.6,320.0,-936.92746,-0.28765999999995984
L180_D9.6_U340,r180/t9.6/t9.6_340.cif,180.0,9.6,340.0,-936.88996,-0.2501599999999371
L200_D0_U0,r200/t0/t0_0.cif,200.0,0.0,0.0,-936.60823,0.031569999999987886
L200_D0_U20,r200/t0/t0_20.cif,200.0,0.0,20.0,-936.13112,0.5086800000000267
L200_D0_U40,r200/t0/t0_40.cif,200.0,0.0,40.0,-936.0573,0.5824999999999818
L200_D0_U60,r200/t0/t0_60.cif,200.0,0.0,60.0,-936.22221,0.41759000000001834
L200_D0_U80,r200/t0/t0_80.cif,200.0,0.0,80.0,-936.27046,0.36934000000007927
L200_D0_U100,r200/t0/t0_100.cif,200.0,0.0,100.0,-936.50847,0.13133000000004813
L200_D0_U120,r200/t0/t0_120.cif,200.0,0.0,120.0,-936.56514,0.0746599999999944
L200_D0_U140,r200/t0/t0_140.cif,200.0,0.0,140.0,-936.45634,0.1834600000000819
L200_D0_U160,r200/t0/t0_160.cif,200.0,0.0,160.0,-936.33345,0.30635000000006585
L200_D0_U180,r200/t0/t0_180.cif,200.0,0.0,180.0,-936.46344,0.17636000000004515
L200_D0_U200,r200/t0/t0_200.cif,200.0,0.0,200.0,-936.48531,0.1544900000000098
L200_D0_U220,r200/t0/t0_220.cif,200.0,0.0,220.0,-936.53442,0.10538000000008196
L200_D0_U240,r200/t0/t0_240.cif,200.0,0.0,240.0,-936.62559,0.01421000000004824
L200_D0_U260,r200/t0/t0_260.cif,200.0,0.0,260.0,-936.45516,0.18464000000005854
L200_D0_U280,r200/t0/t0_280.cif,200.0,0.0,280.0,-936.3772,0.2626000000000204
L200_D0_U300,r200/t0/t0_300.cif,200.0,0.0,300.0,-936.79732,-0.1575199999999768
L200_D0_U320,r200/t0/t0_320.cif,200.0,0.0,320.0,-936.89801,-0.25820999999996275
L200_D0_U340,r200/t0/t0_340.cif,200.0,0.0,340.0,-936.79034,-0.15053999999997814
L200_D1.2_U0,r200/t1.2/t1.2_0.cif,200.0,1.2,0.0,-936.50208,0.13772000000005846
L200_D1.2_U20,r200/t1.2/t1.2_20.cif,200.0,1.2,20.0,-936.18841,0.45139000000006035
L200_D1.2_U40,r200/t1.2/t1.2_40.cif,200.0,1.2,40.0,-936.06456,0.575240000000008
L200_D1.2_U60,r200/t1.2/t1.2_60.cif,200.0,1.2,60.0,-936.15346,0.4863400000000411
L200_D1.2_U80,r200/t1.2/t1.2_80.cif,200.0,1.2,80.0,-936.28279,0.35701000000005934
L200_D1.2_U100,r200/t1.2/t1.2_100.cif,200.0,1.2,100.0,-936.42937,0.2104300000000876
L200_D1.2_U120,r200/t1.2/t1.2_120.cif,200.0,1.2,120.0,-936.47975,0.1600500000000693
L200_D1.2_U140,r200/t1.2/t1.2_140.cif,200.0,1.2,140.0,-936.3737,0.2661000000000513
L200_D1.2_U160,r200/t1.2/t1.2_160.cif,200.0,1.2,160.0,-936.1937,0.4461000000000013
L200_D1.2_U180,r200/t1.2/t1.2_180.cif,200.0,1.2,180.0,-936.33864,0.30115999999998166
L200_D1.2_U200,r200/t1.2/t1.2_200.cif,200.0,1.2,200.0,-936.29784,0.34196000000008553
L200_D1.2_U220,r200/t1.2/t1.2_220.cif,200.0,1.2,220.0,-936.46213,0.17767000000003463
L200_D1.2_U240,r200/t1.2/t1.2_240.cif,200.0,1.2,240.0,-936.42928,0.21052000000008775
L200_D1.2_U260,r200/t1.2/t1.2_260.cif,200.0,1.2,260.0,-936.4528,0.18700000000001182
L200_D1.2_U280,r200/t1.2/t1.2_280.cif,200.0,1.2,280.0,-936.7372,-0.09739999999999327
L200_D1.2_U300,r200/t1.2/t1.2_300.cif,200.0,1.2,300.0,-936.96386,-0.32405999999991764
L200_D1.2_U320,r200/t1.2/t1.2_320.cif,200.0,1.2,320.0,-936.9921,-0.3523000000000138
L200_D1.2_U340,r200/t1.2/t1.2_340.cif,200.0,1.2,340.0,-936.89291,-0.2531099999999924
L200_D2.4_U0,r200/t2.4/t2.4_0.cif,200.0,2.4,0.0,-936.52443,0.11536999999998443
L200_D2.4_U20,r200/t2.4/t2.4_20.cif,200.0,2.4,20.0,-936.28506,0.3547399999999925
L200_D2.4_U40,r200/t2.4/t2.4_40.cif,200.0,2.4,40.0,-936.20168,0.43812000000002627
L200_D2.4_U60,r200/t2.4/t2.4_60.cif,200.0,2.4,60.0,-936.19547,0.4443300000000363
L200_D2.4_U80,r200/t2.4/t2.4_80.cif,200.0,2.4,80.0,-936.26653,0.37327000000004773
L200_D2.4_U100,r200/t2.4/t2.4_100.cif,200.0,2.4,100.0,-936.46415,0.17565000000001874
L200_D2.4_U120,r200/t2.4/t2.4_120.cif,200.0,2.4,120.0,-936.47808,0.16172000000005937
L200_D2.4_U140,r200/t2.4/t2.4_140.cif,200.0,2.4,140.0,-936.32577,0.3140300000000025
L200_D2.4_U160,r200/t2.4/t2.4_160.cif,200.0,2.4,160.0,-936.15392,0.4858800000000656
L200_D2.4_U180,r200/t2.4/t2.4_180.cif,200.0,2.4,180.0,-935.97593,0.6638700000000881
L200_D2.4_U200,r200/t2.4/t2.4_200.cif,200.0,2.4,200.0,-935.96429,0.6755100000000311
L200_D2.4_U220,r200/t2.4/t2.4_220.cif,200.0,2.4,220.0,-936.91482,-0.27501999999992677
L200_D2.4_U240,r200/t2.4/t2.4_240.cif,200.0,2.4,240.0,-936.36495,0.2748500000000149
L200_D2.4_U260,r200/t2.4/t2.4_260.cif,200.0,2.4,260.0,-936.44955,0.19024999999999181
L200_D2.4_U280,r200/t2.4/t2.4_280.cif,200.0,2.4,280.0,-936.70544,-0.06563999999991665
L200_D2.4_U300,r200/t2.4/t2.4_300.cif,200.0,2.4,300.0,-936.99412,-0.35431999999991604
L200_D2.4_U320,r200/t2.4/t2.4_320.cif,200.0,2.4,320.0,-936.97228,-0.3324799999999186
L200_D2.4_U340,r200/t2.4/t2.4_340.cif,200.0,2.4,340.0,-936.86727,-0.22746999999992568
L200_D3.6_U0,r200/t3.6/t3.6_0.cif,200.0,3.6,0.0,-936.40877,0.2310300000000325
L200_D3.6_U20,r200/t3.6/t3.6_20.cif,200.0,3.6,20.0,-936.20603,0.43376999999998134
L200_D3.6_U40,r200/t3.6/t3.6_40.cif,200.0,3.6,40.0,-936.15144,0.48836000000005697
L200_D3.6_U60,r200/t3.6/t3.6_60.cif,200.0,3.6,60.0,-936.07902,0.5607800000000225
L200_D3.6_U80,r200/t3.6/t3.6_80.cif,200.0,3.6,80.0,-936.30284,0.3369600000000901
L200_D3.6_U100,r200/t3.6/t3.6_100.cif,200.0,3.6,100.0,-936.36298,0.27682000000004336
L200_D3.6_U120,r200/t3.6/t3.6_120.cif,200.0,3.6,120.0,-936.50236,0.13744000000008327
L200_D3.6_U140,r200/t3.6/t3.6_140.cif,200.0,3.6,140.0,-936.42271,0.21708999999998468
L200_D3.6_U160,r200/t3.6/t3.6_160.cif,200.0,3.6,160.0,-936.64589,-0.006089999999971951
L200_D3.6_U180,r200/t3.6/t3.6_180.cif,200.0,3.6,180.0,-936.49788,0.14192000000002736
L200_D3.6_U200,r200/t3.6/t3.6_200.cif,200.0,3.6,200.0,-936.7033,-0.06349999999997635
L200_D3.6_U220,r200/t3.6/t3.6_220.cif,200.0,3.6,220.0,-936.84363,-0.20382999999992535
L200_D3.6_U240,r200/t3.6/t3.6_240.cif,200.0,3.6,240.0,-936.91471,-0.2749099999999771
L200_D3.6_U260,r200/t3.6/t3.6_260.cif,200.0,3.6,260.0,-936.28856,0.35124000000007527
L200_D3.6_U280,r200/t3.6/t3.6_280.cif,200.0,3.6,280.0,-936.22546,0.41434000000003834
L200_D3.6_U300,r200/t3.6/t3.6_300.cif,200.0,3.6,300.0,-936.34032,0.29948000000001684
L200_D3.6_U320,r200/t3.6/t3.6_320.cif,200.0,3.6,320.0,-936.33603,0.3037699999999859
L200_D3.6_U340,r200/t3.6/t3.6_340.cif,200.0,3.6,340.0,-936.33997,0.2998300000000427
L200_D4.8_U0,r200/t4.8/t4.8_0.cif,200.0,4.8,0.0,-936.3598,0.2800000000000864
L200_D4.8_U20,r200/t4.8/t4.8_20.cif,200.0,4.8,20.0,-936.16903,0.4707700000000159
L200_D4.8_U40,r200/t4.8/t4.8_40.cif,200.0,4.8,40.0,-936.15336,0.48644000000001597
L200_D4.8_U60,r200/t4.8/t4.8_60.cif,200.0,4.8,60.0,-936.3424,0.29740000000003874
L200_D4.8_U80,r200/t4.8/t4.8_80.cif,200.0,4.8,80.0,-936.56415,0.075649999999996
L200_D4.8_U100,r200/t4.8/t4.8_100.cif,200.0,4.8,100.0,-936.56483,0.07497000000000753
L200_D4.8_U120,r200/t4.8/t4.8_120.cif,200.0,4.8,120.0,-936.29851,0.3412900000000718
L200_D4.8_U140,r200/t4.8/t4.8_140.cif,200.0,4.8,140.0,-936.32276,0.31704000000002
L200_D4.8_U160,r200/t4.8/t4.8_160.cif,200.0,4.8,160.0,-936.52734,0.11246000000005552
L200_D4.8_U180,r200/t4.8/t4.8_180.cif,200.0,4.8,180.0,-936.49586,0.14394000000004326
L200_D4.8_U200,r200/t4.8/t4.8_200.cif,200.0,4.8,200.0,-936.53464,0.10516000000006898
L200_D4.8_U220,r200/t4.8/t4.8_220.cif,200.0,4.8,220.0,-936.64881,-0.009009999999989304
L200_D4.8_U240,r200/t4.8/t4.8_240.cif,200.0,4.8,240.0,-936.72834,-0.08853999999996631
L200_D4.8_U260,r200/t4.8/t4.8_260.cif,200.0,4.8,260.0,-936.25541,0.3843900000000531
L200_D4.8_U280,r200/t4.8/t4.8_280.cif,200.0,4.8,280.0,-936.20612,0.4336799999999812
L200_D4.8_U300,r200/t4.8/t4.8_300.cif,200.0,4.8,300.0,-936.31271,0.3270899999999983
L200_D4.8_U320,r200/t4.8/t4.8_320.cif,200.0,4.8,320.0,-936.3109,0.3289000000000897
L200_D4.8_U340,r200/t4.8/t4.8_340.cif,200.0,4.8,340.0,-936.29974,0.34005999999999403
L200_D6_U0,r200/t6.0/t6.0_0.cif,200.0,6.0,0.0,-936.38399,0.25580999999999676
L200_D6_U20,r200/t6.0/t6.0_20.cif,200.0,6.0,20.0,-936.2079,0.4319000000000415
L200_D6_U40,r200/t6.0/t6.0_40.cif,200.0,6.0,40.0,-936.21014,0.4296600000000126
L200_D6_U60,r200/t6.0/t6.0_60.cif,200.0,6.0,60.0,-936.44182,0.19798000000002958
L200_D6_U80,r200/t6.0/t6.0_80.cif,200.0,6.0,80.0,-936.61236,0.02744000000006963
L200_D6_U100,r200/t6.0/t6.0_100.cif,200.0,6.0,100.0,-936.66163,-0.021829999999908978
L200_D6_U120,r200/t6.0/t6.0_120.cif,200.0,6.0,120.0,-936.36356,0.2762400000000298
L200_D6_U140,r200/t6.0/t6.0_140.cif,200.0,6.0,140.0,-936.23788,0.40192000000001826
L200_D6_U160,r200/t6.0/t6.0_160.cif,200.0,6.0,160.0,-936.15355,0.4862500000000409
L200_D6_U180,r200/t6.0/t6.0_180.cif,200.0,6.0,180.0,-936.10797,0.5318300000000136
L200_D6_U200,r200/t6.0/t6.0_200.cif,200.0,6.0,200.0,-936.14167,0.49813000000006014
L200_D6_U220,r200/t6.0/t6.0_220.cif,200.0,6.0,220.0,-936.33934,0.3004600000000437
L200_D6_U240,r200/t6.0/t6.0_240.cif,200.0,6.0,240.0,-936.33532,0.3044800000000123
L200_D6_U260,r200/t6.0/t6.0_260.cif,200.0,6.0,260.0,-936.28782,0.35198000000002594
L200_D6_U280,r200/t6.0/t6.0_280.cif,200.0,6.0,280.0,-936.32743,0.31236999999998716
L200_D6_U300,r200/t6.0/t6.0_300.cif,200.0,6.0,300.0,-936.7614,-0.12159999999994398
L200_D6_U320,r200/t6.0/t6.0_320.cif,200.0,6.0,320.0,-936.45191,0.18789000000003853
L200_D6_U340,r200/t6.0/t6.0_340.cif,200.0,6.0,340.0,-936.36362,0.2761800000000676
L200_D7.2_U0,r200/t7.2/t7.2_0.cif,200.0,7.2,0.0,-936.37414,0.2656600000000253
L200_D7.2_U20,r200/t7.2/t7.2_20.cif,200.0,7.2,20.0,-936.2007,0.4391000000000531
L200_D7.2_U40,r200/t7.2/t7.2_40.cif,200.0,7.2,40.0,-936.15999,0.47981000000004315
L200_D7.2_U60,r200/t7.2/t7.2_60.cif,200.0,7.2,60.0,-936.3397,0.3001000000000431
L200_D7.2_U80,r200/t7.2/t7.2_80.cif,200.0,7.2,80.0,-936.38053,0.259270000000015
L200_D7.2_U100,r200/t7.2/t7.2_100.cif,200.0,7.2,100.0,-936.49106,0.1487400000000889
L200_D7.2_U120,r200/t7.2/t7.2_120.cif,200.0,7.2,120.0,-936.37228,0.26751999999999043
L200_D7.2_U140,r200/t7.2/t7.2_140.cif,200.0,7.2,140.0,-936.1695,0.47030000000006567
L200_D7.2_U160,r200/t7.2/t7.2_160.cif,200.0,7.2,160.0,-936.16574,0.4740600000000086
L200_D7.2_U180,r200/t7.2/t7.2_180.cif,200.0,7.2,180.0,-936.39345,0.24635000000000673
L200_D7.2_U200,r200/t7.2/t7.2_200.cif,200.0,7.2,200.0,-936.3981,0.2417000000000371
L200_D7.2_U220,r200/t7.2/t7.2_220.cif,200.0,7.2,220.0,-936.45346,0.18634000000008655
L200_D7.2_U240,r200/t7.2/t7.2_240.cif,200.0,7.2,240.0,-936.58035,0.05945000000008349
L200_D7.2_U260,r200/t7.2/t7.2_260.cif,200.0,7.2,260.0,-936.60712,0.032680000000027576
L200_D7.2_U280,r200/t7.2/t7.2_280.cif,200.0,7.2,280.0,-936.64366,-0.003859999999917818
L200_D7.2_U300,r200/t7.2/t7.2_300.cif,200.0,7.2,300.0,-936.85959,-0.21978999999998905
L200_D7.2_U320,r200/t7.2/t7.2_320.cif,200.0,7.2,320.0,-936.90331,-0.2635099999999966
L200_D7.2_U340,r200/t7.2/t7.2_340.cif,200.0,7.2,340.0,-936.97717,-0.3373699999999644
L200_D8.4_U0,r200/t8.4/t8.4_0.cif,200.0,8.4,0.0,-936.14927,0.4905300000000352
L200_D8.4_U20,r200/t8.4/t8.4_20.cif,200.0,8.4,20.0,-936.13652,0.5032800000000179
L200_D8.4_U40,r200/t8.4/t8.4_40.cif,200.0,8.4,40.0,-936.05755,0.5822500000000446
L200_D8.4_U60,r200/t8.4/t8.4_60.cif,200.0,8.4,60.0,-936.24321,0.39659000000006017
L200_D8.4_U80,r200/t8.4/t8.4_80.cif,200.0,8.4,80.0,-936.31677,0.323030000000017
L200_D8.4_U100,r200/t8.4/t8.4_100.cif,200.0,8.4,100.0,-936.48081,0.15899000000001706
L200_D8.4_U120,r200/t8.4/t8.4_120.cif,200.0,8.4,120.0,-936.53287,0.10693000000003394
L200_D8.4_U140,r200/t8.4/t8.4_140.cif,200.0,8.4,140.0,-936.76265,-0.12284999999997126
L200_D8.4_U160,r200/t8.4/t8.4_160.cif,200.0,8.4,160.0,-936.41216,0.2276400000000649
L200_D8.4_U180,r200/t8.4/t8.4_180.cif,200.0,8.4,180.0,-936.49355,0.1462500000000091
L200_D8.4_U200,r200/t8.4/t8.4_200.cif,200.0,8.4,200.0,-936.50276,0.13704000000007
L200_D8.4_U220,r200/t8.4/t8.4_220.cif,200.0,8.4,220.0,-936.53096,0.1088399999999865
L200_D8.4_U240,r200/t8.4/t8.4_240.cif,200.0,8.4,240.0,-936.66067,-0.02086999999994532
L200_D8.4_U260,r200/t8.4/t8.4_260.cif,200.0,8.4,260.0,-936.58641,0.0533900000000358
L200_D8.4_U280,r200/t8.4/t8.4_280.cif,200.0,8.4,280.0,-936.43717,0.2026299999999992
L200_D8.4_U300,r200/t8.4/t8.4_300.cif,200.0,8.4,300.0,-936.75215,-0.11234999999999218
L200_D8.4_U320,r200/t8.4/t8.4_320.cif,200.0,8.4,320.0,-936.8927,-0.25289999999995416
L200_D8.4_U340,r200/t8.4/t8.4_340.cif,200.0,8.4,340.0,-936.89678,-0.25697999999999865
L200_D9.6_U0,r200/t9.6/t9.6_0.cif,200.0,9.6,0.0,-936.43741,0.2023900000000367
L200_D9.6_U20,r200/t9.6/t9.6_20.cif,200.0,9.6,20.0,-936.14291,0.4968900000000076
L200_D9.6_U40,r200/t9.6/t9.6_40.cif,200.0,9.6,40.0,-936.0475,0.5923000000000229
L200_D9.6_U60,r200/t9.6/t9.6_60.cif,200.0,9.6,60.0,-936.228,0.41180000000008476
L200_D9.6_U80,r200/t9.6/t9.6_80.cif,200.0,9.6,80.0,-936.26141,0.3783900000000813
L200_D9.6_U100,r200/t9.6/t9.6_100.cif,200.0,9.6,100.0,-936.51121,0.12859000000003107
L200_D9.6_U120,r200/t9.6/t9.6_120.cif,200.0,9.6,120.0,-936.51817,0.12162999999998192
L200_D9.6_U140,r200/t9.6/t9.6_140.cif,200.0,9.6,140.0,-936.45573,0.18407000000001972
L200_D9.6_U160,r200/t9.6/t9.6_160.cif,200.0,9.6,160.0,-936.2853,0.35450000000003
L200_D9.6_U180,r200/t9.6/t9.6_180.cif,200.0,9.6,180.0,-936.45544,0.18436000000008335
L200_D9.6_U200,r200/t9.6/t9.6_200.cif,200.0,9.6,200.0,-936.47947,0.1603300000000445
L200_D9.6_U220,r200/t9.6/t9.6_220.cif,200.0,9.6,220.0,-936.54585,0.09395000000006348
L200_D9.6_U240,r200/t9.6/t9.6_240.cif,200.0,9.6,240.0,-936.58115,0.058650000000056934
L200_D9.6_U260,r200/t9.6/t9.6_260.cif,200.0,9.6,260.0,-936.41507,0.2247300000000223
L200_D9.6_U280,r200/t9.6/t9.6_280.cif,200.0,9.6,280.0,-936.40261,0.23719000000005508
L200_D9.6_U300,r200/t9.6/t9.6_300.cif,200.0,9.6,300.0,-936.87464,-0.23483999999996286
L200_D9.6_U320,r200/t9.6/t9.6_320.cif,200.0,9.6,320.0,-936.82229,-0.1824899999999161
L200_D9.6_U340,r200/t9.6/t9.6_340.cif,200.0,9.6,340.0,-936.81803,-0.178229999999985
L220_D0_U0,r220/t0/t0_0.cif,220.0,0.0,0.0,-936.12844,0.5113600000000815
L220_D0_U20,r220/t0/t0_20.cif,220.0,0.0,20.0,-936.2189,0.4209000000000742
L220_D0_U40,r220/t0/t0_40.cif,220.0,0.0,40.0,-936.15312,0.48668000000009215
L220_D0_U60,r220/t0/t0_60.cif,220.0,0.0,60.0,-936.15421,0.48559000000000196
L220_D0_U80,r220/t0/t0_80.cif,220.0,0.0,80.0,-936.29415,0.3456500000000915
L220_D0_U100,r220/t0/t0_100.cif,220.0,0.0,100.0,-936.77483,-0.13502999999991516
L220_D0_U120,r220/t0/t0_120.cif,220.0,0.0,120.0,-936.87513,-0.23532999999997628
L220_D0_U140,r220/t0/t0_140.cif,220.0,0.0,140.0,-936.45899,0.18081000000006497
L220_D0_U160,r220/t0/t0_160.cif,220.0,0.0,160.0,-936.33651,0.3032900000000609
L220_D0_U180,r220/t0/t0_180.cif,220.0,0.0,180.0,-936.37143,0.26837000000000444
L220_D0_U200,r220/t0/t0_200.cif,220.0,0.0,200.0,-936.4755,0.16430000000002565
L220_D0_U220,r220/t0/t0_220.cif,220.0,0.0,220.0,-936.56085,0.07895000000007713
L220_D0_U240,r220/t0/t0_240.cif,220.0,0.0,240.0,-936.65515,-0.015350000000012187
L220_D0_U260,r220/t0/t0_260.cif,220.0,0.0,260.0,-936.58589,0.053910000000087166
L220_D0_U280,r220/t0/t0_280.cif,220.0,0.0,280.0,-936.42401,0.21579000000008364
L220_D0_U300,r220/t0/t0_300.cif,220.0,0.0,300.0,-936.59164,0.048160000000052605
L220_D0_U320,r220/t0/t0_320.cif,220.0,0.0,320.0,-936.84461,-0.2048099999999522
L220_D0_U340,r220/t0/t0_340.cif,220.0,0.0,340.0,-936.70958,-0.06977999999992335
L220_D1.2_U0,r220/t1.2/t1.2_0.cif,220.0,1.2,0.0,-936.53605,0.1037499999999909
L220_D1.2_U20,r220/t1.2/t1.2_20.cif,220.0,1.2,20.0,-936.27598,0.36382000000003245
L220_D1.2_U40,r220/t1.2/t1.2_40.cif,220.0,1.2,40.0,-936.22207,0.41773000000000593
L220_D1.2_U60,r220/t1.2/t1.2_60.cif,220.0,1.2,60.0,-936.24565,0.3941500000000815
L220_D1.2_U80,r220/t1.2/t1.2_80.cif,220.0,1.2,80.0,-936.2696,0.37020000000006803
L220_D1.2_U100,r220/t1.2/t1.2_100.cif,220.0,1.2,100.0,-936.54694,0.09286000000008698
L220_D1.2_U120,r220/t1.2/t1.2_120.cif,220.0,1.2,120.0,-936.79866,-0.15886000000000422
L220_D1.2_U140,r220/t1.2/t1.2_140.cif,220.0,1.2,140.0,-936.43566,0.20414000000005217
L220_D1.2_U160,r220/t1.2/t1.2_160.cif,220.0,1.2,160.0,-936.28967,0.3501300000000356
L220_D1.2_U180,r220/t1.2/t1.2_180.cif,220.0,1.2,180.0,-936.19475,0.44505000000003747
L220_D1.2_U200,r220/t1.2/t1.2_200.cif,220.0,1.2,200.0,-936.22309,0.41671000000008007
L220_D1.2_U220,r220/t1.2/t1.2_220.cif,220.0,1.2,220.0,-936.36593,0.27386999999998807
