structure_id,relative_cif_path,lower_rotation,displacement,upper_rotation,energy,delta_energy
L80_D0_U200,r80/t0/t0_200.cif,80.0,0.0,200.0,-936.45012,0.18968000000006668
L80_D0_U220,r80/t0/t0_220.cif,80.0,0.0,220.0,-936.56932,0.0704800000000887
L80_D0_U240,r80/t0/t0_240.cif,80.0,0.0,240.0,-936.86131,-0.22150999999996657
L80_D0_U260,r80/t0/t0_260.cif,80.0,0.0,260.0,-936.53838,0.10142000000007556
L80_D0_U280,r80/t0/t0_280.cif,80.0,0.0,280.0,-936.59461,0.0451900000000478
L80_D0_U300,r80/t0/t0_300.cif,80.0,0.0,300.0,-936.47423,0.16557000000000244
L80_D0_U320,r80/t0/t0_320.cif,80.0,0.0,320.0,-936.3722,0.2676000000000158
L80_D0_U340,r80/t0/t0_340.cif,80.0,0.0,340.0,-936.35788,0.2819200000000137
L80_D1.2_U0,r80/t1.2/t1.2_0.cif,80.0,1.2,0.0,-936.34064,0.29916000000002896
L80_D1.2_U20,r80/t1.2/t1.2_20.cif,80.0,1.2,20.0,-936.23438,0.4054200000000492
L80_D1.2_U40,r80/t1.2/t1.2_40.cif,80.0,1.2,40.0,-936.14533,0.4944700000000921
L80_D1.2_U60,r80/t1.2/t1.2_60.cif,80.0,1.2,60.0,-936.37888,0.26092000000005555
L80_D1.2_U80,r80/t1.2/t1.2_80.cif,80.0,1.2,80.0,-936.54036,0.09944000000007236
L80_D1.2_U100,r80/t1.2/t1.2_100.cif,80.0,1.2,100.0,-936.57223,0.0675700000000461
L80_D1.2_U120,r80/t1.2/t1.2_120.cif,80.0,1.2,120.0,-936.39488,0.24492000000009284
L80_D1.2_U140,r80/t1.2/t1.2_140.cif,80.0,1.2,140.0,-936.27087,0.36893000000009124
L80_D1.2_U160,r80/t1.2/t1.2_160.cif,80.0,1.2,160.0,-936.14993,0.48986999999999625
L80_D1.2_U180,r80/t1.2/t1.2_180.cif,80.0,1.2,180.0,-936.74172,-0.10191999999995005
L80_D1.2_U200,r80/t1.2/t1.2_200.cif,80.0,1.2,200.0,-936.75507,-0.11527000000000953
L80_D1.2_U220,r80/t1.2/t1.2_220.cif,80.0,1.2,220.0,-936.9396,-0.29980000000000473
L80_D1.2_U240,r80/t1.2/t1.2_240.cif,80.0,1.2,240.0,-936.86046,-0.22065999999995256
L80_D1.2_U260,r80/t1.2/t1.2_260.cif,80.0,1.2,260.0,-936.43355,0.2062500000000682
L80_D1.2_U280,r80/t1.2/t1.2_280.cif,80.0,1.2,280.0,-936.69132,-0.05151999999998225
L80_D1.2_U300,r80/t1.2/t1.2_300.cif,80.0,1.2,300.0,-936.52718,0.11261999999999261
L80_D1.2_U320,r80/t1.2/t1.2_320.cif,80.0,1.2,320.0,-936.42413,0.21567000000004555
L80_D1.2_U340,r80/t1.2/t1.2_340.cif,80.0,1.2,340.0,-936.37629,0.2635099999999966
L80_D2.4_U0,r80/t2.4/t2.4_0.cif,80.0,2.4,0.0,-936.47225,0.16755000000000564
L80_D2.4_U20,r80/t2.4/t2.4_20.cif,80.0,2.4,20.0,-936.29366,0.34613999999999123
L80_D2.4_U40,r80/t2.4/t2.4_40.cif,80.0,2.4,40.0,-936.2271,0.4127000000000862
L80_D2.4_U60,r80/t2.4/t2.4_60.cif,80.0,2.4,60.0,-936.74417,-0.10437000000001717
L80_D2.4_U80,r80/t2.4/t2.4_80.cif,80.0,2.4,80.0,-937.0761,-0.43629999999996016
L80_D2.4_U100,r80/t2.4/t2.4_100.cif,80.0,2.4,100.0,-937.08562,-0.4458199999999124
L80_D2.4_U120,r80/t2.4/t2.4_120.cif,80.0,2.4,120.0,-936.31505,0.32474999999999454
L80_D2.4_U140,r80/t2.4/t2.4_140.cif,80.0,2.4,140.0,-936.17703,0.4627700000000914
L80_D2.4_U160,r80/t2.4/t2.4_160.cif,80.0,2.4,160.0,-936.7251,-0.08529999999996107
L80_D2.4_U180,r80/t2.4/t2.4_180.cif,80.0,2.4,180.0,-936.82959,-0.18979000000001633
L80_D2.4_U200,r80/t2.4/t2.4_200.cif,80.0,2.4,200.0,-936.92134,-0.28153999999994994
L80_D2.4_U220,r80/t2.4/t2.4_220.cif,80.0,2.4,220.0,-936.94666,-0.3068599999999151
L80_D2.4_U240,r80/t2.4/t2.4_240.cif,80.0,2.4,240.0,-936.60907,0.03073000000006232
L80_D2.4_U260,r80/t2.4/t2.4_260.cif,80.0,2.4,260.0,-936.44748,0.19231999999999516
L80_D2.4_U280,r80/t2.4/t2.4_280.cif,80.0,2.4,280.0,-936.68283,-0.043029999999930624
L80_D2.4_U300,r80/t2.4/t2.4_300.cif,80.0,2.4,300.0,-936.60228,0.03752000000008593
L80_D2.4_U320,r80/t2.4/t2.4_320.cif,80.0,2.4,320.0,-936.59366,0.04614000000003671
L80_D2.4_U340,r80/t2.4/t2.4_340.cif,80.0,2.4,340.0,-936.40296,0.23684000000002925
L80_D3.6_U0,r80/t3.6/t3.6_0.cif,80.0,3.6,0.0,-936.44222,0.1975800000000163
L80_D3.6_U20,r80/t3.6/t3.6_20.cif,80.0,3.6,20.0,-936.26175,0.3780500000000302
L80_D3.6_U40,r80/t3.6/t3.6_40.cif,80.0,3.6,40.0,-936.19405,0.44575000000008913
L80_D3.6_U60,r80/t3.6/t3.6_60.cif,80.0,3.6,60.0,-936.90582,-0.2660199999999122
L80_D3.6_U80,r80/t3.6/t3.6_80.cif,80.0,3.6,80.0,-937.21295,-0.5731499999999414
L80_D3.6_U100,r80/t3.6/t3.6_100.cif,80.0,3.6,100.0,-937.1881,-0.5482999999999265
L80_D3.6_U120,r80/t3.6/t3.6_120.cif,80.0,3.6,120.0,-936.70736,-0.06755999999995765
L80_D3.6_U140,r80/t3.6/t3.6_140.cif,80.0,3.6,140.0,-936.24127,0.3985300000000507
L80_D3.6_U160,r80/t3.6/t3.6_160.cif,80.0,3.6,160.0,-936.61419,0.025610000000028776
L80_D3.6_U180,r80/t3.6/t3.6_180.cif,80.0,3.6,180.0,-936.64904,-0.009239999999977044
L80_D3.6_U200,r80/t3.6/t3.6_200.cif,80.0,3.6,200.0,-936.72045,-0.08064999999999145
L80_D3.6_U220,r80/t3.6/t3.6_220.cif,80.0,3.6,220.0,-936.91066,-0.27085999999997057
L80_D3.6_U240,r80/t3.6/t3.6_240.cif,80.0,3.6,240.0,-937.02538,-0.3855800000000045
L80_D3.6_U260,r80/t3.6/t3.6_260.cif,80.0,3.6,260.0,-936.37584,0.2639599999999973
L80_D3.6_U280,r80/t3.6/t3.6_280.cif,80.0,3.6,280.0,-936.52424,0.11556000000007316
L80_D3.6_U300,r80/t3.6/t3.6_300.cif,80.0,3.6,300.0,-936.44879,0.19101000000000568
L80_D3.6_U320,r80/t3.6/t3.6_320.cif,80.0,3.6,320.0,-936.42525,0.2145500000000311
L80_D3.6_U340,r80/t3.6/t3.6_340.cif,80.0,3.6,340.0,-936.54061,0.09919000000002143
L80_D4.8_U0,r80/t4.8/t4.8_0.cif,80.0,4.8,0.0,-936.2355,0.40430000000003474
L80_D4.8_U20,r80/t4.8/t4.8_20.cif,80.0,4.8,20.0,-936.25899,0.38080999999999676
L80_D4.8_U40,r80/t4.8/t4.8_40.cif,80.0,4.8,40.0,-936.20361,0.4361900000000105
L80_D4.8_U60,r80/t4.8/t4.8_60.cif,80.0,4.8,60.0,-936.57304,0.06676000000004478
L80_D4.8_U80,r80/t4.8/t4.8_80.cif,80.0,4.8,80.0,-937.18623,-0.5464299999999866
L80_D4.8_U100,r80/t4.8/t4.8_100.cif,80.0,4.8,100.0,-937.12488,-0.48507999999992535
L80_D4.8_U120,r80/t4.8/t4.8_120.cif,80.0,4.8,120.0,-936.65322,-0.013419999999996435
L80_D4.8_U140,r80/t4.8/t4.8_140.cif,80.0,4.8,140.0,-936.21538,0.42442000000005464
L80_D4.8_U160,r80/t4.8/t4.8_160.cif,80.0,4.8,160.0,-936.34839,0.2914100000000417
L80_D4.8_U180,r80/t4.8/t4.8_180.cif,80.0,4.8,180.0,-936.38932,0.25048000000003867
L80_D4.8_U200,r80/t4.8/t4.8_200.cif,80.0,4.8,200.0,-936.44833,0.19146999999998116
L80_D4.8_U220,r80/t4.8/t4.8_220.cif,80.0,4.8,220.0,-936.4501,0.1897000000000162
L80_D4.8_U240,r80/t4.8/t4.8_240.cif,80.0,4.8,240.0,-936.43799,0.20181000000002314
L80_D4.8_U260,r80/t4.8/t4.8_260.cif,80.0,4.8,260.0,-936.37624,0.26355999999998403
L80_D4.8_U280,r80/t4.8/t4.8_280.cif,80.0,4.8,280.0,-936.3466,0.29320000000006985
L80_D4.8_U300,r80/t4.8/t4.8_300.cif,80.0,4.8,300.0,-936.03773,0.6020700000000261
L80_D4.8_U320,r80/t4.8/t4.8_320.cif,80.0,4.8,320.0,-936.12846,0.5113400000000183
L80_D4.8_U340,r80/t4.8/t4.8_340.cif,80.0,4.8,340.0,-936.15705,0.48275000000001
L80_D6_U0,r80/t6.0/t6.0_0.cif,80.0,6.0,0.0,-936.44714,0.19266000000004624
L80_D6_U20,r80/t6.0/t6.0_20.cif,80.0,6.0,20.0,-936.29071,0.34909000000004653
L80_D6_U40,r80/t6.0/t6.0_40.cif,80.0,6.0,40.0,-936.1858,0.4540000000000646
L80_D6_U60,r80/t6.0/t6.0_60.cif,80.0,6.0,60.0,-936.32495,0.3148500000000922
L80_D6_U80,r80/t6.0/t6.0_80.cif,80.0,6.0,80.0,-937.11948,-0.4796799999999166
L80_D6_U100,r80/t6.0/t6.0_100.cif,80.0,6.0,100.0,-937.12907,-0.4892699999999195
L80_D6_U120,r80/t6.0/t6.0_120.cif,80.0,6.0,120.0,-936.31451,0.3252899999999954
L80_D6_U140,r80/t6.0/t6.0_140.cif,80.0,6.0,140.0,-936.20188,0.43792000000007647
L80_D6_U160,r80/t6.0/t6.0_160.cif,80.0,6.0,160.0,-936.18584,0.4539600000000519
L80_D6_U180,r80/t6.0/t6.0_180.cif,80.0,6.0,180.0,-936.2574,0.3824000000000751
L80_D6_U200,r80/t6.0/t6.0_200.cif,80.0,6.0,200.0,-936.30394,0.33586000000002514
L80_D6_U220,r80/t6.0/t6.0_220.cif,80.0,6.0,220.0,-936.47485,0.16495000000008986
L80_D6_U240,r80/t6.0/t6.0_240.cif,80.0,6.0,240.0,-936.48549,0.1543100000000095
L80_D6_U260,r80/t6.0/t6.0_260.cif,80.0,6.0,260.0,-936.46949,0.1703100000000859
L80_D6_U280,r80/t6.0/t6.0_280.cif,80.0,6.0,280.0,-936.40501,0.2347900000000891
L80_D6_U300,r80/t6.0/t6.0_300.cif,80.0,6.0,300.0,-936.29281,0.34699000000000524
L80_D6_U320,r80/t6.0/t6.0_320.cif,80.0,6.0,320.0,-936.23554,0.40426000000002205
L80_D6_U340,r80/t6.0/t6.0_340.cif,80.0,6.0,340.0,-936.28601,0.3537900000000036
L80_D7.2_U0,r80/t7.2/t7.2_0.cif,80.0,7.2,0.0,-936.28421,0.3555900000000065
L80_D7.2_U20,r80/t7.2/t7.2_20.cif,80.0,7.2,20.0,-936.22074,0.4190600000000586
L80_D7.2_U40,r80/t7.2/t7.2_40.cif,80.0,7.2,40.0,-936.16324,0.47656000000006316
L80_D7.2_U60,r80/t7.2/t7.2_60.cif,80.0,7.2,60.0,-936.34655,0.2932500000000573
L80_D7.2_U80,r80/t7.2/t7.2_80.cif,80.0,7.2,80.0,-936.47906,0.16074000000003252
L80_D7.2_U100,r80/t7.2/t7.2_100.cif,80.0,7.2,100.0,-936.61254,0.02726000000006934
L80_D7.2_U120,r80/t7.2/t7.2_120.cif,80.0,7.2,120.0,-936.31246,0.32734000000004926
L80_D7.2_U140,r80/t7.2/t7.2_140.cif,80.0,7.2,140.0,-936.21224,0.427560000000085
L80_D7.2_U160,r80/t7.2/t7.2_160.cif,80.0,7.2,160.0,-936.0632,0.5765999999999849
L80_D7.2_U180,r80/t7.2/t7.2_180.cif,80.0,7.2,180.0,-936.09409,0.5457099999999855
L80_D7.2_U200,r80/t7.2/t7.2_200.cif,80.0,7.2,200.0,-936.23664,0.4031600000000708
L80_D7.2_U220,r80/t7.2/t7.2_220.cif,80.0,7.2,220.0,-936.45077,0.18903000000000247
L80_D7.2_U240,r80/t7.2/t7.2_240.cif,80.0,7.2,240.0,-936.54498,0.094820000000027
L80_D7.2_U260,r80/t7.2/t7.2_260.cif,80.0,7.2,260.0,-936.41838,0.2214200000000801
L80_D7.2_U280,r80/t7.2/t7.2_280.cif,80.0,7.2,280.0,-936.51488,0.1249200000000883
L80_D7.2_U300,r80/t7.2/t7.2_300.cif,80.0,7.2,300.0,-936.31074,0.3290600000000268
L80_D7.2_U320,r80/t7.2/t7.2_320.cif,80.0,7.2,320.0,-936.28566,0.35414000000002943
L80_D7.2_U340,r80/t7.2/t7.2_340.cif,80.0,7.2,340.0,-936.26124,0.3785599999999931
L80_D8.4_U0,r80/t8.4/t8.4_0.cif,80.0,8.4,0.0,-936.28071,0.35909000000003743
L80_D8.4_U20,r80/t8.4/t8.4_20.cif,80.0,8.4,20.0,-936.15427,0.48553000000003976
L80_D8.4_U40,r80/t8.4/t8.4_40.cif,80.0,8.4,40.0,-936.10297,0.536830000000009
L80_D8.4_U60,r80/t8.4/t8.4_60.cif,80.0,8.4,60.0,-936.3127,0.32710000000008677
L80_D8.4_U80,r80/t8.4/t8.4_80.cif,80.0,8.4,80.0,-936.46472,0.17507999999997992
L80_D8.4_U100,r80/t8.4/t8.4_100.cif,80.0,8.4,100.0,-936.62237,0.017429999999990287
L80_D8.4_U120,r80/t8.4/t8.4_120.cif,80.0,8.4,120.0,-936.59201,0.04779000000007727
L80_D8.4_U140,r80/t8.4/t8.4_140.cif,80.0,8.4,140.0,-936.20704,0.43276000000003023
L80_D8.4_U160,r80/t8.4/t8.4_160.cif,80.0,8.4,160.0,-935.99628,0.6435200000000805
L80_D8.4_U180,r80/t8.4/t8.4_180.cif,80.0,8.4,180.0,-936.06531,0.5744900000000825
L80_D8.4_U200,r80/t8.4/t8.4_200.cif,80.0,8.4,200.0,-936.14798,0.4918200000000752
L80_D8.4_U220,r80/t8.4/t8.4_220.cif,80.0,8.4,220.0,-936.47462,0.1651800000000776
L80_D8.4_U240,r80/t8.4/t8.4_240.cif,80.0,8.4,240.0,-936.6593,-0.019499999999993634
L80_D8.4_U260,r80/t8.4/t8.4_260.cif,80.0,8.4,260.0,-936.58613,0.05367000000001099
L80_D8.4_U280,r80/t8.4/t8.4_280.cif,80.0,8.4,280.0,-936.4033,0.23650000000009186
L80_D8.4_U300,r80/t8.4/t8.4_300.cif,80.0,8.4,300.0,-936.36286,0.27694000000008145
L80_D8.4_U320,r80/t8.4/t8.4_320.cif,80.0,8.4,320.0,-936.35025,0.2895500000000766
L80_D8.4_U340,r80/t8.4/t8.4_340.cif,80.0,8.4,340.0,-936.32665,0.3131500000000642
L80_D9.6_U0,r80/t9.6/t9.6_0.cif,80.0,9.6,0.0,-936.28443,0.3553699999999935
L80_D9.6_U20,r80/t9.6/t9.6_20.cif,80.0,9.6,20.0,-936.16967,0.4701300000000401
L80_D9.6_U40,r80/t9.6/t9.6_40.cif,80.0,9.6,40.0,-936.1039,0.5359000000000833
L80_D9.6_U60,r80/t9.6/t9.6_60.cif,80.0,9.6,60.0,-936.33039,0.3094100000000708
L80_D9.6_U80,r80/t9.6/t9.6_80.cif,80.0,9.6,80.0,-936.50852,0.13128000000006068
L80_D9.6_U100,r80/t9.6/t9.6_100.cif,80.0,9.6,100.0,-936.55438,0.08541999999999916
L80_D9.6_U120,r80/t9.6/t9.6_120.cif,80.0,9.6,120.0,-936.2198,0.42000000000007276
L80_D9.6_U140,r80/t9.6/t9.6_140.cif,80.0,9.6,140.0,-936.0761,0.5637000000000398
L80_D9.6_U160,r80/t9.6/t9.6_160.cif,80.0,9.6,160.0,-936.06629,0.5735100000000557
L80_D9.6_U180,r80/t9.6/t9.6_180.cif,80.0,9.6,180.0,-936.18537,0.4544300000000021
L80_D9.6_U200,r80/t9.6/t9.6_200.cif,80.0,9.6,200.0,-936.24426,0.3955399999999827
L80_D9.6_U220,r80/t9.6/t9.6_220.cif,80.0,9.6,220.0,-936.21974,0.42006000000003496
L80_D9.6_U240,r80/t9.6/t9.6_240.cif,80.0,9.6,240.0,-936.72215,-0.08235000000001946
L80_D9.6_U260,r80/t9.6/t9.6_260.cif,80.0,9.6,260.0,-936.33576,0.3040399999999863
L80_D9.6_U280,r80/t9.6/t9.6_280.cif,80.0,9.6,280.0,-936.43227,0.20753000000001975
L80_D9.6_U300,r80/t9.6/t9.6_300.cif,80.0,9.6,300.0,-936.41187,0.22793000000001484
L80_D9.6_U320,r80/t9.6/t9.6_320.cif,80.0,9.6,320.0,-936.37245,0.2673500000000786
L80_D9.6_U340,r80/t9.6/t9.6_340.cif,80.0,9.6,340.0,-936.35269,0.2871099999999842
L100_D0_U0,r100/t0/t0_0.cif,100.0,0.0,0.0,-936.2534,0.38639999999998054
L100_D0_U20,r100/t0/t0_20.cif,100.0,0.0,20.0,-936.13852,0.5012800000000652
L100_D0_U40,r100/t0/t0_40.cif,100.0,0.0,40.0,-936.13923,0.5005700000000388
L100_D0_U60,r100/t0/t0_60.cif,100.0,0.0,60.0,-936.40834,0.2314600000000837
L100_D0_U80,r100/t0/t0_80.cif,100.0,0.0,80.0,-936.43894,0.20086000000003423
L100_D0_U100,r100/t0/t0_100.cif,100.0,0.0,100.0,-936.4626,0.1772000000000844
L100_D0_U120,r100/t0/t0_120.cif,100.0,0.0,120.0,-936.46646,0.1733400000000529
L100_D0_U140,r100/t0/t0_140.cif,100.0,0.0,140.0,-936.28236,0.35743999999999687
L100_D0_U160,r100/t0/t0_160.cif,100.0,0.0,160.0,-936.20334,0.43646000000001095
L100_D0_U180,r100/t0/t0_180.cif,100.0,0.0,180.0,-936.05631,0.5834899999999834
L100_D0_U200,r100/t0/t0_200.cif,100.0,0.0,200.0,-937.11562,-0.4758199999999988
L100_D0_U220,r100/t0/t0_220.cif,100.0,0.0,220.0,-936.85739,-0.21758999999997286
L100_D0_U240,r100/t0/t0_240.cif,100.0,0.0,240.0,-936.943,-0.30319999999994707
L100_D0_U260,r100/t0/t0_260.cif,100.0,0.0,260.0,-936.6248,0.014999999999986358
L100_D0_U280,r100/t0/t0_280.cif,100.0,0.0,280.0,-936.47867,0.16113000000007105
L100_D0_U300,r100/t0/t0_300.cif,100.0,0.0,300.0,-936.24496,0.3948400000000447
L100_D0_U320,r100/t0/t0_320.cif,100.0,0.0,320.0,-936.23929,0.4005100000000539
L100_D0_U340,r100/t0/t0_340.cif,100.0,0.0,340.0,-936.2039,0.4359000000000606
L100_D1.2_U0,r100/t1.2/t1.2_0.cif,100.0,1.2,0.0,-936.24026,0.3995400000000018
L100_D1.2_U20,r100/t1.2/t1.2_20.cif,100.0,1.2,20.0,-936.20073,0.43907000000001517
L100_D1.2_U40,r100/t1.2/t1.2_40.cif,100.0,1.2,40.0,-936.23257,0.40723000000002685
L100_D1.2_U60,r100/t1.2/t1.2_60.cif,100.0,1.2,60.0,-936.15649,0.48331000000007407
L100_D1.2_U80,r100/t1.2/t1.2_80.cif,100.0,1.2,80.0,-936.48906,0.15074000000004162
L100_D1.2_U100,r100/t1.2/t1.2_100.cif,100.0,1.2,100.0,-936.42954,0.21026000000006206
L100_D1.2_U120,r100/t1.2/t1.2_120.cif,100.0,1.2,120.0,-936.36094,0.27886000000000877
L100_D1.2_U140,r100/t1.2/t1.2_140.cif,100.0,1.2,140.0,-936.18172,0.4580799999999954
L100_D1.2_U160,r100/t1.2/t1.2_160.cif,100.0,1.2,160.0,-936.14723,0.4925700000000006
L100_D1.2_U180,r100/t1.2/t1.2_180.cif,100.0,1.2,180.0,-936.06341,0.5763900000000604
L100_D1.2_U200,r100/t1.2/t1.2_200.cif,100.0,1.2,200.0,-936.98084,-0.3410399999999072
L100_D1.2_U220,r100/t1.2/t1.2_220.cif,100.0,1.2,220.0,-937.18945,-0.5496499999999287
L100_D1.2_U240,r100/t1.2/t1.2_240.cif,100.0,1.2,240.0,-937.17443,-0.5346299999999928
L100_D1.2_U260,r100/t1.2/t1.2_260.cif,100.0,1.2,260.0,-936.45506,0.18474000000003343
L100_D1.2_U280,r100/t1.2/t1.2_280.cif,100.0,1.2,280.0,-936.2702,0.36959999999999127
L100_D1.2_U300,r100/t1.2/t1.2_300.cif,100.0,1.2,300.0,-936.47798,0.16182000000003427
L100_D1.2_U320,r100/t1.2/t1.2_320.cif,100.0,1.2,320.0,-936.33421,0.305590000000052
L100_D1.2_U340,r100/t1.2/t1.2_340.cif,100.0,1.2,340.0,-936.29371,0.3460900000000038
L100_D2.4_U0,r100/t2.4/t2.4_0.cif,100.0,2.4,0.0,-936.27442,0.36538000000007287
L100_D2.4_U20,r100/t2.4/t2.4_20.cif,100.0,2.4,20.0,-936.12651,0.5132899999999836
L100_D2.4_U40,r100/t2.4/t2.4_40.cif,100.0,2.4,40.0,-936.33681,0.3029900000000225
L100_D2.4_U60,r100/t2.4/t2.4_60.cif,100.0,2.4,60.0,-937.08889,-0.4490899999999556
L100_D2.4_U80,r100/t2.4/t2.4_80.cif,100.0,2.4,80.0,-937.1166,-0.47679999999991196
L100_D2.4_U100,r100/t2.4/t2.4_100.cif,100.0,2.4,100.0,-936.34252,0.29728000000000065
L100_D2.4_U120,r100/t2.4/t2.4_120.cif,100.0,2.4,120.0,-936.2875,0.3523000000000138
L100_D2.4_U140,r100/t2.4/t2.4_140.cif,100.0,2.4,140.0,-936.09321,0.5465900000000374
L100_D2.4_U160,r100/t2.4/t2.4_160.cif,100.0,2.4,160.0,-936.04865,0.5911500000000842
L100_D2.4_U180,r100/t2.4/t2.4_180.cif,100.0,2.4,180.0,-936.84789,-0.20808999999997013
L100_D2.4_U200,r100/t2.4/t2.4_200.cif,100.0,2.4,200.0,-936.0401,0.5996999999999844
L100_D2.4_U220,r100/t2.4/t2.4_220.cif,100.0,2.4,220.0,-937.24928,-0.6094799999999623
L100_D2.4_U240,r100/t2.4/t2.4_240.cif,100.0,2.4,240.0,-936.28302,0.3567800000000716
L100_D2.4_U260,r100/t2.4/t2.4_260.cif,100.0,2.4,260.0,-936.35519,0.28461000000004333
L100_D2.4_U280,r100/t2.4/t2.4_280.cif,100.0,2.4,280.0,-936.29874,0.3410600000000841
L100_D2.4_U300,r100/t2.4/t2.4_300.cif,100.0,2.4,300.0,-936.35417,0.2856300000000829
L100_D2.4_U320,r100/t2.4/t2.4_320.cif,100.0,2.4,320.0,-936.51281,0.12699000000009164
L100_D2.4_U340,r100/t2.4/t2.4_340.cif,100.0,2.4,340.0,-936.4326,0.20720000000005712
L100_D3.6_U0,r100/t3.6/t3.6_0.cif,100.0,3.6,0.0,-936.24591,0.3938900000000558
L100_D3.6_U20,r100/t3.6/t3.6_20.cif,100.0,3.6,20.0,-936.1574,0.4823999999999842
L100_D3.6_U40,r100/t3.6/t3.6_40.cif,100.0,3.6,40.0,-936.29072,0.3490800000000718
L100_D3.6_U60,r100/t3.6/t3.6_60.cif,100.0,3.6,60.0,-936.31782,0.3219800000000532
L100_D3.6_U80,r100/t3.6/t3.6_80.cif,100.0,3.6,80.0,-937.20322,-0.563419999999951
L100_D3.6_U100,r100/t3.6/t3.6_100.cif,100.0,3.6,100.0,-936.43761,0.2021900000000869
L100_D3.6_U120,r100/t3.6/t3.6_120.cif,100.0,3.6,120.0,-936.27845,0.3613500000000158
L100_D3.6_U140,r100/t3.6/t3.6_140.cif,100.0,3.6,140.0,-936.10671,0.5330900000000156
L100_D3.6_U160,r100/t3.6/t3.6_160.cif,100.0,3.6,160.0,-936.10741,0.5323900000000776
L100_D3.6_U180,r100/t3.6/t3.6_180.cif,100.0,3.6,180.0,-936.28157,0.3582300000000487
L100_D3.6_U200,r100/t3.6/t3.6_200.cif,100.0,3.6,200.0,-936.75214,-0.11234000000001743
L100_D3.6_U220,r100/t3.6/t3.6_220.cif,100.0,3.6,220.0,-936.99644,-0.3566399999999703
L100_D3.6_U240,r100/t3.6/t3.6_240.cif,100.0,3.6,240.0,-936.49467,0.14512999999999465
L100_D3.6_U260,r100/t3.6/t3.6_260.cif,100.0,3.6,260.0,-936.39245,0.24734999999998308
L100_D3.6_U280,r100/t3.6/t3.6_280.cif,100.0,3.6,280.0,-936.31883,0.32096999999998843
L100_D3.6_U300,r100/t3.6/t3.6_300.cif,100.0,3.6,300.0,-936.30582,0.33397999999999683
L100_D3.6_U320,r100/t3.6/t3.6_320.cif,100.0,3.6,320.0,-936.44565,0.19415000000003602
L100_D3.6_U340,r100/t3.6/t3.6_340.cif,100.0,3.6,340.0,-936.45698,0.18281999999999243
L100_D4.8_U0,r100/t4.8/t4.8_0.cif,100.0,4.8,0.0,-936.10892,0.5308800000000247
L100_D4.8_U20,r100/t4.8/t4.8_20.cif,100.0,4.8,20.0,-936.1115,0.5283000000000584
L100_D4.8_U40,r100/t4.8/t4.8_40.cif,100.0,4.8,40.0,-936.28603,0.3537700000000541
L100_D4.8_U60,r100/t4.8/t4.8_60.cif,100.0,4.8,60.0,-936.34305,0.2967500000000882
L100_D4.8_U80,r100/t4.8/t4.8_80.cif,100.0,4.8,80.0,-937.1897,-0.5498999999999796
L100_D4.8_U100,r100/t4.8/t4.8_100.cif,100.0,4.8,100.0,-936.58728,0.05252000000007229
L100_D4.8_U120,r100/t4.8/t4.8_120.cif,100.0,4.8,120.0,-936.30968,0.330120000000079
L100_D4.8_U140,r100/t4.8/t4.8_140.cif,100.0,4.8,140.0,-936.1785,0.4613000000000511
L100_D4.8_U160,r100/t4.8/t4.8_160.cif,100.0,4.8,160.0,-936.15947,0.48032999999998083
L100_D4.8_U180,r100/t4.8/t4.8_180.cif,100.0,4.8,180.0,-936.29562,0.3441800000000512
L100_D4.8_U200,r100/t4.8/t4.8_200.cif,100.0,4.8,200.0,-936.44596,0.19384000000002288
L100_D4.8_U220,r100/t4.8/t4.8_220.cif,100.0,4.8,220.0,-936.56801,0.07179000000007818
L100_D4.8_U240,r100/t4.8/t4.8_240.cif,100.0,4.8,240.0,-936.43313,0.206670000000031
L100_D4.8_U260,r100/t4.8/t4.8_260.cif,100.0,4.8,260.0,-936.46545,0.174350000000004
L100_D4.8_U280,r100/t4.8/t4.8_280.cif,100.0,4.8,280.0,-936.37059,0.2692100000000437
L100_D4.8_U300,r100/t4.8/t4.8_300.cif,100.0,4.8,300.0,-936.16892,0.47088000000007924
L100_D4.8_U320,r100/t4.8/t4.8_320.cif,100.0,4.8,320.0,-936.00635,0.6334500000000389
L100_D4.8_U340,r100/t4.8/t4.8_340.cif,100.0,4.8,340.0,-936.04871,0.5910900000000083
L100_D6_U0,r100/t6.0/t6.0_0.cif,100.0,6.0,0.0,-936.08716,0.5526399999999967
L100_D6_U20,r100/t6.0/t6.0_20.cif,100.0,6.0,20.0,-936.19137,0.4484300000000303
L100_D6_U40,r100/t6.0/t6.0_40.cif,100.0,6.0,40.0,-936.13876,0.501039999999989
L100_D6_U60,r100/t6.0/t6.0_60.cif,100.0,6.0,60.0,-936.22462,0.4151800000000776
L100_D6_U80,r100/t6.0/t6.0_80.cif,100.0,6.0,80.0,-937.11863,-0.4788300000000163
L100_D6_U100,r100/t6.0/t6.0_100.cif,100.0,6.0,100.0,-937.06573,-0.4259299999999939
L100_D6_U120,r100/t6.0/t6.0_120.cif,100.0,6.0,120.0,-936.2796,0.3602000000000771
L100_D6_U140,r100/t6.0/t6.0_140.cif,100.0,6.0,140.0,-936.23262,0.4071800000000394
L100_D6_U160,r100/t6.0/t6.0_160.cif,100.0,6.0,160.0,-936.18115,0.4586500000000342
L100_D6_U180,r100/t6.0/t6.0_180.cif,100.0,6.0,180.0,-936.18122,0.45857999999998356
